Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_edited_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_dep_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1269315673
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      5000000
Burn in:                         1000000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model_dep.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
1078000	-470.322534	1	215	0.531475	0.000000	0.531475	0.531475	0.531475	0.531475	0.531475	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.620369	0.779001	0.865071	0.097008	0.192480	0.929744	0.519407	0.257215	
1079000	-470.184629	1	2143	0.510506	0.000000	0.510506	0.510506	0.510506	0.510506	0.510506	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.838479	0.197798	0.077533	0.589251	0.333224	0.324458	0.086550	0.429091	
1080000	-470.232866	1	2614	0.489449	0.000000	0.489449	0.489449	0.489449	0.489449	0.489449	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.528324	0.043698	0.040742	0.187175	0.490616	0.567981	0.414224	0.871419	
1081000	-470.587461	1	1441	0.463522	0.000000	0.463522	0.463522	0.463522	0.463522	0.463522	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.294792	0.113837	0.434645	0.451519	0.110768	0.055264	0.076182	0.472734	
1082000	-470.308985	1	462	0.481130	0.000000	0.481130	0.481130	0.481130	0.481130	0.481130	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.383635	0.056227	0.504241	0.235830	0.809119	0.534949	0.241539	0.724404	
1083000	-470.186393	1	3153	0.498948	0.000000	0.498948	0.498948	0.498948	0.498948	0.498948	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.899496	0.458414	0.794097	0.690041	0.973111	0.751967	0.541810	0.305569	
1084000	-471.021407	1	1988	0.446535	0.000000	0.446535	0.446535	0.446535	0.446535	0.446535	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.224854	0.662155	0.717257	0.391604	0.922790	0.637725	0.559665	0.675099	
1085000	-470.199099	1	2107	0.495343	0.000000	0.495343	0.495343	0.495343	0.495343	0.495343	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.507651	0.491037	0.755111	0.447292	0.697730	0.873171	0.513822	0.801461	
1086000	-470.215148	1	2808	0.492187	0.000000	0.492187	0.492187	0.492187	0.492187	0.492187	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.768385	0.419510	0.330079	0.412288	0.643544	0.729551	0.911172	0.401143	
1087000	-470.178323	1	1640	0.505786	0.000000	0.505786	0.505786	0.505786	0.505786	0.505786	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.628720	0.967251	0.848539	0.805598	0.771918	0.067734	0.962626	0.561272	
1088000	-470.597627	1	2189	0.550955	0.000000	0.550955	0.550955	0.550955	0.550955	0.550955	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.359985	0.194092	0.703561	0.047150	0.506803	0.468266	0.942015	0.771440	
1089000	-470.198000	1	3594	0.514672	0.000000	0.514672	0.514672	0.514672	0.514672	0.514672	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.368131	0.537377	0.179644	0.329312	0.613702	0.192080	0.285606	0.109671	
1090000	-470.373948	1	1432	0.535960	0.000000	0.535960	0.535960	0.535960	0.535960	0.535960	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.156583	0.308067	0.866705	0.346165	0.132066	0.034576	0.600633	0.294462	
1091000	-467.094939	1	3464	0.588572	0.000000	0.588572	0.588572	0.342298	0.342298	0.588572	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.112348	0.652422	0.747618	0.652175	0.885451	0.868797	0.848572	0.605608	
1092000	-470.211058	1	3462	0.492910	0.000000	0.492910	0.492910	0.492910	0.492910	0.492910	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.411672	0.866689	0.865584	0.906580	0.258154	0.545174	0.664378	0.571213	
1093000	-470.286550	1	1693	0.483230	0.000000	0.483230	0.483230	0.483230	0.483230	0.483230	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.914842	0.854699	0.174576	0.504859	0.046466	0.612506	0.566542	0.245301	
1094000	-470.658963	1	1719	0.460202	0.000000	0.460202	0.460202	0.460202	0.460202	0.460202	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.250870	0.313616	0.617834	0.817975	0.160500	0.186522	0.097650	0.028973	
1095000	-470.225540	1	2818	0.490515	0.000000	0.490515	0.490515	0.490515	0.490515	0.490515	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.578911	0.484993	0.115078	0.154056	0.657673	0.159667	0.952768	0.575511	
1096000	-470.193234	1	497	0.496804	0.000000	0.496804	0.496804	0.496804	0.496804	0.496804	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.336124	0.251394	0.665932	0.987882	0.927094	0.041715	0.202566	0.511402	
1097000	-470.378141	1	479	0.475645	0.000000	0.475645	0.475645	0.475645	0.475645	0.475645	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.510072	0.966711	0.589307	0.695270	0.640105	0.506961	0.435739	0.270191	
1098000	-470.205962	1	3555	0.493880	0.000000	0.493880	0.493880	0.493880	0.493880	0.493880	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.495804	0.224140	0.253111	0.304997	0.242148	0.314566	0.104310	0.107990	
1099000	-470.659307	1	3057	0.460186	0.000000	0.460186	0.460186	0.460186	0.460186	0.460186	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.683723	0.915277	0.746995	0.743827	0.887012	0.688248	0.408541	0.124359	
1100000	-467.787727	1	1792	0.536570	0.000000	0.536570	0.536570	0.409645	0.409645	0.536570	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.518885	0.337457	0.768447	0.168469	0.763498	0.723427	0.836876	0.745689	
1101000	-470.223015	1	845	0.519601	0.000000	0.519601	0.519601	0.519601	0.519601	0.519601	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.805501	0.742246	0.366914	0.243826	0.321641	0.441818	0.166833	0.297807	
1102000	-470.607353	1	2561	0.551509	0.000000	0.551509	0.551509	0.551509	0.551509	0.551509	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.960509	0.443549	0.409863	0.899097	0.168770	0.700203	0.082782	0.203984	
1103000	-470.886422	1	1694	0.565527	0.000000	0.565527	0.565527	0.565527	0.565527	0.565527	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.184990	0.153041	0.292442	0.163112	0.138716	0.758221	0.253757	0.924252	
1104000	-470.629661	1	969	0.552757	0.000000	0.552757	0.552757	0.552757	0.552757	0.552757	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.455287	0.936333	0.251400	0.923031	0.037792	0.640764	0.950755	0.326518	
1105000	-470.253024	1	3179	0.486848	0.000000	0.486848	0.486848	0.486848	0.486848	0.486848	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.359730	0.352229	0.435884	0.715596	0.769270	0.754969	0.867225	0.245505	
1106000	-470.276027	1	3097	0.484293	0.000000	0.484293	0.484293	0.484293	0.484293	0.484293	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.089964	0.463762	0.202353	0.501259	0.733940	0.873240	0.888077	0.043068	
1107000	-472.929874	1	2452	0.665757	0.000000	0.665757	0.665757	0.000000	0.665757	0.665757	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.374368	0.305234	0.375165	0.447401	0.740923	0.299076	0.128284	0.261980	
1108000	-470.199022	1	3977	0.495361	0.000000	0.495361	0.495361	0.495361	0.495361	0.495361	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.518215	0.327339	0.362608	0.361761	0.385106	0.951182	0.870532	0.469649	
1109000	-471.177680	1	2115	0.441684	0.000000	0.441684	0.441684	0.441684	0.441684	0.441684	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.042083	0.158667	0.616251	0.355281	0.969216	0.505935	0.918169	0.072983	
1110000	-470.197886	1	3051	0.514644	0.000000	0.514644	0.514644	0.514644	0.514644	0.514644	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.993393	0.197384	0.907879	0.683063	0.376093	0.537561	0.489352	0.030864	
1111000	-470.608915	1	3340	0.551597	0.000000	0.551597	0.551597	0.551597	0.551597	0.551597	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.334968	0.673771	0.778814	0.288697	0.185726	0.561330	0.312820	0.720647	
1112000	-470.355701	1	2881	0.534440	0.000000	0.534440	0.534440	0.534440	0.534440	0.534440	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.274405	0.286153	0.015490	0.017024	0.676346	0.472418	0.513263	0.601381	
1113000	-470.565905	1	1386	0.464585	0.000000	0.464585	0.464585	0.464585	0.464585	0.464585	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.921172	0.341841	0.555914	0.799944	0.275009	0.002245	0.604174	0.065988	
1114000	-470.390160	1	1796	0.537255	0.000000	0.537255	0.537255	0.537255	0.537255	0.537255	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.771523	0.324862	0.419593	0.214335	0.778648	0.458466	0.486410	0.561029	
1115000	-471.990659	1	1176	0.605373	0.000000	0.605373	0.605373	0.605373	0.605373	0.605373	0.000000	1	0.000002	0.000001	0.999995	0.000002	0.033710	0.770256	0.749903	0.667830	0.389159	0.231151	0.807512	0.579146	
1116000	-470.407158	1	3654	0.473651	0.000000	0.473651	0.473651	0.473651	0.473651	0.473651	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.786324	0.313047	0.473674	0.185480	0.384922	0.631285	0.695901	0.251014	
1117000	-470.814971	1	3230	0.453793	0.000000	0.453793	0.453793	0.453793	0.453793	0.453793	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.920135	0.211429	0.803443	0.439845	0.542852	0.120699	0.500430	0.695660	
1118000	-470.438331	1	204	0.540852	0.000000	0.540852	0.540852	0.540852	0.540852	0.540852	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.009690	0.176209	0.111176	0.126359	0.725412	0.916438	0.899440	0.692394	
1119000	-470.813739	1	3810	0.562159	0.000000	0.562159	0.562159	0.562159	0.562159	0.562159	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.244629	0.665743	0.281668	0.343106	0.525263	0.535355	0.058939	0.442294	
1120000	-470.558832	1	209	0.548686	0.000000	0.548686	0.548686	0.548686	0.548686	0.548686	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.734858	0.554686	0.681483	0.844754	0.913669	0.999207	0.310195	0.393131	
1121000	-470.246195	1	3440	0.487683	0.000000	0.487683	0.487683	0.487683	0.487683	0.487683	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.846331	0.259396	0.984600	0.998423	0.714272	0.705485	0.053979	0.610190	
1122000	-470.229358	1	2416	0.520612	0.000000	0.520612	0.520612	0.520612	0.520612	0.520612	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.112991	0.450525	0.564069	0.006324	0.424405	0.145119	0.473886	0.174034	
1123000	-470.483697	1	3096	0.468961	0.000000	0.468961	0.468961	0.468961	0.468961	0.468961	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.194222	0.798003	0.323320	0.379815	0.698392	0.996820	0.789900	0.798980	
1124000	-470.178252	1	1433	0.504568	0.000000	0.504568	0.504568	0.504568	0.504568	0.504568	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.503663	0.792012	0.632085	0.743654	0.401555	0.355090	0.399866	0.940542	
1125000	-470.383404	1	2330	0.475273	0.000000	0.475273	0.475273	0.475273	0.475273	0.475273	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.775902	0.921271	0.899209	0.891778	0.588004	0.056195	0.492896	0.051321	
1126000	-470.195756	1	3102	0.496145	0.000000	0.496145	0.496145	0.496145	0.496145	0.496145	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.401591	0.207384	0.288814	0.614478	0.522000	0.142023	0.027481	0.412796	
1127000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.463953	0.760940	0.051929	0.493519	0.272797	0.962776	0.223008	0.288678	
1128000	-470.232510	1	3560	0.521092	0.000000	0.521092	0.521092	0.521092	0.521092	0.521092	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.356018	0.214285	0.282904	0.928924	0.895243	0.716729	0.341556	0.911640	
1129000	-467.126940	1	228	0.648197	0.000000	0.648197	0.648197	0.367472	0.367472	0.648197	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.943026	0.130186	0.082917	0.323181	0.359063	0.775965	0.240037	0.467899	
1130000	-470.226194	1	905	0.520116	0.000000	0.520116	0.520116	0.520116	0.520116	0.520116	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.885218	0.968393	0.172645	0.486219	0.284473	0.803040	0.492753	0.633456	
1131000	-470.197790	1	1266	0.495649	0.000000	0.495649	0.495649	0.495649	0.495649	0.495649	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.019684	0.623958	0.343580	0.663665	0.725057	0.672778	0.175547	0.156303	
1132000	-471.474808	1	1846	0.588639	0.000000	0.588639	0.588639	0.588639	0.588639	0.588639	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.863212	0.520966	0.513037	0.812167	0.725110	0.205646	0.103920	0.151210	
1133000	-470.183101	1	3509	0.509809	0.000000	0.509809	0.509809	0.509809	0.509809	0.509809	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.723877	0.420835	0.064887	0.110825	0.450278	0.035201	0.629452	0.598667	
1134000	-470.472380	1	3796	0.543210	0.000000	0.543210	0.543210	0.543210	0.543210	0.543210	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.620043	0.324245	0.277417	0.617037	0.422509	0.276632	0.004060	0.216481	
1135000	-470.191493	1	2041	0.512918	0.000000	0.512918	0.512918	0.512918	0.512918	0.512918	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.721869	0.368849	0.540254	0.220261	0.465345	0.753282	0.906225	0.642829	
1136000	-470.276983	1	3554	0.526811	0.000000	0.526811	0.526811	0.526811	0.526811	0.526811	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.381279	0.667534	0.134059	0.006393	0.269473	0.782959	0.752900	0.671901	
1137000	-470.204683	1	2689	0.494137	0.000000	0.494137	0.494137	0.494137	0.494137	0.494137	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.512812	0.757412	0.059640	0.249225	0.765968	0.991293	0.222784	0.962987	
1138000	-470.276940	1	3498	0.484198	0.000000	0.484198	0.484198	0.484198	0.484198	0.484198	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.105572	0.985860	0.660016	0.788388	0.020799	0.830110	0.511257	0.046064	
1139000	-470.278431	1	3792	0.484045	0.000000	0.484045	0.484045	0.484045	0.484045	0.484045	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.429739	0.573632	0.887855	0.425635	0.594025	0.311762	0.677127	0.547387	
1140000	-470.303572	1	1399	0.529634	0.000000	0.529634	0.529634	0.529634	0.529634	0.529634	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.903388	0.625379	0.354629	0.315058	0.334183	0.842362	0.637393	0.614742	
1141000	-470.921363	1	93	0.449912	0.000000	0.449912	0.449912	0.449912	0.449912	0.449912	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.090622	0.624860	0.172240	0.230394	0.821288	0.921772	0.721968	0.879727	
1142000	-467.707125	1	2851	0.536908	0.000000	0.536908	0.536908	0.326627	0.326627	0.536908	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.836290	0.085283	0.404992	0.788459	0.650397	0.197198	0.745851	0.097911	
1143000	-470.354515	1	3963	0.477386	0.000000	0.477386	0.477386	0.477386	0.477386	0.477386	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.029264	0.674459	0.905062	0.060171	0.551612	0.242141	0.634785	0.010152	
1144000	-471.121650	1	806	0.443371	0.000000	0.443371	0.443371	0.443371	0.443371	0.443371	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.203246	0.630507	0.426289	0.817658	0.263370	0.572912	0.862650	0.508562	
1145000	-470.256623	1	3813	0.524392	0.000000	0.524392	0.524392	0.524392	0.524392	0.524392	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.362067	0.607558	0.550245	0.761281	0.064102	0.371861	0.927841	0.887497	
1146000	-467.233699	1	3103	0.578396	0.000000	0.578396	0.578396	0.397331	0.397331	0.578396	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.845682	0.797761	0.298718	0.920089	0.830794	0.428407	0.679078	0.622755	
1147000	-470.352514	1	2229	0.477539	0.000000	0.477539	0.477539	0.477539	0.477539	0.477539	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.769466	0.243384	0.854894	0.430039	0.387015	0.759446	0.987054	0.548767	
1148000	-470.387950	1	636	0.537081	0.000000	0.537081	0.537081	0.537081	0.537081	0.537081	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.496511	0.020208	0.219795	0.248623	0.103071	0.789147	0.242399	0.546356	
1149000	-470.220805	1	170	0.491251	0.000000	0.491251	0.491251	0.491251	0.491251	0.491251	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.352268	0.304000	0.488139	0.565554	0.793492	0.639925	0.753372	0.796979	
1150000	-470.339049	1	1537	0.478594	0.000000	0.478594	0.478594	0.478594	0.478594	0.478594	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.497034	0.461183	0.504981	0.948352	0.942819	0.352811	0.555530	0.252639	
1151000	-470.178705	1	3516	0.506565	0.000000	0.506565	0.506565	0.506565	0.506565	0.506565	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.290633	0.791437	0.155764	0.891479	0.639593	0.350257	0.003666	0.266012	
1152000	-470.184874	1	3339	0.499539	0.000000	0.499539	0.499539	0.499539	0.499539	0.499539	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.249793	0.602057	0.486233	0.849783	0.847877	0.610615	0.419908	0.346294	
1153000	-470.889693	1	1754	0.565675	0.000000	0.565675	0.565675	0.565675	0.565675	0.565675	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.163980	0.080733	0.307765	0.516514	0.596352	0.280263	0.337004	0.571301	
1154000	-468.017188	1	18	0.608121	0.000000	0.608121	0.608121	0.268124	0.608121	0.608121	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.324753	0.976987	0.570305	0.015522	0.697882	0.018482	0.260896	0.121567	
1155000	-470.266689	1	2666	0.485288	0.000000	0.485288	0.485288	0.485288	0.485288	0.485288	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.564221	0.950761	0.334894	0.265445	0.548290	0.298761	0.868997	0.751404	
1156000	-470.191293	1	2535	0.497350	0.000000	0.497350	0.497350	0.497350	0.497350	0.497350	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.833339	0.901494	0.373970	0.986477	0.811862	0.055201	0.356761	0.520719	
1157000	-470.400456	1	567	0.474099	0.000000	0.474099	0.474099	0.474099	0.474099	0.474099	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.763485	0.352143	0.488737	0.891491	0.014173	0.516542	0.234448	0.085685	
1158000	-470.178311	1	878	0.504340	0.000000	0.504340	0.504340	0.504340	0.504340	0.504340	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.633221	0.840467	0.793968	0.725925	0.770820	0.483348	0.052034	0.620311	
1159000	-470.408690	1	3760	0.473549	0.000000	0.473549	0.473549	0.473549	0.473549	0.473549	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.113748	0.995550	0.175790	0.898154	0.429527	0.940184	0.639720	0.508221	
1160000	-470.472705	1	3705	0.469592	0.000000	0.469592	0.469592	0.469592	0.469592	0.469592	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.757310	0.784815	0.589177	0.099172	0.443187	0.267653	0.916441	0.613836	
1161000	-470.215382	1	1602	0.492147	0.000000	0.492147	0.492147	0.492147	0.492147	0.492147	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.098428	0.192332	0.146394	0.996266	0.380135	0.300079	0.544468	0.246561	
1162000	-470.233949	1	1343	0.489297	0.000000	0.489297	0.489297	0.489297	0.489297	0.489297	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.828940	0.904470	0.409430	0.369600	0.364926	0.256221	0.652515	0.081937	
1163000	-471.752566	1	3055	0.426838	0.000000	0.426838	0.426838	0.426838	0.426838	0.426838	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.506166	0.598275	0.197548	0.013852	0.403937	0.348133	0.331168	0.820708	
1164000	-470.602448	1	24	0.462802	0.000000	0.462802	0.462802	0.462802	0.462802	0.462802	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.209563	0.300671	0.432244	0.483557	0.441945	0.956247	0.191378	0.318997	
1165000	-470.641925	1	2914	0.460967	0.000000	0.460967	0.460967	0.460967	0.460967	0.460967	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.174308	0.641741	0.824293	0.756804	0.724090	0.557265	0.761569	0.365165	
1166000	-471.066331	1	2016	0.573263	0.000000	0.573263	0.573263	0.573263	0.573263	0.573263	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.062055	0.912320	0.109171	0.493505	0.450682	0.263146	0.002907	0.320098	
1167000	-470.629493	1	488	0.552748	0.000000	0.552748	0.552748	0.552748	0.552748	0.552748	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.469671	0.335748	0.898901	0.525990	0.345326	0.277076	0.029470	0.500319	
1168000	-467.777206	1	965	0.700340	0.000000	0.700340	0.700340	0.327831	0.327831	0.700340	0.000000	1	0.000001	0.000001	0.999998	0.000001	0.726697	0.377410	0.593301	0.725406	0.427822	0.445613	0.696546	0.867038	
1169000	-470.254309	1	1547	0.486695	0.000000	0.486695	0.486695	0.486695	0.486695	0.486695	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.851349	0.355281	0.985166	0.517355	0.426746	0.121528	0.375863	0.366339	
1170000	-470.442445	1	2903	0.541144	0.000000	0.541144	0.541144	0.541144	0.541144	0.541144	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.921864	0.831569	0.799736	0.297929	0.741466	0.048712	0.658004	0.942707	
1171000	-470.178480	1	1827	0.503917	0.000000	0.503917	0.503917	0.503917	0.503917	0.503917	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.216504	0.583449	0.577648	0.758819	0.373144	0.962609	0.801039	0.763067	
1172000	-471.797210	1	3021	0.425828	0.000000	0.425828	0.425828	0.425828	0.425828	0.425828	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.813150	0.753047	0.978239	0.001242	0.977807	0.327157	0.941593	0.371885	
1173000	-470.620960	1	1318	0.552274	0.000000	0.552274	0.552274	0.552274	0.552274	0.552274	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.355124	0.179550	0.624280	0.408485	0.937826	0.190115	0.915884	0.709586	
1174000	-470.207152	1	1654	0.516710	0.000000	0.516710	0.516710	0.516710	0.516710	0.516710	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.630163	0.681047	0.930229	0.260364	0.596974	0.826240	0.665680	0.837842	
1175000	-470.405265	1	3479	0.473776	0.000000	0.473776	0.473776	0.473776	0.473776	0.473776	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.567009	0.205027	0.631884	0.178833	0.441400	0.896238	0.109931	0.003362	
1176000	-470.382961	1	1653	0.536686	0.000000	0.536686	0.536686	0.536686	0.536686	0.536686	0.000000	1	0.000001	0.000001	0.999996	0.000001	0.182981	0.609020	0.256528	0.082629	0.670850	0.271549	0.040516	0.806702	
1177000	-470.300619	1	2006	0.481889	0.000000	0.481889	0.481889	0.481889	0.481889	0.481889	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.781477	0.593473	0.561267	0.451877	0.884617	0.578756	0.729826	0.479103	
1178000	-471.079313	1	716	0.573794	0.000000	0.573794	0.573794	0.573794	0.573794	0.573794	0.000000	1	0.000001	0.000001	0.999996	0.000002	0.515362	0.784826	0.614053	0.621147	0.657196	0.876888	0.906914	0.652546	
1179000	-470.236967	1	945	0.521749	0.000000	0.521749	0.521749	0.521749	0.521749	0.521749	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.471256	0.246539	0.806451	0.285137	0.728931	0.941281	0.137780	0.923320	
1180000	-470.233958	1	2121	0.521308	0.000000	0.521308	0.521308	0.521308	0.521308	0.521308	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.288212	0.617922	0.680091	0.900990	0.894205	0.080507	0.521000	0.438686	
1181000	-470.989437	1	346	0.447589	0.000000	0.447589	0.447589	0.447589	0.447589	0.447589	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.466962	0.083706	0.471896	0.848789	0.163484	0.875689	0.021052	0.100618	
1182000	-470.240337	1	3336	0.488435	0.000000	0.488435	0.488435	0.488435	0.488435	0.488435	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.835420	0.297544	0.828072	0.308555	0.061223	0.895881	0.496160	0.025057	
1183000	-470.178250	1	3907	0.504580	0.000000	0.504580	0.504580	0.504580	0.504580	0.504580	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.769017	0.286180	0.893916	0.180758	0.468292	0.757627	0.615306	0.761341	
1184000	-470.625203	1	1280	0.461733	0.000000	0.461733	0.461733	0.461733	0.461733	0.461733	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.482676	0.660494	0.558092	0.388695	0.173857	0.651359	0.473423	0.478319	
1185000	-470.892936	1	2390	0.450917	0.000000	0.450917	0.450917	0.450917	0.450917	0.450917	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.594857	0.090716	0.136250	0.252590	0.933652	0.873135	0.382198	0.456869	
1186000	-470.211295	1	3870	0.517527	0.000000	0.517527	0.517527	0.517527	0.517527	0.517527	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.746233	0.857344	0.653807	0.286662	0.243967	0.838365	0.779308	0.136327	
1187000	-470.250803	1	1010	0.487115	0.000000	0.487115	0.487115	0.487115	0.487115	0.487115	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.504236	0.630529	0.007120	0.486787	0.200479	0.434200	0.170411	0.756626	
1188000	-471.232921	1	2648	0.440073	0.000000	0.440073	0.440073	0.440073	0.440073	0.440073	0.000000	1	0.000001	0.000001	0.999997	0.000001	0.232470	0.570664	0.478042	0.338046	0.754822	0.550180	0.152864	0.102167	
