Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	alpha1 - Mean	beta1 - Mean	alpha2 - Mean	beta2 - Mean	
4580000	-511.613785	1	2728	0.280935	0.496089	0.496089	0.280935	0	0.247603	0.252849	0.247156	0.252393	0.777855	0.801990	0.713041	0.285743	
4581000	-513.544253	1	3483	0.257703	0.534096	0.534096	0.257703	1	0.247709	0.245750	0.254276	0.252265	0.359314	0.583827	0.562243	0.365544	
4582000	-511.511764	1	3978	0.266608	0.470747	0.470747	0.266608	0	0.246584	0.254232	0.245781	0.253403	0.610675	0.820269	0.491108	0.309306	
4583000	-511.316853	1	1429	0.257770	0.485555	0.485555	0.257770	0	0.246658	0.250143	0.249834	0.253364	0.660827	0.950855	0.277714	0.169803	
4584000	-511.950694	1	2902	0.297296	0.531374	0.531374	0.297296	0	0.248489	0.251340	0.248659	0.251512	0.019949	0.525587	0.280416	0.267988	
4585000	-511.421870	1	2752	0.270657	0.488462	0.488462	0.270657	0	0.247162	0.252275	0.247719	0.252844	0.008031	0.960413	0.236148	0.088700	
4586000	-511.346554	1	1271	0.251435	0.480593	0.480593	0.251435	0	0.246266	0.249291	0.250682	0.253761	0.313762	0.859252	0.147475	0.693590	
4587000	-511.377834	1	2805	0.258986	0.471638	0.471638	0.258986	0	0.246324	0.252515	0.247470	0.253691	0.890828	0.575034	0.835003	0.828274	
4588000	-511.433585	1	3290	0.273307	0.513458	0.513458	0.273307	0	0.247746	0.249972	0.250018	0.252264	0.824133	0.751723	0.212249	0.107336	
4589000	-511.558037	1	1489	0.238044	0.467281	0.467281	0.238044	0	0.245152	0.247246	0.252722	0.254880	0.000535	0.144859	0.371309	0.401247	
4590000	-511.409962	1	1326	0.245536	0.471595	0.471595	0.245536	0	0.245715	0.249003	0.250962	0.254320	0.637039	0.795972	0.251890	0.439698	
4591000	-511.637029	1	872	0.235197	0.452230	0.452230	0.235197	0	0.244401	0.249079	0.250860	0.255661	0.620788	0.722052	0.759854	0.786204	
4592000	-512.154408	1	1343	0.282844	0.567325	0.567325	0.282844	0	0.248695	0.248068	0.251936	0.251301	0.810456	0.135706	0.935735	0.250006	
4593000	-511.538034	1	162	0.273517	0.527284	0.527284	0.273517	0	0.247989	0.248910	0.251085	0.252017	0.195259	0.267171	0.174766	0.832810	
4594000	-513.446782	1	409	0.235393	0.460042	0.460042	0.235393	1	0.244718	0.247565	0.252391	0.255327	0.679348	0.888494	0.135711	0.427830	
4595000	-512.096393	1	2334	0.275358	0.560637	0.560637	0.275358	0	0.248499	0.247420	0.252588	0.251492	0.659037	0.691573	0.304279	0.865751	
4596000	-511.381608	1	3706	0.270524	0.503230	0.503230	0.270524	0	0.247477	0.250516	0.249472	0.252535	0.192380	0.270089	0.916481	0.962957	
4597000	-511.398733	1	1695	0.255562	0.500261	0.500261	0.255562	0	0.246941	0.247897	0.252094	0.253069	0.557348	0.714823	0.873414	0.707440	
4598000	-511.333014	1	2129	0.253307	0.478361	0.478361	0.253307	0	0.246283	0.250098	0.249875	0.253745	0.147534	0.742984	0.757416	0.172998	
4599000	-512.218327	1	3796	0.226375	0.482092	0.482092	0.226375	0	0.244890	0.240414	0.259722	0.254974	0.841123	0.232320	0.226282	0.564751	
4600000	-512.220113	1	1656	0.245999	0.528633	0.528633	0.245999	0	0.247229	0.243360	0.256714	0.252696	0.233497	0.379480	0.386621	0.289963	
4601000	-511.864785	1	2569	0.228572	0.462146	0.462146	0.228572	0	0.244311	0.244340	0.255659	0.255690	0.425650	0.667235	0.304377	0.685846	
4602000	-511.481646	1	3169	0.251239	0.455442	0.455442	0.251239	0	0.245462	0.253675	0.246311	0.254553	0.631150	0.839191	0.577058	0.358174	
4603000	-512.676133	1	1127	0.314675	0.579535	0.579535	0.314675	0	0.249161	0.250138	0.249861	0.250841	0.439993	0.779813	0.677615	0.379673	
4604000	-511.341107	1	799	0.264259	0.486771	0.486771	0.264259	0	0.246919	0.251342	0.248643	0.253096	0.247287	0.334894	0.832627	0.706453	
4605000	-512.212783	1	3161	0.241467	0.416165	0.416165	0.241467	0	0.243167	0.261990	0.238202	0.256641	0.034516	0.785434	0.095423	0.418140	
4606000	-511.528808	1	1093	0.248093	0.450560	0.450560	0.248093	0	0.245122	0.253863	0.246120	0.254895	0.525281	0.311352	0.051811	0.532422	
4607000	-511.817260	1	3603	0.249223	0.517704	0.517704	0.249223	0	0.247110	0.244858	0.255179	0.252853	0.396775	0.777707	0.451971	0.792460	
4608000	-511.829173	1	1964	0.235826	0.488532	0.488532	0.235826	0	0.245721	0.243452	0.256598	0.254229	0.266669	0.870588	0.320912	0.699116	
4609000	-513.988826	1	2147	0.236723	0.512493	0.512493	0.236723	1	0.246452	0.241610	0.258509	0.253430	0.249051	0.778897	0.864798	0.869476	
4610000	-512.285706	1	2207	0.266656	0.437142	0.437142	0.266656	0	0.245494	0.261691	0.238538	0.254276	0.363805	0.827660	0.103289	0.380921	
4611000	-512.483439	1	67	0.285023	0.460438	0.460438	0.285023	0	0.246889	0.258916	0.241222	0.252973	0.181561	0.968026	0.362930	0.108203	
4612000	-511.429301	1	218	0.259298	0.466639	0.466639	0.259298	0	0.246189	0.253459	0.246536	0.253816	0.962078	0.564373	0.455744	0.737985	
4613000	-511.467175	1	3276	0.243891	0.458352	0.458352	0.243891	0	0.245177	0.250894	0.249061	0.254868	0.597705	0.841058	0.200807	0.354817	
4614000	-511.601797	1	1931	0.281023	0.530303	0.530303	0.281023	0	0.248193	0.249716	0.250277	0.251814	0.946090	0.002337	0.301368	0.412965	
4615000	-511.607046	1	2159	0.279213	0.532544	0.532544	0.279213	0	0.248190	0.249337	0.250657	0.251815	0.129407	0.679176	0.070334	0.751873	
4616000	-512.177181	1	1249	0.297963	0.505274	0.505274	0.297963	0	0.248126	0.253653	0.246366	0.251854	0.412119	0.392988	0.720796	0.361859	
4617000	-511.752937	1	2963	0.231343	0.447621	0.447621	0.231343	0	0.243929	0.248524	0.251406	0.256142	0.441239	0.486111	0.349524	0.319240	
4618000	-513.494427	1	3489	0.293339	0.543493	0.543493	0.293339	1	0.248577	0.250215	0.249781	0.251427	0.695525	0.748409	0.535936	0.603294	
4619000	-511.390682	1	2058	0.246969	0.471778	0.471778	0.246969	0	0.245793	0.249400	0.250565	0.254242	0.335025	0.471790	0.264278	0.081190	
4620000	-511.869633	1	2411	0.277957	0.470975	0.470975	0.277957	0	0.246958	0.256054	0.244001	0.252988	0.676396	0.222230	0.121592	0.336838	
4621000	-512.373693	1	1908	0.307351	0.527435	0.527435	0.307351	0	0.248586	0.252402	0.247606	0.251407	0.029952	0.812652	0.194920	0.427891	
4622000	-513.906273	1	1336	0.288859	0.481349	0.481349	0.288859	1	0.247490	0.255757	0.244296	0.252457	0.269353	0.111825	0.340341	0.470975	
4623000	-511.553746	1	2699	0.247725	0.448625	0.448625	0.247725	0	0.245029	0.254204	0.245782	0.254985	0.367251	0.380831	0.495247	0.372672	
4624000	-511.575753	1	753	0.256338	0.452987	0.452987	0.256338	0	0.245619	0.255521	0.244502	0.254359	0.716084	0.391038	0.190515	0.689480	
4625000	-511.546232	1	3725	0.247901	0.449214	0.449214	0.247901	0	0.245061	0.254117	0.245868	0.254954	0.257778	0.383495	0.632600	0.269042	
4626000	-512.760273	1	1407	0.262787	0.570637	0.570637	0.262787	0	0.248395	0.245301	0.254739	0.251566	0.386396	0.676207	0.156122	0.119374	
4627000	-511.321023	1	258	0.260417	0.492497	0.492497	0.260417	0	0.246928	0.249835	0.250146	0.253091	0.817264	0.908366	0.117597	0.295228	
4628000	-511.717222	1	2507	0.232624	0.464486	0.464486	0.232624	0	0.244698	0.245653	0.254328	0.255321	0.650877	0.583803	0.742871	0.854396	
4629000	-511.911464	1	1449	0.246737	0.429723	0.429723	0.246737	0	0.244183	0.259052	0.241043	0.255722	0.442280	0.953672	0.614366	0.742752	
4630000	-511.857843	1	2817	0.233603	0.483621	0.483621	0.233603	0	0.245432	0.243210	0.256841	0.254516	0.917391	0.680168	0.645522	0.495746	
4631000	-512.055773	1	56	0.226335	0.427657	0.427657	0.226335	0	0.242567	0.251616	0.248278	0.257539	0.584201	0.490745	0.908743	0.235663	
4632000	-511.427784	1	2985	0.244404	0.471513	0.471513	0.244404	0	0.245654	0.248669	0.251296	0.254381	0.335337	0.707598	0.821815	0.841579	
4633000	-512.235574	1	995	0.305848	0.548966	0.548966	0.305848	0	0.248806	0.250914	0.249085	0.251195	0.485451	0.193592	0.485424	0.589680	
4634000	-511.715649	1	745	0.266085	0.535193	0.535193	0.266085	0	0.247947	0.247233	0.252774	0.252046	0.615967	0.283510	0.238364	0.484492	
4635000	-511.867194	1	2014	0.278437	0.551304	0.551304	0.278437	0	0.248435	0.248199	0.251803	0.251563	0.982567	0.473938	0.017517	0.384340	
4636000	-512.278422	1	212	0.272637	0.445925	0.445925	0.272637	0	0.246046	0.260425	0.239759	0.253771	0.054088	0.200059	0.742536	0.417144	
4637000	-511.318127	1	1815	0.257325	0.486599	0.486599	0.257325	0	0.246668	0.249904	0.250074	0.253354	0.442850	0.994094	0.536903	0.328506	
4638000	-511.925863	1	630	0.227101	0.461466	0.461466	0.227101	0	0.244168	0.243795	0.256215	0.255823	0.633339	0.575782	0.063814	0.036555	
4639000	-513.656954	1	1258	0.238607	0.434768	0.434768	0.238607	1	0.243889	0.254779	0.245192	0.256140	0.655763	0.002265	0.613862	0.660536	
4640000	-511.873441	1	1076	0.258753	0.441461	0.441461	0.258753	0	0.245311	0.258886	0.241227	0.254577	0.720483	0.477139	0.639700	0.183249	
4641000	-511.665844	1	508	0.286387	0.527842	0.527842	0.286387	0	0.248258	0.250521	0.249473	0.251748	0.141031	0.210127	0.097136	0.235161	
4642000	-511.934689	1	2622	0.296077	0.542972	0.542972	0.296077	0	0.248612	0.250489	0.249507	0.251391	0.657295	0.476910	0.277972	0.608764	
4643000	-511.755712	1	147	0.284199	0.492879	0.492879	0.284199	0	0.247618	0.253652	0.246363	0.252367	0.140020	0.571985	0.998983	0.260535	
4644000	-511.840974	1	3468	0.285795	0.549766	0.549766	0.285795	0	0.248538	0.249125	0.250873	0.251464	0.473543	0.787156	0.189632	0.911299	
4645000	-513.626928	1	3751	0.271294	0.461254	0.461254	0.271294	1	0.246477	0.256820	0.243248	0.253455	0.933830	0.922421	0.891249	0.696635	
4646000	-511.385924	1	3396	0.247404	0.475079	0.475079	0.247404	0	0.245918	0.249002	0.250966	0.254114	0.674809	0.201741	0.085807	0.040761	
4647000	-511.620568	1	2355	0.235332	0.460792	0.460792	0.235332	0	0.244743	0.247397	0.252560	0.255299	0.693761	0.863363	0.456454	0.360268	
4648000	-511.925324	1	1286	0.292253	0.505097	0.505097	0.292253	0	0.248015	0.253142	0.246870	0.251973	0.220216	0.239865	0.393081	0.035129	
4649000	-512.389799	1	2102	0.307333	0.525610	0.525610	0.307333	0	0.248563	0.252540	0.247469	0.251428	0.654364	0.194667	0.817482	0.387290	
4650000	-513.740514	1	3098	0.241123	0.430661	0.430661	0.241123	1	0.243870	0.256912	0.243108	0.256109	0.992085	0.053777	0.522034	0.397684	
4651000	-512.344199	1	1706	0.284497	0.576227	0.576227	0.284497	0	0.248810	0.247959	0.252047	0.251184	0.772530	0.795220	0.862709	0.470351	
4652000	-511.957277	1	463	0.253513	0.433009	0.433009	0.253513	0	0.244709	0.259973	0.240169	0.255150	0.291710	0.660803	0.659627	0.889203	
4653000	-513.773432	1	1504	0.244973	0.382108	0.382108	0.244973	0	0.241147	0.279652	0.221886	0.257315	0.443107	0.086863	0.582712	0.419631	
4654000	-514.785404	1	2288	0.208520	0.438402	0.438402	0.208520	1	0.241097	0.237848	0.262294	0.258760	0.456049	0.209524	0.158850	0.614409	
4655000	-511.601797	1	1931	0.281023	0.530303	0.530303	0.281023	0	0.248193	0.249716	0.250277	0.251814	0.391682	0.768745	0.227198	0.134549	
4656000	-512.493839	1	3259	0.272485	0.573085	0.573085	0.272485	0	0.248599	0.246651	0.253367	0.251382	0.409764	0.622296	0.240229	0.089204	
4657000	-511.844695	1	2482	0.279209	0.550264	0.550264	0.279209	0	0.248435	0.248343	0.251658	0.251564	0.444600	0.089054	0.592763	0.887328	
4658000	-512.376296	1	2682	0.219451	0.464363	0.464363	0.219451	0	0.243618	0.239485	0.260660	0.256237	0.155951	0.715340	0.354150	0.601663	
4659000	-512.055932	1	1531	0.289826	0.488581	0.488581	0.289826	0	0.247663	0.254845	0.245191	0.252301	0.043633	0.242397	0.540631	0.192903	
4660000	-511.977774	1	1262	0.226741	0.433610	0.433610	0.226741	0	0.242904	0.250026	0.249872	0.257198	0.637396	0.453066	0.085804	0.072680	
4661000	-512.121430	1	377	0.290830	0.487647	0.487647	0.290830	0	0.247667	0.255075	0.244965	0.252292	0.641785	0.592571	0.187979	0.258075	
4662000	-511.528808	1	1093	0.248093	0.450560	0.450560	0.248093	0	0.245122	0.253863	0.246120	0.254895	0.073855	0.848242	0.202843	0.391743	
4663000	-511.478149	1	498	0.266866	0.519774	0.519774	0.266866	0	0.247698	0.248402	0.251593	0.252307	0.696782	0.406528	0.290619	0.814441	
4664000	-512.555479	1	2525	0.286227	0.460378	0.460378	0.286227	0	0.246921	0.259065	0.241078	0.252935	0.490684	0.381345	0.127556	0.281523	
4665000	-512.097457	1	1310	0.283695	0.564936	0.564936	0.283695	0	0.248681	0.248246	0.251757	0.251316	0.093860	0.559296	0.646656	0.156234	
4666000	-511.617218	1	343	0.284392	0.512117	0.512117	0.284392	0	0.247974	0.251591	0.248406	0.252030	0.115660	0.830608	0.417867	0.819721	
4667000	-511.558025	1	3153	0.242343	0.448796	0.448796	0.242343	0	0.244727	0.252458	0.247498	0.255317	0.314937	0.721952	0.070704	0.794569	
4668000	-511.938628	1	3376	0.293067	0.506952	0.506952	0.293067	0	0.248062	0.253031	0.246980	0.251927	0.572992	0.604467	0.761679	0.409358	
4669000	-512.194275	1	1989	0.270369	0.445238	0.445238	0.270369	0	0.245937	0.260220	0.239953	0.253889	0.789007	0.355184	0.396304	0.549656	
4670000	-511.348605	1	1751	0.257900	0.474632	0.474632	0.257900	0	0.246366	0.251778	0.248202	0.253654	0.374164	0.503215	0.279079	0.716286	
4671000	-511.385707	1	1943	0.248537	0.467401	0.467401	0.248537	0	0.245731	0.250596	0.249368	0.254305	0.605300	0.213698	0.586777	0.588568	
4672000	-511.398433	1	3432	0.256243	0.466472	0.466472	0.256243	0	0.246056	0.252782	0.247202	0.253960	0.756028	0.622113	0.100904	0.487234	
4673000	-514.586767	1	3987	0.212109	0.424725	0.424725	0.212109	1	0.240833	0.244197	0.255699	0.259271	0.160404	0.557227	0.794809	0.923599	
4674000	-511.782740	1	615	0.283510	0.488863	0.488863	0.283510	0	0.247520	0.254084	0.245937	0.252459	0.662779	0.063242	0.268436	0.716911	
4675000	-511.577924	1	1420	0.279574	0.528895	0.528895	0.279574	0	0.248143	0.249631	0.250363	0.251864	0.689729	0.441922	0.280876	0.376527	
4676000	-511.799768	1	1818	0.259514	0.532254	0.532254	0.259514	0	0.247728	0.246211	0.253808	0.252254	0.080587	0.093050	0.304178	0.110125	
4677000	-511.338140	1	368	0.265614	0.494262	0.494262	0.265614	0	0.247140	0.250654	0.249331	0.252876	0.441220	0.481251	0.855776	0.554824	
4678000	-511.421966	1	1946	0.272557	0.512057	0.512057	0.272557	0	0.247701	0.249982	0.250007	0.252309	0.930547	0.675556	0.577899	0.061064	
4679000	-511.916226	1	3268	0.255142	0.531568	0.531568	0.255142	0	0.247590	0.245357	0.254674	0.252378	0.490695	0.476996	0.125908	0.769175	
4680000	-511.346589	1	159	0.251654	0.481891	0.481891	0.251654	0	0.246312	0.249164	0.250810	0.253714	0.851996	0.604582	0.065449	0.862332	
4681000	-511.321023	1	258	0.260417	0.492497	0.492497	0.260417	0	0.246928	0.249835	0.250146	0.253091	0.715040	0.177905	0.236928	0.701891	
4682000	-511.453329	1	655	0.256075	0.461172	0.461172	0.256075	0	0.245881	0.253743	0.246251	0.254125	0.073526	0.181246	0.726263	0.598985	
4683000	-511.464250	1	3333	0.250237	0.497137	0.497137	0.250237	0	0.246661	0.246924	0.253073	0.253343	0.273071	0.170004	0.461402	0.316568	
4684000	-512.026893	1	3547	0.231159	0.423660	0.423660	0.231159	0	0.242782	0.255199	0.244751	0.257268	0.297876	0.197685	0.618375	0.054330	
4685000	-513.229662	1	2232	0.275065	0.491765	0.491765	0.275065	1	0.247360	0.252553	0.247446	0.252641	0.785226	0.667277	0.878931	0.289674	
4686000	-512.151194	1	2724	0.252956	0.537600	0.537600	0.252956	0	0.247637	0.244574	0.255474	0.252314	0.700964	0.925955	0.068637	0.605560	
4687000	-512.824437	1	1109	0.223728	0.395676	0.395676	0.223728	0	0.240373	0.263215	0.236948	0.259465	0.488292	0.825061	0.225085	0.801554	
4688000	-511.933028	1	681	0.296656	0.537688	0.537688	0.296656	0	0.248558	0.250862	0.249136	0.251445	0.601710	0.988055	0.837932	0.051127	
4689000	-511.572827	1	906	0.251204	0.507513	0.507513	0.251204	0	0.246951	0.246160	0.253851	0.253038	0.655224	0.771073	0.439447	0.104601	
4690000	-512.076874	1	2973	0.224087	0.431743	0.431743	0.224087	0	0.242565	0.249229	0.250660	0.257546	0.536522	0.200310	0.416757	0.679475	
4691000	-511.677428	1	2744	0.253049	0.444512	0.444512	0.253049	0	0.245151	0.256698	0.243345	0.254806	0.628228	0.267005	0.669665	0.121815	
4692000	-512.026893	1	3547	0.231159	0.423660	0.423660	0.231159	0	0.242782	0.255199	0.244751	0.257268	0.221988	0.137238	0.658756	0.936795	
4693000	-514.545422	1	2498	0.280481	0.596904	0.596904	0.280481	1	0.248952	0.247084	0.252931	0.251033	0.298326	0.406701	0.379941	0.638458	
4694000	-512.005577	1	955	0.294419	0.556213	0.556213	0.294419	0	0.248737	0.249654	0.250343	0.251266	0.085444	0.955460	0.592608	0.171291	
4695000	-511.696654	1	583	0.282274	0.492126	0.492126	0.282274	0	0.247556	0.253507	0.246505	0.252431	0.031576	0.396920	0.517128	0.926914	
4696000	-511.406330	1	509	0.257346	0.503777	0.503777	0.257346	0	0.247085	0.247943	0.252049	0.252923	0.563370	0.923439	0.707503	0.649404	
4697000	-511.448559	1	2920	0.243507	0.473790	0.473790	0.243507	0	0.245680	0.248026	0.251944	0.254350	0.204074	0.037847	0.427329	0.154085	
4698000	-513.260249	1	3089	0.266599	0.528833	0.528833	0.266599	1	0.247851	0.247712	0.252289	0.252148	0.326797	0.530073	0.289568	0.271055	
4699000	-511.624856	1	3932	0.277599	0.534809	0.534809	0.277599	0	0.248192	0.248982	0.251014	0.251813	0.961060	0.389756	0.345897	0.847592	
4700000	-513.325372	1	2673	0.278490	0.491122	0.491122	0.278490	1	0.247438	0.253132	0.246875	0.252556	0.070336	0.798261	0.468731	0.898298	
4701000	-511.411009	1	2732	0.260575	0.508241	0.508241	0.260575	0	0.247289	0.248199	0.251793	0.252719	0.681315	0.185521	0.914282	0.030623	
4702000	-513.110916	1	1537	0.254177	0.477379	0.477379	0.254177	1	0.246290	0.250464	0.249508	0.253737	0.831272	0.054468	0.734606	0.791342	
4703000	-511.431500	1	75	0.245775	0.461758	0.461758	0.245775	0	0.245401	0.250816	0.249143	0.254641	0.713293	0.547671	0.518606	0.697551	
4704000	-512.706828	1	1064	0.225785	0.501583	0.501583	0.225785	0	0.245505	0.238274	0.261968	0.254253	0.768358	0.248772	0.741427	0.098842	
4705000	-511.539717	1	912	0.265065	0.523401	0.523401	0.265065	0	0.247717	0.247816	0.252183	0.252284	0.054338	0.451054	0.604932	0.272650	
4706000	-512.606454	1	621	0.256070	0.416049	0.416049	0.256070	0	0.244052	0.266311	0.234141	0.255496	0.768299	0.318478	0.889457	0.487217	
4707000	-512.083070	1	1557	0.301461	0.542326	0.542326	0.301461	0	0.248679	0.250970	0.249028	0.251322	0.777939	0.969493	0.971359	0.142211	
4708000	-511.360877	1	65	0.254881	0.470329	0.470329	0.254881	0	0.246115	0.251772	0.248204	0.253909	0.123561	0.465597	0.937887	0.593997	
4709000	-511.354318	1	2456	0.253076	0.471067	0.471067	0.253076	0	0.246058	0.251194	0.248778	0.253970	0.782128	0.393902	0.131753	0.890321	
4710000	-511.768237	1	578	0.238334	0.491617	0.491617	0.238334	0	0.245954	0.243982	0.256058	0.254006	0.792013	0.544324	0.794115	0.333578	
4711000	-511.364487	1	2687	0.268219	0.503350	0.503350	0.268219	0	0.247415	0.250114	0.249873	0.252598	0.210336	0.898960	0.932921	0.396026	
4712000	-511.743792	1	1272	0.241265	0.435792	0.435792	0.241265	0	0.244115	0.255444	0.244546	0.255895	0.959268	0.713865	0.429697	0.674933	
4713000	-511.512344	1	270	0.262228	0.463933	0.463933	0.262228	0	0.246224	0.254595	0.245418	0.253762	0.552999	0.210743	0.008162	0.165499	
4714000	-511.629179	1	293	0.280142	0.491934	0.491934	0.280142	0	0.247499	0.253253	0.246756	0.252492	0.354863	0.697958	0.230031	0.879370	
4715000	-511.511837	1	2925	0.270267	0.477649	0.477649	0.270267	0	0.246890	0.253759	0.246250	0.253101	0.821727	0.107474	0.171915	0.523439	
4716000	-511.534313	1	3114	0.239854	0.473723	0.473723	0.239854	0	0.245478	0.246837	0.253142	0.254543	0.985372	0.267014	0.663277	0.121172	
4717000	-514.848886	1	1216	0.243264	0.399201	0.399201	0.243264	1	0.242281	0.269872	0.230783	0.257065	0.652223	0.085497	0.174233	0.015659	
4718000	-512.058415	1	1857	0.229619	0.423126	0.423126	0.229619	0	0.242623	0.254678	0.245257	0.257442	0.521999	0.001420	0.482528	0.274768	
4719000	-511.511657	1	2333	0.241167	0.456017	0.456017	0.241167	0	0.244933	0.250468	0.249481	0.255118	0.471540	0.650902	0.441175	0.965597	
4720000	-511.657918	1	2217	0.239002	0.442219	0.442219	0.239002	0	0.244246	0.252895	0.247055	0.255804	0.966783	0.075150	0.378244	0.886115	
4721000	-513.149542	1	741	0.266772	0.483355	0.483355	0.266772	1	0.246917	0.252291	0.247701	0.253091	0.877326	0.955856	0.261747	0.035514	
4722000	-512.108654	1	1019	0.222899	0.457950	0.457950	0.222899	0	0.243666	0.242402	0.257634	0.256298	0.774266	0.152518	0.581106	0.416226	
4723000	-512.612895	1	2521	0.231620	0.512828	0.512828	0.231620	0	0.246197	0.239812	0.260372	0.253619	0.078179	0.933273	0.754309	0.776814	
4724000	-512.610059	1	3101	0.212728	0.428052	0.428052	0.212728	0	0.241102	0.243590	0.256332	0.258977	0.334693	0.192041	0.416435	0.702932	
4725000	-512.012695	1	417	0.299332	0.535626	0.535626	0.299332	0	0.248572	0.251221	0.248778	0.251429	0.532880	0.978907	0.462051	0.407092	
4726000	-511.596904	1	2748	0.236904	0.453109	0.453109	0.236904	0	0.244552	0.249547	0.250393	0.255508	0.826610	0.850725	0.626292	0.538265	
4727000	-511.913627	1	2954	0.251778	0.433159	0.433159	0.251778	0	0.244623	0.259467	0.240654	0.255257	0.036455	0.331119	0.468790	0.736763	
4728000	-514.401435	1	3365	0.286320	0.459390	0.459390	0.286320	1	0.246896	0.259275	0.240876	0.252953	0.416156	0.910271	0.367949	0.379326	
4729000	-511.574704	1	3659	0.240073	0.449111	0.449111	0.240073	0	0.244599	0.251600	0.248346	0.255455	0.311680	0.391320	0.430764	0.811277	
4730000	-512.709106	1	2303	0.249007	0.407131	0.407131	0.249007	0	0.243154	0.268040	0.232505	0.256301	0.516984	0.726447	0.051088	0.912718	
4731000	-511.398433	1	3432	0.256243	0.466472	0.466472	0.256243	0	0.246056	0.252782	0.247202	0.253960	0.961457	0.554327	0.430564	0.394419	
4732000	-511.343785	1	3256	0.265365	0.500098	0.500098	0.265365	0	0.247262	0.249945	0.250040	0.252753	0.199493	0.594593	0.188994	0.295514	
4733000	-511.602955	1	1157	0.276295	0.483803	0.483803	0.276295	0	0.247219	0.253803	0.246211	0.252768	0.755071	0.893768	0.550029	0.226527	
4734000	-511.887782	1	848	0.228713	0.466302	0.466302	0.228713	0	0.244483	0.243688	0.256331	0.255498	0.024114	0.670597	0.312811	0.585356	
4735000	-512.933519	1	882	0.274237	0.430442	0.430442	0.274237	0	0.245540	0.264903	0.235494	0.254064	0.036697	0.073889	0.789634	0.844506	
4736000	-513.934405	1	2598	0.237230	0.422558	0.422558	0.237230	1	0.243200	0.258111	0.241928	0.256761	0.038469	0.259524	0.865764	0.512313	
4737000	-511.577305	1	3817	0.280313	0.527880	0.527880	0.280313	0	0.248142	0.249797	0.250196	0.251865	0.456678	0.276036	0.466208	0.345434	
4738000	-511.943045	1	1402	0.229468	0.430732	0.430732	0.229468	0	0.243000	0.252169	0.247741	0.257090	0.452630	0.084535	0.909010	0.646728	
4739000	-511.429301	1	218	0.259298	0.466639	0.466639	0.259298	0	0.246189	0.253459	0.246536	0.253816	0.864540	0.013373	0.027124	0.341850	
4740000	-511.356401	1	1321	0.261708	0.478389	0.478389	0.261708	0	0.246615	0.252024	0.247961	0.253399	0.113714	0.454993	0.070014	0.123227	
4741000	-513.268748	1	3797	0.279291	0.498697	0.498697	0.279291	1	0.247612	0.252328	0.247671	0.252388	0.016509	0.786893	0.084040	0.359278	
4742000	-511.976383	1	2505	0.230410	0.481088	0.481088	0.230410	0	0.245140	0.242263	0.257812	0.254785	0.934840	0.513745	0.449283	0.991834	
4743000	-511.495098	1	1339	0.247347	0.493626	0.493626	0.247347	0	0.246447	0.246530	0.253468	0.253554	0.458180	0.254034	0.638955	0.333088	
4744000	-511.654608	1	1691	0.276481	0.480341	0.480341	0.276481	0	0.247144	0.254336	0.245685	0.252835	0.288536	0.916955	0.487966	0.526052	
4745000	-511.582598	1	2460	0.237022	0.456395	0.456395	0.237022	0	0.244687	0.248904	0.251042	0.255367	0.516692	0.821172	0.161684	0.728434	
4746000	-511.416311	1	2296	0.267242	0.480768	0.480768	0.267242	0	0.246870	0.252750	0.247245	0.253135	0.012448	0.103248	0.058160	0.612193	
4747000	-511.939973	1	3079	0.296913	0.530247	0.530247	0.296913	0	0.248468	0.251387	0.248613	0.251533	0.804460	0.007649	0.396757	0.616229	
4748000	-512.607490	1	1770	0.314049	0.538705	0.538705	0.314049	0	0.248798	0.252040	0.247966	0.251196	0.082159	0.544601	0.982680	0.479671	
4749000	-514.121187	1	3393	0.232410	0.507057	0.507057	0.232410	1	0.246077	0.240492	0.259662	0.253769	0.704753	0.603344	0.463137	0.224253	
4750000	-511.554107	1	2409	0.239165	0.473840	0.473840	0.239165	0	0.245443	0.246582	0.253399	0.254576	0.123192	0.330737	0.700189	0.572532	
4751000	-512.381263	1	3341	0.236011	0.514653	0.514653	0.236011	0	0.246475	0.241230	0.258902	0.253393	0.497699	0.102256	0.586271	0.353224	
4752000	-515.133192	1	3392	0.278074	0.428916	0.428916	0.278074	1	0.245625	0.265904	0.234553	0.253918	0.819092	0.106083	0.936736	0.992564	
4753000	-511.437649	1	3047	0.268500	0.516339	0.516339	0.268500	0	0.247677	0.248955	0.251036	0.252331	0.519029	0.992040	0.319410	0.576397	
4754000	-511.587477	1	479	0.283322	0.514102	0.514102	0.283322	0	0.247984	0.251280	0.248715	0.252021	0.600628	0.700368	0.350095	0.048412	
4755000	-511.334766	1	1543	0.257976	0.494193	0.494193	0.257976	0	0.246883	0.249108	0.250874	0.253135	0.369591	0.553003	0.488310	0.772670	
4756000	-512.551696	1	2510	0.259167	0.559760	0.559760	0.259167	0	0.248167	0.244971	0.255073	0.251789	0.560386	0.683457	0.944952	0.948927	
4757000	-511.337359	1	2692	0.252466	0.478903	0.478903	0.252466	0	0.246262	0.249803	0.250169	0.253766	0.161474	0.367562	0.164846	0.490028	
