Iteration	Lh	Tree No	Model No	alpha1	beta1	alpha2	beta2	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	alpha1 - Mean	beta1 - Mean	alpha2 - Mean	beta2 - Mean	
2291000	-511.632877	1	2246	0.285299	0.515116	0.515116	0.285299	0	0.248042	0.251424	0.248572	0.251962	0.741740	0.688965	0.212732	0.584613	
2292000	-511.511837	1	2925	0.270267	0.477649	0.477649	0.270267	0	0.246890	0.253759	0.246250	0.253101	0.245100	0.572758	0.077100	0.334668	
2293000	-511.318127	1	1815	0.257325	0.486599	0.486599	0.257325	0	0.246668	0.249904	0.250074	0.253354	0.607581	0.506673	0.884649	0.803304	
2294000	-511.677428	1	2744	0.253049	0.444512	0.444512	0.253049	0	0.245151	0.256698	0.243345	0.254806	0.087849	0.850954	0.825969	0.211466	
2295000	-513.172366	1	589	0.277676	0.511388	0.511388	0.277676	1	0.247811	0.250796	0.249195	0.252197	0.989951	0.140743	0.265715	0.060284	
2296000	-512.290086	1	2771	0.302072	0.570241	0.570241	0.302072	0	0.248965	0.249679	0.250319	0.251037	0.631711	0.726895	0.408816	0.268432	
2297000	-512.515881	1	3302	0.279203	0.449132	0.449132	0.279203	0	0.246380	0.260621	0.239575	0.253424	0.120159	0.942193	0.460820	0.270794	
2298000	-511.355540	1	2184	0.250800	0.472634	0.472634	0.250800	0	0.246003	0.250337	0.249631	0.254029	0.666984	0.767973	0.615988	0.029043	
2299000	-511.360840	1	1125	0.261824	0.503100	0.503100	0.261824	0	0.247218	0.248948	0.251039	0.252796	0.568959	0.626811	0.598346	0.146481	
2300000	-512.196875	1	735	0.228933	0.416643	0.416643	0.228933	0	0.242209	0.256670	0.243298	0.257824	0.638937	0.681057	0.912655	0.381705	
2301000	-512.376462	1	264	0.305316	0.572432	0.572432	0.305316	0	0.249018	0.249823	0.250175	0.250984	0.518153	0.529994	0.563083	0.348278	
2302000	-511.404844	1	466	0.251192	0.463001	0.463001	0.251192	0	0.245716	0.252139	0.247834	0.254311	0.636576	0.790498	0.555918	0.072131	
2303000	-512.400146	1	702	0.245620	0.534184	0.534184	0.245620	0	0.247332	0.242989	0.257097	0.252582	0.756179	0.311178	0.404392	0.372420	
2304000	-513.217982	1	2370	0.280564	0.522694	0.522694	0.280564	1	0.248065	0.250217	0.249776	0.251942	0.753462	0.974551	0.778898	0.920250	
2305000	-513.660391	1	2808	0.233728	0.486395	0.486395	0.233728	1	0.245528	0.242926	0.257135	0.254410	0.246502	0.410081	0.015218	0.277275	
2306000	-512.220339	1	2926	0.239540	0.415176	0.415176	0.239540	0	0.242977	0.261675	0.238497	0.256851	0.383469	0.659245	0.369828	0.423512	
2307000	-513.114403	1	2285	0.252403	0.488180	0.488180	0.252403	1	0.246515	0.248521	0.251459	0.253505	0.443291	0.494634	0.608258	0.574662	
2308000	-511.524860	1	449	0.278770	0.500539	0.500539	0.278770	0	0.247637	0.252048	0.247949	0.252366	0.613225	0.647658	0.824756	0.742621	
2309000	-511.851256	1	2155	0.271781	0.546862	0.546862	0.271781	0	0.248250	0.247512	0.252494	0.251743	0.106473	0.348563	0.900807	0.009471	
2310000	-511.511837	1	2925	0.270267	0.477649	0.477649	0.270267	0	0.246890	0.253759	0.246250	0.253101	0.741078	0.519921	0.438602	0.430235	
2311000	-511.590162	1	2198	0.248138	0.446313	0.446313	0.248138	0	0.244963	0.254881	0.245116	0.255040	0.496258	0.448087	0.833834	0.588170	
2312000	-513.164119	1	1909	0.260455	0.473477	0.473477	0.260455	1	0.246432	0.252535	0.247453	0.253581	0.757866	0.865204	0.440541	0.998179	
2313000	-512.026893	1	3547	0.231159	0.423660	0.423660	0.231159	0	0.242782	0.255199	0.244751	0.257268	0.330805	0.481482	0.620959	0.580517	
2314000	-511.414534	1	1452	0.247349	0.462869	0.462869	0.247349	0	0.245521	0.251078	0.248884	0.254517	0.683185	0.090172	0.756467	0.697366	
2315000	-511.581915	1	873	0.274105	0.531215	0.531215	0.274105	0	0.248065	0.248729	0.251267	0.251939	0.553666	0.528910	0.774855	0.616909	
2316000	-511.957277	1	463	0.253513	0.433009	0.433009	0.253513	0	0.244709	0.259973	0.240169	0.255150	0.656821	0.502962	0.148304	0.201730	
2317000	-511.786940	1	3500	0.243541	0.505214	0.505214	0.243541	0	0.246583	0.244295	0.255747	0.253375	0.254262	0.903584	0.033300	0.212608	
2318000	-511.919669	1	1992	0.232505	0.428805	0.428805	0.232505	0	0.243155	0.254118	0.245822	0.256906	0.827112	0.650953	0.183791	0.479490	
2319000	-513.247553	1	2005	0.243649	0.479200	0.479200	0.243649	1	0.245856	0.247266	0.252714	0.254164	0.089393	0.497184	0.421032	0.503057	
2320000	-511.913289	1	983	0.231365	0.480005	0.480005	0.231365	0	0.245167	0.242790	0.257268	0.254774	0.621339	0.289729	0.368572	0.441007	
2321000	-512.804300	1	3527	0.213866	0.406042	0.406042	0.213866	0	0.239928	0.252338	0.247467	0.260267	0.075351	0.231159	0.909722	0.824415	
2322000	-511.809927	1	3525	0.258901	0.531954	0.531954	0.258901	0	0.247705	0.246108	0.253912	0.252275	0.360758	0.993982	0.924762	0.671181	
2323000	-513.078532	1	1125	0.261824	0.503100	0.503100	0.261824	1	0.247216	0.248949	0.251037	0.252797	0.778188	0.959001	0.393368	0.527112	
2324000	-513.818629	1	708	0.273085	0.456536	0.456536	0.273085	1	0.246399	0.258078	0.242026	0.253497	0.600988	0.104584	0.956653	0.074403	
2325000	-512.652264	1	801	0.211962	0.438291	0.438291	0.211962	0	0.241555	0.240264	0.259785	0.258397	0.413854	0.646127	0.487063	0.051058	
2326000	-512.256910	1	3735	0.236518	0.413152	0.413152	0.236518	0	0.242639	0.261311	0.238836	0.257215	0.570435	0.161908	0.804121	0.529838	
2327000	-511.329010	1	2816	0.254834	0.477902	0.477902	0.254834	0	0.246334	0.250545	0.249428	0.253692	0.013060	0.304151	0.327545	0.527593	
2328000	-512.056360	1	352	0.233939	0.421001	0.421001	0.233939	0	0.242868	0.257323	0.242683	0.257126	0.218660	0.919487	0.648924	0.586566	
2329000	-511.581566	1	1559	0.283107	0.515411	0.515411	0.283107	0	0.248001	0.251137	0.248857	0.252004	0.097213	0.773390	0.922743	0.270747	
2330000	-511.605090	1	1773	0.242317	0.444774	0.444774	0.242317	0	0.244564	0.253418	0.246546	0.255472	0.797402	0.729465	0.070242	0.623881	
2331000	-512.172166	1	2875	0.304074	0.546022	0.546022	0.304074	0	0.248754	0.250951	0.249048	0.251247	0.092526	0.646504	0.537251	0.664179	
2332000	-511.426171	1	1747	0.266411	0.514345	0.514345	0.266411	0	0.247584	0.248763	0.251228	0.252425	0.237300	0.323785	0.914210	0.393513	
2333000	-511.587477	1	479	0.283322	0.514102	0.514102	0.283322	0	0.247984	0.251280	0.248715	0.252021	0.949268	0.679182	0.601990	0.243185	
2334000	-511.568990	1	263	0.239971	0.449911	0.449911	0.239971	0	0.244624	0.251381	0.248565	0.255430	0.489563	0.116998	0.591398	0.778646	
2335000	-511.483643	1	720	0.276084	0.519064	0.519064	0.276084	0	0.247910	0.249902	0.250089	0.252099	0.060550	0.715740	0.562849	0.142822	
2336000	-511.847520	1	3362	0.229195	0.463678	0.463678	0.229195	0	0.244418	0.244346	0.255656	0.255580	0.646580	0.201749	0.249920	0.999220	
2337000	-512.392906	1	2088	0.237743	0.409036	0.409036	0.237743	0	0.242493	0.263468	0.236779	0.257260	0.327170	0.577475	0.062080	0.411842	
2338000	-511.755712	1	147	0.284199	0.492879	0.492879	0.284199	0	0.247618	0.253652	0.246363	0.252367	0.590851	0.876736	0.964725	0.218406	
2339000	-511.344529	1	3216	0.266549	0.496821	0.496821	0.266549	0	0.247226	0.250527	0.249458	0.252789	0.716266	0.136132	0.713196	0.857129	
2340000	-512.084604	1	1118	0.271119	0.450126	0.450126	0.271119	0	0.246129	0.259174	0.240963	0.253734	0.214593	0.940167	0.682748	0.914665	
2341000	-511.869633	1	2411	0.277957	0.470975	0.470975	0.277957	0	0.246958	0.256054	0.244001	0.252988	0.874245	0.985322	0.559961	0.635416	
2342000	-511.412150	1	3543	0.247870	0.484918	0.484918	0.247870	0	0.246230	0.247732	0.252249	0.253788	0.526576	0.172200	0.127490	0.158081	
2343000	-511.513700	1	1546	0.252060	0.453466	0.453466	0.252060	0	0.245432	0.254325	0.245671	0.254572	0.846860	0.774166	0.872394	0.096678	
2344000	-512.062853	1	3469	0.291543	0.492848	0.492848	0.291543	0	0.247783	0.254473	0.245557	0.252187	0.122570	0.388373	0.278504	0.658062	
2345000	-511.573368	1	3336	0.239645	0.449856	0.449856	0.239645	0	0.244601	0.251277	0.248668	0.255454	0.011816	0.265183	0.436919	0.332480	
2346000	-511.440725	1	1901	0.245989	0.483422	0.483422	0.245989	0	0.246099	0.247391	0.252592	0.253918	0.300528	0.709357	0.537375	0.474705	
2347000	-512.613354	1	3520	0.264255	0.568069	0.568069	0.264255	0	0.248390	0.245598	0.254436	0.251576	0.890905	0.140854	0.407126	0.766753	
2348000	-511.400118	1	3507	0.257192	0.467171	0.467171	0.257192	0	0.246118	0.252881	0.247106	0.253896	0.118886	0.690040	0.346902	0.975277	
2349000	-511.461011	1	2823	0.276493	0.506048	0.506048	0.276493	0	0.247687	0.251146	0.248846	0.252322	0.371377	0.647846	0.697761	0.910248	
2350000	-512.128097	1	1854	0.221826	0.436648	0.436648	0.221826	0	0.242588	0.246648	0.253263	0.257501	0.561888	0.223310	0.993669	0.874981	
2351000	-511.707799	1	2939	0.243440	0.500451	0.500451	0.243440	0	0.246454	0.244699	0.255332	0.253515	0.440648	0.327388	0.788069	0.010075	
2352000	-511.579602	1	1948	0.268146	0.468685	0.468685	0.268146	0	0.246581	0.254875	0.245149	0.253395	0.263176	0.796419	0.868208	0.238867	
2353000	-512.076874	1	2973	0.224087	0.431743	0.431743	0.224087	0	0.242565	0.249229	0.250660	0.257546	0.749176	0.338660	0.838465	0.943647	
2354000	-514.282422	1	4	0.262277	0.428662	0.428662	0.262277	1	0.244954	0.263348	0.236952	0.254746	0.389066	0.800176	0.842876	0.833120	
2355000	-511.581508	1	2283	0.257246	0.453570	0.453570	0.257246	0	0.245680	0.255609	0.244417	0.254294	0.768018	0.850040	0.773101	0.112321	
2356000	-511.325791	1	71	0.260818	0.494713	0.494713	0.260818	0	0.246994	0.249656	0.250326	0.253024	0.718907	0.479394	0.679583	0.580434	
2357000	-512.008964	1	2566	0.267284	0.447186	0.447186	0.267284	0	0.245884	0.259196	0.240938	0.253982	0.369819	0.416644	0.039860	0.961837	
2358000	-511.402774	1	3941	0.270168	0.490277	0.490277	0.270168	0	0.247189	0.251956	0.248035	0.252819	0.612185	0.589636	0.923924	0.688623	
2359000	-511.752386	1	534	0.246154	0.436464	0.436464	0.246154	0	0.244447	0.256869	0.243163	0.255520	0.164382	0.582213	0.450152	0.514402	
2360000	-513.141335	1	3559	0.274579	0.516745	0.516745	0.274579	1	0.247834	0.249879	0.250112	0.252176	0.295057	0.038041	0.531580	0.758859	
2361000	-511.892051	1	3483	0.257703	0.534096	0.534096	0.257703	0	0.247711	0.245749	0.254277	0.252263	0.606797	0.402258	0.929650	0.140853	
2362000	-513.883756	1	3118	0.224160	0.443560	0.443560	0.224160	1	0.243142	0.246113	0.253821	0.256923	0.967360	0.010922	0.555876	0.705780	
2363000	-512.943108	1	339	0.270628	0.584955	0.584955	0.270628	0	0.248702	0.246143	0.253883	0.251272	0.826314	0.540786	0.871937	0.687825	
2364000	-511.953828	1	3097	0.251328	0.431273	0.431273	0.251328	0	0.244516	0.259911	0.240224	0.255349	0.625451	0.106406	0.883138	0.642161	
2365000	-512.329355	1	3772	0.298440	0.576172	0.576172	0.298440	0	0.248977	0.249200	0.250800	0.251023	0.622542	0.194684	0.946929	0.810121	
2366000	-511.972309	1	3989	0.237405	0.424356	0.424356	0.237405	0	0.243306	0.257565	0.242460	0.256669	0.988864	0.802798	0.493308	0.159822	
2367000	-511.614043	1	2899	0.284533	0.521367	0.521367	0.284533	0	0.248126	0.250805	0.249189	0.251880	0.754386	0.119336	0.113857	0.857032	
2368000	-511.349272	1	2710	0.251074	0.475073	0.475073	0.251074	0	0.246089	0.250021	0.249948	0.253942	0.134962	0.576059	0.780883	0.168570	
2369000	-511.471182	1	3662	0.261557	0.514846	0.514846	0.261557	0	0.247456	0.247819	0.252177	0.252548	0.302741	0.562865	0.176050	0.948855	
2370000	-513.854269	1	2298	0.235020	0.426205	0.426205	0.235020	1	0.243220	0.256006	0.243974	0.256800	0.481963	0.711414	0.299063	0.954216	
2371000	-511.654608	1	1691	0.276481	0.480341	0.480341	0.276481	0	0.247144	0.254336	0.245685	0.252835	0.354708	0.333605	0.672558	0.815289	
2372000	-511.381315	1	2769	0.263900	0.478544	0.478544	0.263900	0	0.246699	0.252446	0.247544	0.253311	0.215310	0.893079	0.873849	0.652190	
2373000	-513.269496	1	2230	0.282161	0.531461	0.531461	0.282161	1	0.248230	0.249779	0.250215	0.251776	0.141591	0.028475	0.001626	0.951359	
2374000	-511.587477	1	479	0.283322	0.514102	0.514102	0.283322	0	0.247984	0.251280	0.248715	0.252021	0.584821	0.248406	0.073915	0.229291	
2375000	-511.922450	1	165	0.227087	0.460821	0.460821	0.227087	0	0.244141	0.243904	0.256102	0.255853	0.216379	0.412335	0.950951	0.517524	
2376000	-511.524176	1	696	0.279781	0.518268	0.518268	0.279781	0	0.247978	0.250471	0.249521	0.252030	0.156894	0.137554	0.139663	0.185478	
2377000	-513.669824	1	3362	0.229195	0.463678	0.463678	0.229195	1	0.244417	0.244347	0.255655	0.255581	0.734778	0.568391	0.091967	0.750955	
2378000	-511.369846	1	3055	0.257047	0.470616	0.470616	0.257047	0	0.246215	0.252244	0.247737	0.253804	0.016559	0.747607	0.666553	0.490126	
2379000	-511.861879	1	3514	0.232568	0.432568	0.432568	0.232568	0	0.243343	0.253001	0.246927	0.256728	0.386182	0.233732	0.015920	0.259218	
2380000	-511.552224	1	3406	0.269393	0.527290	0.527290	0.269393	0	0.247894	0.248275	0.251722	0.252109	0.434495	0.931958	0.488890	0.246921	
2381000	-511.840884	1	3431	0.272070	0.461436	0.461436	0.272070	0	0.246511	0.256911	0.243160	0.253419	0.246267	0.495270	0.189027	0.908632	
2382000	-512.604163	1	2998	0.315535	0.557701	0.557701	0.315535	0	0.248995	0.251068	0.248933	0.251005	0.234396	0.042429	0.620969	0.988952	
2383000	-511.456140	1	38	0.245650	0.457976	0.457976	0.245650	0	0.245261	0.251524	0.248436	0.254780	0.392581	0.088977	0.678496	0.588191	
2384000	-513.544793	1	2020	0.293689	0.518170	0.518170	0.293689	1	0.248246	0.252042	0.247960	0.251752	0.698642	0.314865	0.105669	0.144001	
2385000	-511.680391	1	1177	0.279654	0.539109	0.539109	0.279654	0	0.248293	0.248987	0.251009	0.251710	0.158022	0.674161	0.631921	0.253839	
2386000	-511.556666	1	1834	0.242410	0.448885	0.448885	0.242410	0	0.244734	0.252460	0.247497	0.255309	0.228625	0.218888	0.385250	0.194138	
2387000	-512.498020	1	1514	0.298488	0.585315	0.585315	0.298488	0	0.249054	0.248927	0.251074	0.250945	0.864611	0.643503	0.887205	0.023496	
2388000	-511.453925	1	1971	0.276077	0.509410	0.509410	0.276077	0	0.247739	0.250755	0.249236	0.252270	0.911001	0.664741	0.673174	0.027866	
2389000	-511.546580	1	2810	0.281390	0.513769	0.513769	0.281390	0	0.247938	0.251070	0.248924	0.252069	0.356943	0.730271	0.677991	0.365289	
2390000	-511.435519	1	774	0.274458	0.500769	0.500769	0.274458	0	0.247532	0.251401	0.248591	0.252476	0.171259	0.466535	0.280728	0.500638	
2391000	-513.421237	1	2201	0.277166	0.481495	0.481495	0.277166	1	0.247189	0.254266	0.245755	0.252791	0.644233	0.138803	0.666244	0.122302	
2392000	-511.390682	1	2058	0.246969	0.471778	0.471778	0.246969	0	0.245793	0.249400	0.250565	0.254242	0.080034	0.282273	0.356620	0.339057	
2393000	-512.323399	1	2279	0.225950	0.412896	0.412896	0.225950	0	0.241715	0.256643	0.243308	0.258334	0.598610	0.486097	0.467097	0.051202	
2394000	-512.285250	1	21	0.289298	0.575181	0.575181	0.289298	0	0.248862	0.248458	0.251544	0.251136	0.599879	0.861042	0.632521	0.983977	
2395000	-511.365409	1	2866	0.249250	0.477421	0.477421	0.249250	0	0.246076	0.249167	0.250803	0.253954	0.825692	0.327459	0.672398	0.458050	
2396000	-512.043776	1	3129	0.233975	0.495612	0.495612	0.233975	0	0.245831	0.242035	0.258059	0.254075	0.466506	0.725990	0.456568	0.003775	
2397000	-514.581204	1	1505	0.230857	0.519830	0.519830	0.230857	1	0.246346	0.239140	0.261075	0.253439	0.704898	0.186156	0.005387	0.744497	
2398000	-513.556234	1	3358	0.236012	0.442879	0.442879	0.236012	1	0.244068	0.251595	0.248339	0.255998	0.940601	0.619985	0.213373	0.647798	
2399000	-513.930559	1	2960	0.274852	0.455311	0.455311	0.274852	1	0.246422	0.258615	0.241507	0.253456	0.347007	0.520808	0.080470	0.672047	
2400000	-511.940413	1	125	0.255451	0.533038	0.533038	0.255451	0	0.247627	0.245342	0.254690	0.252341	0.168005	0.388036	0.941407	0.752241	
2401000	-512.131909	1	1824	0.221733	0.451522	0.451522	0.221733	0	0.243278	0.243065	0.256941	0.256716	0.936653	0.392826	0.696188	0.806528	
2402000	-511.994206	1	3601	0.285823	0.481889	0.481889	0.285823	0	0.247429	0.255335	0.244709	0.252528	0.004442	0.260660	0.363563	0.682576	
2403000	-512.387133	1	4	0.262277	0.428662	0.428662	0.262277	0	0.244956	0.263346	0.236954	0.254744	0.807627	0.531540	0.478511	0.821872	
2404000	-512.177777	1	524	0.220463	0.445270	0.445270	0.220463	0	0.242867	0.243751	0.256225	0.257157	0.715115	0.724162	0.520400	0.507373	
2405000	-511.632877	1	2246	0.285299	0.515116	0.515116	0.285299	0	0.248042	0.251424	0.248572	0.251962	0.377192	0.833230	0.652074	0.634471	
2406000	-511.619374	1	2642	0.242885	0.493118	0.493118	0.242885	0	0.246228	0.245284	0.254733	0.253756	0.286340	0.364789	0.293151	0.497294	
2407000	-511.635769	1	3088	0.255897	0.449206	0.449206	0.255897	0	0.245465	0.256279	0.243759	0.254498	0.919589	0.586945	0.138385	0.884191	
2408000	-511.637603	1	3933	0.271928	0.471908	0.471908	0.271928	0	0.246795	0.254970	0.245058	0.253176	0.643292	0.902165	0.227885	0.148121	
2409000	-512.253791	1	3046	0.249837	0.420069	0.420069	0.249837	0	0.243904	0.263201	0.237069	0.255825	0.332445	0.591098	0.984691	0.813755	
2410000	-512.180207	1	1926	0.228465	0.417730	0.417730	0.228465	0	0.242228	0.256043	0.243909	0.257820	0.935444	0.670720	0.926149	0.509620	
2411000	-511.355373	1	1257	0.258212	0.473852	0.473852	0.258212	0	0.246356	0.251975	0.248006	0.253663	0.860193	0.476357	0.914564	0.079971	
2412000	-512.708156	1	747	0.230739	0.398346	0.398346	0.230739	0	0.241235	0.265380	0.234935	0.258450	0.667210	0.148929	0.143756	0.348864	
2413000	-513.332602	1	2668	0.258610	0.523889	0.523889	0.258610	1	0.247545	0.246556	0.253456	0.252443	0.769305	0.390393	0.238040	0.492630	
2414000	-513.138175	1	686	0.275099	0.510167	0.510167	0.275099	1	0.247728	0.250542	0.249448	0.252282	0.328950	0.281615	0.697912	0.113387	
2415000	-511.513213	1	1666	0.258778	0.514898	0.514898	0.258778	0	0.247372	0.247256	0.252746	0.252626	0.758005	0.235416	0.976314	0.119349	
2416000	-511.578011	1	3506	0.238086	0.472457	0.472457	0.238086	0	0.245333	0.246417	0.253565	0.254685	0.912715	0.773409	0.705469	0.422832	
2417000	-511.953073	1	222	0.227988	0.432742	0.432742	0.227988	0	0.242972	0.250879	0.249023	0.257127	0.849322	0.903417	0.763935	0.662609	
2418000	-511.338140	1	368	0.265614	0.494262	0.494262	0.265614	0	0.247140	0.250654	0.249331	0.252876	0.269026	0.023111	0.722666	0.194486	
2419000	-511.412222	1	1568	0.247360	0.463276	0.463276	0.247360	0	0.245535	0.251004	0.248958	0.254503	0.210000	0.515343	0.594856	0.338857	
2420000	-511.993345	1	1416	0.282776	0.559402	0.559402	0.282776	0	0.248605	0.248359	0.251642	0.251393	0.805125	0.308253	0.616798	0.644709	
2421000	-511.824203	1	1047	0.267328	0.454610	0.454610	0.267328	0	0.246132	0.257499	0.242583	0.253786	0.520182	0.993623	0.255066	0.791096	
2422000	-511.509685	1	99	0.274301	0.524238	0.524238	0.274301	0	0.247957	0.249244	0.250749	0.252051	0.480682	0.738401	0.460703	0.665795	
2423000	-511.447368	1	929	0.265302	0.473814	0.473814	0.265302	0	0.246622	0.253468	0.246533	0.253377	0.370533	0.606177	0.315763	0.440952	
2424000	-511.644279	1	2271	0.237249	0.445357	0.445357	0.237249	0	0.244260	0.251455	0.248482	0.255802	0.116405	0.613288	0.659859	0.007324	
2425000	-511.616997	1	1164	0.245310	0.498734	0.498734	0.245310	0	0.246493	0.245413	0.254604	0.253489	0.594550	0.824681	0.935706	0.319217	
2426000	-511.370606	1	2478	0.269210	0.495499	0.495499	0.269210	0	0.247277	0.251152	0.248836	0.252736	0.548970	0.378887	0.223464	0.091399	
2427000	-511.840561	1	2322	0.244697	0.431718	0.431718	0.244697	0	0.244150	0.257795	0.242258	0.255798	0.341797	0.177257	0.735704	0.993514	
2428000	-511.559562	1	1757	0.278999	0.496001	0.496001	0.278999	0	0.247553	0.252600	0.247402	0.252445	0.219621	0.437445	0.860008	0.014295	
2429000	-511.364487	1	2687	0.268219	0.503350	0.503350	0.268219	0	0.247415	0.250114	0.249873	0.252598	0.959509	0.289370	0.548802	0.585517	
2430000	-513.886154	1	3554	0.272825	0.566927	0.566927	0.272825	1	0.248531	0.246875	0.253140	0.251453	0.798014	0.455241	0.162132	0.840114	
2431000	-511.393180	1	1454	0.264922	0.509654	0.509654	0.264922	0	0.247449	0.248910	0.251080	0.252561	0.482250	0.604907	0.984156	0.951671	
2432000	-511.885330	1	2477	0.277356	0.551858	0.551858	0.277356	0	0.248423	0.248037	0.251965	0.251574	0.141329	0.208534	0.965965	0.774212	
2433000	-513.512337	1	1082	0.250479	0.443997	0.443997	0.250479	1	0.244997	0.256132	0.243893	0.254978	0.046322	0.340576	0.359956	0.915265	
2434000	-512.136363	1	760	0.244864	0.420407	0.420407	0.244864	0	0.243616	0.261573	0.238612	0.256200	0.603486	0.321857	0.495711	0.602440	
2435000	-511.494985	1	1812	0.247905	0.494915	0.494915	0.247905	0	0.246506	0.246542	0.253458	0.253495	0.297545	0.000154	0.417963	0.121944	
2436000	-513.376394	1	3716	0.254082	0.453202	0.453202	0.254082	1	0.245520	0.254913	0.245095	0.254472	0.936985	0.156524	0.694189	0.508516	
2437000	-511.601797	1	1931	0.281023	0.530303	0.530303	0.281023	0	0.248193	0.249716	0.250277	0.251814	0.520726	0.081919	0.657657	0.137640	
2438000	-511.742075	1	960	0.254562	0.442734	0.442734	0.254562	0	0.245159	0.257543	0.242524	0.254775	0.247608	0.921161	0.043323	0.287152	
2439000	-512.952739	1	1769	0.294288	0.463921	0.463921	0.294288	0	0.247227	0.259197	0.240955	0.252621	0.520543	0.277937	0.412596	0.852437	
