Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
2614000	-306.183590	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.682664	0.682664	0.682664	0.682664	1.931546	1.931546	0.000000	0.682664	0.424659	0.544936	0.030196	0.000209	1.470114	
2615000	-305.867688	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.548937	0.548937	0.548937	0.548937	2.438447	2.438447	0.000000	0.548937	0.449084	0.502285	0.048363	0.000269	0.994941	
2616000	-307.517687	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.796471	0.796471	0.796471	0.796471	2.077960	2.077960	0.000000	0.796471	0.405207	0.563932	0.030582	0.000279	1.258234	
2617000	-308.112381	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.688852	0.688852	0.688852	0.688852	1.586549	1.586549	0.000000	0.688852	0.424051	0.553673	0.022136	0.000139	1.295792	
2618000	-306.303150	1	2	0	'1 1 1 1 0 0 1 1 	D	0.441205	0.441205	0.441205	0.441205	1.781165	1.781165	0.441205	0.441205	0.259689	0.218076	0.423219	0.099017	1.899383	
2619000	-306.062284	1	2	0	'1 1 1 1 0 0 1 1 	D	0.434961	0.434961	0.434961	0.434961	2.045047	2.045047	0.434961	0.434961	0.242549	0.194465	0.465798	0.097188	1.986435	
2620000	-310.010576	1	2	0	'1 1 1 1 0 0 1 1 	D	0.382234	0.382234	0.382234	0.382234	1.342488	1.342488	0.382234	0.382234	0.287600	0.233409	0.389276	0.089714	0.314188	
2621000	-305.870002	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.654002	0.654002	0.654002	0.654002	1.950348	1.950348	0.000000	0.654002	0.430007	0.538177	0.031610	0.000206	1.330670	
2622000	-303.130959	1	3	0	'1 2 1 2 0 0 2 1 	D	0.815390	0.219691	0.815390	0.219691	2.016339	2.016339	0.219691	0.815390	0.167232	0.235307	0.398935	0.198525	1.728878	
2623000	-305.655207	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.660882	0.660882	0.660882	0.660882	2.144824	2.144824	0.000000	0.660882	0.427969	0.536404	0.035383	0.000245	0.903200	
2624000	-306.294657	1	2	0	'0 0 0 0 1 1 0 0 	D	0.568109	0.568109	0.568109	0.568109	2.153572	2.153572	0.568109	0.568109	0.249134	0.245075	0.384226	0.121565	1.114883	
2625000	-307.035330	1	2	0	'1 1 1 1 0 0 1 1 	D	0.413389	0.413389	0.413389	0.413389	1.663044	1.663044	0.413389	0.413389	0.263813	0.213499	0.428371	0.094317	0.958999	
2626000	-306.132327	1	2	0	'1 1 1 1 0 0 1 1 	D	0.554291	0.554291	0.554291	0.554291	2.118888	2.118888	0.554291	0.554291	0.250265	0.242452	0.388242	0.119042	1.822944	
2627000	-308.438179	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.632253	0.632253	0.632253	0.632253	1.490644	1.490644	0.000000	0.632253	0.435092	0.543635	0.021159	0.000113	0.938524	
2628000	-306.409702	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.511330	0.511330	0.511330	0.511330	2.509604	2.509604	0.000000	0.511330	0.456756	0.488843	0.054126	0.000274	1.811795	
2629000	-307.556709	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.701199	0.701199	0.701199	0.701199	1.682294	1.682294	0.000000	0.701199	0.421747	0.553976	0.024116	0.000161	1.994844	
2630000	-314.516033	1	2	0	'0 0 0 0 1 1 0 0 	D	0.925142	0.925142	0.925142	0.925142	2.036966	2.036966	0.925142	0.925142	0.237170	0.332288	0.247631	0.182911	0.720356	
2631000	-306.853022	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.749153	0.749153	0.749153	0.749153	2.413763	2.413763	0.000000	0.749153	0.411445	0.550863	0.037360	0.000331	1.646760	
2632000	-305.351921	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.577704	0.577704	0.577704	0.577704	2.132018	2.132018	0.000000	0.577704	0.444714	0.515230	0.039831	0.000225	1.677595	
2633000	-306.405097	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.475023	0.475023	0.475023	0.475023	1.916441	1.916441	0.000000	0.475023	0.469251	0.484125	0.046435	0.000188	1.923477	
2634000	-307.351729	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.625563	0.625563	0.625563	0.625563	1.609004	1.609004	0.000000	0.625563	0.436448	0.538953	0.024465	0.000135	0.497276	
2635000	-306.816337	1	2	0	'0 0 0 0 1 1 0 0 	D	0.503243	0.503243	0.503243	0.503243	1.624210	1.624210	0.503243	0.503243	0.276724	0.265028	0.348831	0.109418	0.725248	
2636000	-305.817540	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.672706	0.672706	0.672706	0.672706	2.063852	2.063852	0.000000	0.672706	0.426069	0.540393	0.033306	0.000232	1.087266	
2637000	-305.764447	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.594879	0.594879	0.594879	0.594879	1.883698	1.883698	0.000000	0.594879	0.442205	0.524695	0.032917	0.000183	1.765397	
2638000	-306.273684	1	2	0	'0 0 0 0 1 1 0 0 	D	0.556394	0.556394	0.556394	0.556394	2.210952	2.210952	0.556394	0.556394	0.246290	0.237225	0.397047	0.119437	1.598964	
2639000	-306.871738	1	2	0	'0 0 0 0 1 1 0 0 	D	0.412635	0.412635	0.412635	0.412635	2.324329	2.324329	0.412635	0.412635	0.224506	0.167543	0.516050	0.091901	1.311547	
2640000	-305.474941	1	3	1	'2 2 0 0 1 1 Z 2 	D	0.673910	0.673910	0.548802	0.548802	1.815788	1.815788	0.000000	0.673910	0.481415	0.483586	0.034744	0.000255	1.835977	
2641000	-307.387579	1	2	0	'1 1 1 1 0 0 1 1 	D	0.362007	0.362007	0.362007	0.362007	1.908384	1.908384	0.362007	0.362007	0.234350	0.160492	0.522104	0.083053	1.063060	
2642000	-307.055950	1	2	0	'1 1 1 1 0 0 1 1 	D	0.373877	0.373877	0.373877	0.373877	2.024638	2.024638	0.373877	0.373877	0.230493	0.160776	0.523710	0.085021	1.876913	
2643000	-305.470255	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.586669	0.586669	0.586669	0.586669	2.000267	2.000267	0.000000	0.586669	0.443458	0.520107	0.036231	0.000204	1.276908	
2644000	-305.452929	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.620223	0.620223	0.620223	0.620223	2.248789	2.248789	0.000000	0.620223	0.435381	0.524996	0.039369	0.000253	1.707248	
2645000	-308.757847	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.859352	0.859352	0.859352	0.859352	2.415683	2.415683	0.000000	0.859352	0.395181	0.568859	0.035563	0.000397	1.830892	
2646000	-306.112887	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.621970	0.621970	0.621970	0.621970	2.549059	2.549059	0.000000	0.621970	0.433514	0.521754	0.044430	0.000302	0.903996	
2647000	-306.698412	1	2	0	'1 1 1 1 0 0 1 1 	D	0.390516	0.390516	0.390516	0.390516	1.953694	1.953694	0.390516	0.390516	0.238898	0.175400	0.496906	0.088797	0.595474	
2648000	-306.757927	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.606195	0.606195	0.606195	0.606195	1.680095	1.680095	0.000000	0.606195	0.440398	0.532344	0.027112	0.000146	1.019948	
2649000	-308.118092	1	2	0	'1 1 1 1 0 0 1 1 	D	0.564644	0.564644	0.564644	0.564644	1.495834	1.495834	0.564644	0.564644	0.287059	0.306217	0.288658	0.118065	1.088308	
2650000	-307.019052	1	2	0	'1 1 1 1 0 0 1 1 	D	0.378646	0.378646	0.378646	0.378646	1.875057	1.875057	0.378646	0.378646	0.240997	0.173546	0.498717	0.086739	1.315078	
2651000	-306.698683	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.476223	0.476223	0.476223	0.476223	1.815324	1.815324	0.000000	0.476223	0.469693	0.487220	0.042916	0.000170	1.202456	
2652000	-306.041437	1	2	0	'1 1 1 1 0 0 1 1 	D	0.457231	0.457231	0.457231	0.457231	2.178210	2.178210	0.457231	0.457231	0.239187	0.197568	0.462173	0.101072	1.111257	
2653000	-305.808015	1	2	0	'1 1 1 1 0 0 1 1 	D	0.496003	0.496003	0.496003	0.496003	2.043454	2.043454	0.496003	0.496003	0.250398	0.224128	0.416959	0.108515	1.321290	
2654000	-306.204661	1	2	0	'0 0 0 0 1 1 0 0 	D	0.421556	0.421556	0.421556	0.421556	2.031597	2.031597	0.421556	0.421556	0.240900	0.188134	0.476317	0.094649	1.303339	
2655000	-307.584184	1	2	0	'0 0 0 0 1 1 0 0 	D	0.353969	0.353969	0.353969	0.353969	2.017723	2.017723	0.353969	0.353969	0.225262	0.148574	0.545457	0.080706	0.654681	
2656000	-307.298542	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.607064	0.607064	0.607064	0.607064	1.603476	1.603476	0.000000	0.607064	0.440330	0.534508	0.025030	0.000132	1.495840	
2657000	-310.868663	1	2	0	'0 0 0 0 1 1 0 0 	D	0.373409	0.373409	0.373409	0.373409	2.912533	2.912533	0.373409	0.373409	0.193556	0.128413	0.596243	0.081788	1.462459	
2658000	-306.213690	1	2	0	'0 0 0 0 1 1 0 0 	D	0.566931	0.566931	0.566931	0.566931	2.016743	2.016743	0.566931	0.566931	0.255438	0.254399	0.368953	0.121210	0.946747	
2659000	-305.450387	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.612293	0.612293	0.612293	0.612293	2.050056	2.050056	0.000000	0.612293	0.437903	0.526113	0.035768	0.000216	1.737665	
2660000	-306.157649	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.597983	0.597983	0.597983	0.597983	1.784940	1.784940	0.000000	0.597983	0.441881	0.527700	0.030253	0.000165	1.127522	
2661000	-305.763856	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.612291	0.612291	0.612291	0.612291	1.900100	1.900100	0.000000	0.612291	0.438503	0.528960	0.032348	0.000189	0.669956	
2662000	-306.067131	1	2	0	'0 0 0 0 1 1 0 0 	D	0.512978	0.512978	0.512978	0.512978	2.230709	2.230709	0.512978	0.512978	0.242926	0.219352	0.426306	0.111416	0.747127	
2663000	-306.646368	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.465414	0.465414	0.465414	0.465414	1.884018	1.884018	0.000000	0.465414	0.471781	0.480875	0.047160	0.000184	0.441957	
2664000	-305.366824	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.604220	0.604220	0.604220	0.604220	2.158623	2.158623	0.000000	0.604220	0.439050	0.522168	0.038548	0.000234	0.705829	
2665000	-306.618892	1	2	0	'0 0 0 0 1 1 0 0 	D	0.504996	0.504996	0.504996	0.504996	1.663854	1.663854	0.504996	0.504996	0.273981	0.261451	0.354734	0.109835	1.078715	
2666000	-305.502128	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.637731	0.637731	0.637731	0.637731	2.200381	2.200381	0.000000	0.637731	0.432164	0.530078	0.037509	0.000249	1.561899	
2667000	-306.510879	1	2	0	'1 1 1 1 0 0 1 1 	D	0.442638	0.442638	0.442638	0.442638	1.715781	1.715781	0.442638	0.442638	0.264486	0.225004	0.411131	0.099379	0.843108	
2668000	-306.222216	1	2	0	'1 1 1 1 0 0 1 1 	D	0.422396	0.422396	0.422396	0.422396	1.924472	1.924472	0.422396	0.422396	0.247335	0.195988	0.461514	0.095163	1.460982	
2669000	-306.057305	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.518503	0.518503	0.518503	0.518503	2.421406	2.421406	0.000000	0.518503	0.455777	0.492322	0.051637	0.000263	0.867846	
2670000	-308.341684	1	2	0	'1 1 1 1 0 0 1 1 	D	0.678444	0.678444	0.678444	0.678444	1.799031	1.799031	0.678444	0.678444	0.264026	0.307647	0.288950	0.139377	0.986094	
2671000	-305.703767	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.658375	0.658375	0.658375	0.658375	2.295067	2.295067	0.000000	0.658375	0.427789	0.533624	0.038315	0.000272	1.164710	
2672000	-306.328704	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.675272	0.675272	0.675272	0.675272	2.528666	2.528666	0.000000	0.675272	0.423595	0.534586	0.041500	0.000319	1.264921	
2673000	-306.411730	1	2	0	'0 0 0 0 1 1 0 0 	D	0.539374	0.539374	0.539374	0.539374	1.760620	1.760620	0.539374	0.539374	0.268926	0.266152	0.349088	0.115834	1.982338	
2674000	-305.944858	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.688461	0.688461	0.688461	0.688461	2.087925	2.087925	0.000000	0.688461	0.423090	0.543422	0.033246	0.000242	1.704962	
2675000	-305.869197	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.586579	0.586579	0.586579	0.586579	1.849453	1.849453	0.000000	0.586579	0.444105	0.523158	0.032560	0.000176	0.810753	
2676000	-306.083724	1	2	0	'0 0 0 0 1 1 0 0 	D	0.437735	0.437735	0.437735	0.437735	2.105410	2.105410	0.437735	0.437735	0.239797	0.192126	0.470534	0.097544	1.786210	
2677000	-307.337286	1	2	0	'0 0 0 0 1 1 0 0 	D	0.617612	0.617612	0.617612	0.617612	2.367076	2.367076	0.617612	0.617612	0.241372	0.247902	0.379916	0.130810	1.444231	
2678000	-305.610598	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.529973	0.529973	0.529973	0.529973	2.020351	2.020351	0.000000	0.529973	0.455806	0.502354	0.041637	0.000203	1.228094	
2679000	-306.161142	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.490934	0.490934	0.490934	0.490934	2.327082	2.327082	0.000000	0.490934	0.462518	0.483205	0.054027	0.000250	0.794477	
2680000	-307.648285	1	2	0	'0 0 0 0 1 1 0 0 	D	0.397443	0.397443	0.397443	0.397443	2.459956	2.459956	0.397443	0.397443	0.215341	0.153969	0.542355	0.088335	1.113327	
2681000	-305.589260	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.528361	0.528361	0.528361	0.528361	2.050788	2.050788	0.000000	0.528361	0.455987	0.501228	0.042577	0.000208	1.003981	
2682000	-306.168460	1	2	0	'0 0 0 0 1 1 0 0 	D	0.441234	0.441234	0.441234	0.441234	2.183431	2.183431	0.441234	0.441234	0.236461	0.189371	0.476175	0.097993	1.648634	
2683000	-306.047219	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.667060	0.667060	0.667060	0.667060	2.448853	2.448853	0.000000	0.667060	0.425466	0.533659	0.040573	0.000302	1.198555	
2684000	-305.846460	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.562342	0.562342	0.562342	0.562342	1.858455	1.858455	0.000000	0.562342	0.449369	0.516000	0.034455	0.000176	1.757563	
2685000	-306.049881	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.702539	0.702539	0.702539	0.702539	2.213309	2.213309	0.000000	0.702539	0.420106	0.544434	0.035189	0.000271	1.998584	
2686000	-307.188000	1	2	0	'1 1 1 1 0 0 1 1 	D	0.443801	0.443801	0.443801	0.443801	2.503466	2.503466	0.443801	0.443801	0.223205	0.175493	0.503744	0.097558	1.453080	
2687000	-306.968708	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.535492	0.535492	0.535492	0.535492	1.651326	1.651326	0.000000	0.535492	0.456289	0.512984	0.030589	0.000137	1.031393	
2688000	-307.106506	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.675037	0.675037	0.675037	0.675037	1.705102	1.705102	0.000000	0.675037	0.426565	0.547982	0.025292	0.000161	0.750040	
2689000	-305.875938	1	2	0	'1 1 1 1 0 0 1 1 	D	0.472494	0.472494	0.472494	0.472494	1.918041	1.918041	0.472494	0.472494	0.254979	0.222575	0.418037	0.104409	1.534126	
2690000	-305.430428	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.589491	0.589491	0.589491	0.589491	2.279148	2.279148	0.000000	0.589491	0.441463	0.516353	0.041932	0.000252	1.605506	
2691000	-306.364502	1	2	0	'0 0 0 0 1 1 0 0 	D	0.440141	0.440141	0.440141	0.440141	1.763439	1.763439	0.440141	0.440141	0.260756	0.219112	0.421272	0.098860	1.931251	
2692000	-305.615133	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.575151	0.575151	0.575151	0.575151	2.377369	2.377369	0.000000	0.575151	0.443902	0.510971	0.044863	0.000264	1.279287	
2693000	-305.465441	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.614930	0.614930	0.614930	0.614930	2.277645	2.277645	0.000000	0.614930	0.436295	0.523225	0.040223	0.000257	0.862105	
2694000	-309.275323	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.370678	0.370678	0.370678	0.370678	2.299672	2.299672	0.000000	0.370678	0.486329	0.418761	0.094630	0.000280	1.002043	
2695000	-306.586730	1	2	0	'0 0 0 0 1 1 0 0 	D	0.421455	0.421455	0.421455	0.421455	2.270682	2.270682	0.421455	0.421455	0.228740	0.174673	0.502741	0.093847	1.141972	
2696000	-305.880253	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.682077	0.682077	0.682077	0.682077	2.278804	2.278804	0.000000	0.682077	0.423490	0.539161	0.037072	0.000277	1.416628	
2697000	-305.661240	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.626205	0.626205	0.626205	0.626205	2.377534	2.377534	0.000000	0.626205	0.433563	0.524789	0.041371	0.000276	1.752050	
2698000	-305.378345	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.599818	0.599818	0.599818	0.599818	2.093348	2.093348	0.000000	0.599818	0.440269	0.522055	0.037454	0.000222	1.517817	
2699000	-305.990469	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.540022	0.540022	0.540022	0.540022	1.839079	1.839079	0.000000	0.540022	0.454490	0.509555	0.035783	0.000172	1.149676	
2700000	-307.024729	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.471307	0.471307	0.471307	0.471307	1.756332	1.756332	0.000000	0.471307	0.471291	0.486894	0.041655	0.000160	1.857652	
2701000	-310.254272	1	2	0	'0 0 0 0 1 1 0 0 	D	0.561517	0.561517	0.561517	0.561517	3.033836	3.033836	0.561517	0.561517	0.220785	0.202832	0.457322	0.119061	1.725361	
2702000	-307.385732	1	2	0	'0 0 0 0 1 1 0 0 	D	0.647223	0.647223	0.647223	0.647223	2.156305	2.156305	0.647223	0.647223	0.248971	0.269482	0.345607	0.135940	0.836951	
2703000	-309.366907	1	2	0	'0 0 0 0 0 1 0 0 	D	0.568120	0.568120	0.568120	0.568120	0.568120	3.202620	0.568120	0.568120	0.602617	0.241010	0.129337	0.027036	1.088145	
2704000	-316.888013	1	2	0	'0 1 1 0 1 1 0 1 	D	0.572280	1.034019	1.034019	0.572280	1.034019	1.034019	0.572280	1.034019	0.195561	0.543825	0.109282	0.151332	0.877297	
2705000	-307.730505	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.784880	0.784880	0.784880	0.784880	1.907521	1.907521	0.000000	0.784880	0.407383	0.564938	0.027445	0.000234	1.091887	
2706000	-306.369400	1	2	0	'0 0 0 0 1 1 0 0 	D	0.411387	0.411387	0.411387	0.411387	2.075159	2.075159	0.411387	0.411387	0.236490	0.179807	0.491200	0.092503	1.291102	
2707000	-305.556096	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.532766	0.532766	0.532766	0.532766	2.213377	2.213377	0.000000	0.532766	0.453995	0.499963	0.045808	0.000234	1.097626	
2708000	-305.927499	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.493964	0.493964	0.493964	0.493964	2.052345	2.052345	0.000000	0.493964	0.463835	0.488760	0.047195	0.000209	0.650026	
2709000	-306.122967	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.494886	0.494886	0.494886	0.494886	1.920031	1.920031	0.000000	0.494886	0.464535	0.491927	0.043352	0.000187	1.343045	
2710000	-306.019763	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.698004	0.698004	0.698004	0.698004	2.255507	2.255507	0.000000	0.698004	0.420737	0.542884	0.036101	0.000278	1.295881	
2711000	-307.464987	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.798675	0.798675	0.798675	0.798675	2.170672	2.170672	0.000000	0.798675	0.404603	0.562849	0.032246	0.000302	0.898776	
2712000	-306.591410	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.470287	0.470287	0.470287	0.470287	2.370879	2.370879	0.000000	0.470287	0.466757	0.474211	0.058775	0.000257	1.604598	
2713000	-306.416744	1	2	0	'0 0 0 0 1 1 0 0 	D	0.475643	0.475643	0.475643	0.475643	1.703320	1.703320	0.475643	0.475643	0.269122	0.243416	0.382423	0.105040	1.707691	
2714000	-305.772910	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.513720	0.513720	0.513720	0.513720	1.997440	1.997440	0.000000	0.513720	0.459653	0.497184	0.042964	0.000199	0.828574	
2715000	-305.877056	1	2	0	'0 0 0 0 1 1 0 0 	D	0.459992	0.459992	0.459992	0.459992	2.037806	2.037806	0.459992	0.459992	0.246718	0.207696	0.443668	0.101918	1.287510	
2716000	-305.758002	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.653165	0.653165	0.653165	0.653165	2.356478	2.356478	0.000000	0.653165	0.428486	0.531599	0.039634	0.000281	0.488163	
2717000	-306.048082	1	2	0	'1 1 1 1 0 0 1 1 	D	0.452676	0.452676	0.452676	0.452676	2.165485	2.165485	0.452676	0.452676	0.239137	0.196085	0.464541	0.100237	1.317283	
2718000	-307.295924	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.558134	0.558134	0.558134	0.558134	2.799964	2.799964	0.000000	0.558134	0.445018	0.501842	0.052823	0.000317	0.883291	
2719000	-306.145788	1	2	0	'1 1 1 1 0 0 1 1 	D	0.524140	0.524140	0.524140	0.524140	2.249010	2.249010	0.524140	0.524140	0.242965	0.222769	0.420801	0.113465	1.434962	
2720000	-305.614135	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.617278	0.617278	0.617278	0.617278	1.964621	1.964621	0.000000	0.617278	0.437239	0.528968	0.033591	0.000202	1.636437	
2721000	-305.931161	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.668901	0.668901	0.668901	0.668901	2.390112	2.390112	0.000000	0.668901	0.425400	0.534785	0.039523	0.000292	0.550742	
2722000	-306.777156	1	2	0	'1 1 1 1 0 0 1 1 	D	0.440173	0.440173	0.440173	0.440173	2.395453	2.395453	0.440173	0.440173	0.226811	0.178302	0.497721	0.097167	1.426039	
2723000	-306.732206	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.447120	0.447120	0.447120	0.447120	2.032329	2.032329	0.000000	0.447120	0.474782	0.469090	0.055915	0.000213	1.951753	
2724000	-306.781190	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.681219	0.681219	0.681219	0.681219	1.775248	1.775248	0.000000	0.681219	0.425296	0.547771	0.026757	0.000176	1.188789	
2725000	-306.095248	1	2	0	'1 1 1 1 0 0 1 1 	D	0.442637	0.442637	0.442637	0.442637	2.147411	2.147411	0.442637	0.442637	0.238465	0.192134	0.471035	0.098365	1.277478	
2726000	-307.858070	1	2	0	'1 1 1 1 0 0 1 1 	D	0.558759	0.558759	0.558759	0.558759	1.521419	1.521419	0.558759	0.558759	0.285255	0.300677	0.296630	0.117438	0.636199	
2727000	-306.550230	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.704540	0.704540	0.704540	0.704540	2.514136	2.514136	0.000000	0.704540	0.418484	0.540981	0.040206	0.000329	1.330316	
2728000	-306.112196	1	2	0	'1 1 1 1 0 0 1 1 	D	0.539912	0.539912	0.539912	0.539912	1.878737	1.878737	0.539912	0.539912	0.261958	0.255443	0.366364	0.116235	1.238122	
2729000	-306.401998	1	2	0	'1 1 1 1 0 0 1 1 	D	0.473032	0.473032	0.473032	0.473032	1.708032	1.708032	0.473032	0.473032	0.268549	0.241642	0.385207	0.104602	0.962133	
2730000	-305.864854	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.584716	0.584716	0.584716	0.584716	1.850136	1.850136	0.000000	0.584716	0.444504	0.522627	0.032694	0.000176	1.846527	
2731000	-305.746367	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.548297	0.548297	0.548297	0.548297	1.903645	1.903645	0.000000	0.548297	0.452303	0.510711	0.036803	0.000183	1.834616	
2732000	-305.838167	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.570470	0.570470	0.570470	0.570470	2.460517	2.460517	0.000000	0.570470	0.444403	0.508620	0.046701	0.000276	1.765074	
2733000	-306.082109	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.572765	0.572765	0.572765	0.572765	2.539132	2.539132	0.000000	0.572765	0.443473	0.508457	0.047782	0.000287	1.537624	
2734000	-307.642919	1	2	0	'1 1 1 1 0 0 1 1 	D	0.424951	0.424951	0.424951	0.424951	2.554511	2.554511	0.424951	0.424951	0.217775	0.164483	0.524099	0.093643	1.819470	
2735000	-305.563618	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.622659	0.622659	0.622659	0.622659	2.330694	2.330694	0.000000	0.622659	0.434494	0.524494	0.040744	0.000268	1.629732	
2736000	-305.881339	1	2	0	'1 1 1 1 0 0 1 1 	D	0.494007	0.494007	0.494007	0.494007	2.138287	2.138287	0.494007	0.494007	0.245492	0.216934	0.429542	0.108032	0.897139	
2737000	-305.815887	1	2	0	'1 1 1 1 0 0 1 1 	D	0.488566	0.488566	0.488566	0.488566	2.067149	2.067149	0.488566	0.488566	0.248483	0.219170	0.425216	0.107132	0.682419	
2738000	-310.121011	1	2	0	'1 1 1 1 0 0 1 1 	D	0.669029	0.669029	0.669029	0.669029	1.461388	1.461388	0.669029	0.669029	0.284347	0.344452	0.237975	0.133226	0.930436	
2739000	-306.337876	1	2	0	'1 1 1 1 0 0 1 1 	D	0.479945	0.479945	0.479945	0.479945	1.722008	1.722008	0.479945	0.479945	0.268201	0.243643	0.382376	0.105780	1.102971	
2740000	-311.031871	1	2	0	'1 0 0 0 1 1 0 1 	D	1.234869	0.501626	0.501626	0.501626	1.234869	1.234869	0.501626	1.234869	0.399479	0.255174	0.171377	0.173969	1.184678	
2741000	-306.531800	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.585572	0.585572	0.585572	0.585572	1.708311	1.708311	0.000000	0.585572	0.444769	0.526181	0.028900	0.000150	1.177665	
2742000	-307.006237	1	2	0	'1 1 1 1 0 0 1 1 	D	0.578437	0.578437	0.578437	0.578437	2.412868	2.412868	0.578437	0.578437	0.239197	0.233290	0.404054	0.123460	0.807635	
