Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ_KNOWN.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2077959526
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ_KNOWN.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ_KNOWN.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
1229000	-310.515919	1	2	0	'0 0 0 0 0 1 0 0 	D	0.529186	0.529186	0.529186	0.529186	0.529186	2.247734	0.529186	0.529186	0.541407	0.283705	0.139761	0.035127	1.971324	
1230000	-310.215559	1	2	0	'0 0 0 0 0 1 0 0 	D	0.743107	0.743107	0.743107	0.743107	0.743107	2.953814	0.743107	0.743107	0.459096	0.341114	0.140691	0.059098	1.924270	
1231000	-312.160999	1	2	0	'0 0 0 0 0 1 0 0 	D	0.516246	0.516246	0.516246	0.516246	0.516246	1.893846	0.516246	0.516246	0.498693	0.325660	0.134363	0.041283	0.721012	
1232000	-309.903250	1	2	0	'0 0 0 0 0 1 0 0 	D	0.665801	0.665801	0.665801	0.665801	0.665801	2.419677	0.665801	0.665801	0.460745	0.345494	0.138466	0.055295	1.542163	
1233000	-306.156908	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.652672	0.652672	0.652672	0.652672	1.855707	1.855707	0.000000	0.652672	0.430550	0.539732	0.029531	0.000187	1.453999	
1234000	-306.182898	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.486888	0.486888	0.486888	0.486888	1.938652	1.938652	0.000000	0.486888	0.466289	0.488397	0.045122	0.000191	1.613027	
1235000	-308.565404	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.393640	0.393640	0.393640	0.393640	1.837247	1.837247	0.000000	0.393640	0.488668	0.444913	0.066223	0.000197	1.471943	
1236000	-306.282112	1	2	0	'0 0 0 0 1 1 0 0 	D	0.562917	0.562917	0.562917	0.562917	2.181057	2.181057	0.562917	0.562917	0.247793	0.241448	0.390130	0.120630	0.560652	
1237000	-314.361939	1	2	2	'0 Z 0 0 0 1 Z 0 	D	0.912576	0.000000	0.912576	0.912576	0.912576	3.491133	0.000000	0.912576	0.350804	0.640110	0.008867	0.000219	1.007667	
1238000	-310.483069	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.658703	0.658703	0.658703	0.658703	0.658703	2.569976	0.000000	0.658703	0.539562	0.450316	0.010057	0.000065	1.938746	
1239000	-312.081668	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.896751	0.896751	0.896751	0.896751	0.896751	2.398517	0.000000	0.896751	0.426434	0.565343	0.008131	0.000092	1.868802	
1240000	-311.884784	1	2	0	'1 1 1 1 1 0 1 1 	D	0.448977	0.448977	0.448977	0.448977	0.448977	2.286590	0.448977	0.448977	0.622363	0.212063	0.143526	0.022048	1.922314	
1241000	-310.267874	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.730352	0.730352	0.730352	0.730352	0.730352	3.295287	0.000000	0.730352	0.546910	0.444398	0.008623	0.000069	1.605200	
1242000	-310.196088	1	2	0	'1 1 1 1 1 0 1 1 	D	0.495870	0.495870	0.495870	0.495870	0.495870	2.583959	0.495870	0.495870	0.612463	0.223730	0.139489	0.024318	1.878456	
1243000	-309.974889	1	2	0	'1 1 1 1 1 0 1 1 	D	0.613712	0.613712	0.613712	0.613712	0.613712	2.297406	0.613712	0.613712	0.481728	0.331901	0.137769	0.048603	1.761522	
1244000	-310.133658	1	2	0	'1 1 1 1 1 0 1 1 	D	0.562811	0.562811	0.562811	0.562811	0.562811	2.280753	0.562811	0.562811	0.517677	0.303386	0.138846	0.040091	1.567426	
1245000	-311.478726	1	2	0	'0 1 0 1 0 0 1 0 	D	1.162234	0.368239	1.162234	0.368239	1.162234	1.162234	0.368239	1.162234	0.244814	0.450501	0.137980	0.166706	0.751159	
1246000	-311.382510	1	2	0	'0 1 0 1 0 0 1 0 	D	1.098824	0.272676	1.098824	0.272676	1.098824	1.098824	0.272676	1.098824	0.238761	0.429637	0.157255	0.174347	0.483868	
1247000	-316.273553	1	2	1	'0 Z 0 1 0 0 1 0 	D	1.271764	0.000000	1.271764	0.411329	1.271764	1.271764	0.411329	1.271764	0.075246	0.244500	0.238748	0.441505	1.170212	
1248000	-307.502554	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.420791	0.420791	0.420791	0.420791	2.271385	2.271385	0.000000	0.420791	0.478169	0.451448	0.070128	0.000255	1.211629	
1249000	-305.379644	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.581789	0.581789	0.581789	0.581789	2.227270	2.227270	0.000000	0.581789	0.443346	0.514919	0.041494	0.000242	1.398578	
1250000	-306.776395	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.756672	0.756672	0.756672	0.756672	2.261715	2.261715	0.000000	0.756672	0.410819	0.554242	0.034636	0.000303	1.227627	
1251000	-305.995455	1	2	0	'1 1 1 1 0 0 1 1 	D	0.541673	0.541673	0.541673	0.541673	2.012062	2.012062	0.541673	0.541673	0.254916	0.245346	0.383021	0.116717	1.206773	
1252000	-307.114260	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.603081	0.603081	0.603081	0.603081	1.625993	1.625993	0.000000	0.603081	0.441151	0.532907	0.025806	0.000136	1.602921	
1253000	-306.703287	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.468198	0.468198	0.468198	0.468198	2.398949	2.398949	0.000000	0.468198	0.466997	0.472999	0.059743	0.000261	1.218804	
1254000	-305.522571	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.626969	0.626969	0.626969	0.626969	2.290578	2.290578	0.000000	0.626969	0.433844	0.526121	0.039774	0.000262	0.715880	
1255000	-305.680095	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.664402	0.664402	0.664402	0.664402	2.157536	2.157536	0.000000	0.664402	0.427255	0.537009	0.035488	0.000248	1.241097	
1256000	-306.099733	1	2	0	'0 0 0 0 1 1 0 0 	D	0.480761	0.480761	0.480761	0.480761	1.794275	1.794275	0.480761	0.480761	0.263448	0.237118	0.393487	0.105946	0.988867	
1257000	-306.601688	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.499267	0.499267	0.499267	0.499267	1.767648	1.767648	0.000000	0.499267	0.464426	0.497419	0.037996	0.000160	0.486026	
1258000	-307.533090	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.602682	0.602682	0.602682	0.602682	2.869450	2.869450	0.000000	0.602682	0.435627	0.513916	0.050117	0.000340	1.286843	
1259000	-306.145367	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.710779	0.710779	0.710779	0.710779	2.165679	2.165679	0.000000	0.710779	0.418845	0.546833	0.034057	0.000265	1.337303	
1260000	-305.812193	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.550612	0.550612	0.550612	0.550612	1.878520	1.878520	0.000000	0.550612	0.451902	0.511986	0.035933	0.000179	1.252664	
1261000	-306.895715	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.581644	0.581644	0.581644	0.581644	1.649691	1.649691	0.000000	0.581644	0.445766	0.526598	0.027497	0.000139	1.826535	
1262000	-305.981216	1	2	0	'0 0 0 0 1 1 0 0 	D	0.531320	0.531320	0.531320	0.531320	2.128272	2.128272	0.531320	0.531320	0.248785	0.233091	0.403250	0.114874	0.758082	
1263000	-306.125485	1	2	0	'1 1 1 1 0 0 1 1 	D	0.550818	0.550818	0.550818	0.550818	2.140115	2.140115	0.550818	0.550818	0.249172	0.239743	0.392667	0.118418	1.319346	
1264000	-305.822934	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.655494	0.655494	0.655494	0.655494	1.975137	1.975137	0.000000	0.655494	0.429636	0.538060	0.032093	0.000211	1.497993	
1265000	-307.482537	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.793406	0.793406	0.793406	0.793406	2.383461	2.383461	0.000000	0.793406	0.404662	0.559027	0.035963	0.000348	1.332901	
1266000	-308.728220	1	2	0	'1 1 1 1 0 0 1 1 	D	0.579547	0.579547	0.579547	0.579547	1.444943	1.444943	0.579547	0.579547	0.290490	0.318530	0.271322	0.119657	0.320032	
1267000	-307.564018	1	2	0	'1 1 1 1 0 0 1 1 	D	0.553279	0.553279	0.553279	0.553279	1.555054	1.555054	0.553279	0.553279	0.282849	0.294349	0.305901	0.116902	1.021572	
1268000	-306.536148	1	2	0	'1 1 1 1 0 0 1 1 	D	0.549767	0.549767	0.549767	0.549767	2.343132	2.343132	0.549767	0.549767	0.240664	0.227149	0.414047	0.118140	1.995979	
1269000	-309.848123	1	2	0	'0 1 1 1 0 0 1 0 	D	1.265536	0.417296	0.417296	0.417296	1.265536	1.265536	0.417296	1.265536	0.404770	0.200264	0.198401	0.196566	1.234489	
1270000	-306.529649	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.590527	0.590527	0.590527	0.590527	2.663455	2.663455	0.000000	0.590527	0.439146	0.512316	0.048229	0.000309	1.269482	
1271000	-305.554973	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.542034	0.542034	0.542034	0.542034	2.268571	2.268571	0.000000	0.542034	0.451617	0.502216	0.045924	0.000243	1.201862	
1272000	-305.770272	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.571287	0.571287	0.571287	0.571287	1.877620	1.877620	0.000000	0.571287	0.447314	0.518209	0.034296	0.000180	1.898645	
1273000	-306.717809	1	2	0	'1 1 1 1 0 0 1 1 	D	0.551179	0.551179	0.551179	0.551179	1.706226	1.706226	0.551179	0.551179	0.272575	0.276352	0.333508	0.117565	1.246935	
1274000	-305.830357	1	2	0	'1 1 1 1 0 0 1 1 	D	0.506219	0.506219	0.506219	0.506219	1.981447	1.981447	0.506219	0.506219	0.254499	0.233126	0.401979	0.110395	0.581000	
1275000	-305.436171	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.625153	0.625153	0.625153	0.625153	2.182043	2.182043	0.000000	0.625153	0.434720	0.527237	0.037800	0.000243	1.471276	
1276000	-306.270551	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.719132	0.719132	0.719132	0.719132	2.268859	2.268859	0.000000	0.719132	0.417012	0.547004	0.035696	0.000289	1.070586	
1277000	-305.411782	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.599245	0.599245	0.599245	0.599245	2.257732	2.257732	0.000000	0.599245	0.439569	0.519341	0.040840	0.000250	0.849438	
1278000	-308.988934	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.546443	0.546443	0.546443	0.546443	3.066358	3.066358	0.000000	0.546443	0.445984	0.496617	0.057058	0.000342	1.743093	
1279000	-311.200441	1	2	0	'0 1 1 1 0 0 1 0 	D	1.190470	0.231420	0.231420	0.231420	1.190470	1.190470	0.231420	1.190470	0.378004	0.085975	0.275244	0.260777	0.803806	
1280000	-309.525327	1	2	0	'0 1 1 1 0 0 1 0 	D	1.265292	0.362786	0.362786	0.362786	1.265292	1.265292	0.362786	1.265292	0.403763	0.165404	0.217689	0.213144	1.121800	
1281000	-310.238468	1	2	1	'0 1 1 1 0 0 Z 0 	D	1.322915	0.502795	0.502795	0.502795	1.322915	1.322915	0.000000	1.322915	0.600988	0.371511	0.026783	0.000719	0.384533	
1282000	-305.920600	1	2	0	'1 1 1 1 0 0 1 1 	D	0.454041	0.454041	0.454041	0.454041	2.060984	2.060984	0.454041	0.454041	0.244657	0.203204	0.451383	0.100755	0.934346	
1283000	-306.169344	1	2	0	'1 1 1 1 0 0 1 1 	D	0.434944	0.434944	0.434944	0.434944	2.149402	2.149402	0.434944	0.434944	0.237074	0.188088	0.477963	0.096876	1.273036	
1284000	-306.449569	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.527068	0.527068	0.527068	0.527068	1.749362	1.749362	0.000000	0.527068	0.457900	0.507583	0.034362	0.000155	1.551177	
1285000	-305.862279	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.682006	0.682006	0.682006	0.682006	2.107151	2.107151	0.000000	0.682006	0.424194	0.541718	0.033844	0.000244	1.140452	
1286000	-305.711974	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.516954	0.516954	0.516954	0.516954	2.021044	2.021044	0.000000	0.516954	0.458763	0.497857	0.043177	0.000203	0.791027	
1287000	-306.076907	1	2	0	'0 0 0 0 1 1 0 0 	D	0.484764	0.484764	0.484764	0.484764	1.801917	1.801917	0.484764	0.484764	0.263313	0.238331	0.391717	0.106639	1.807673	
1288000	-306.014229	1	2	0	'0 0 0 0 1 1 0 0 	D	0.544454	0.544454	0.544454	0.544454	2.036453	2.036453	0.544454	0.544454	0.253810	0.244600	0.384360	0.117230	0.794455	
1289000	-306.522301	1	2	0	'0 0 0 0 1 1 0 0 	D	0.440308	0.440308	0.440308	0.440308	1.717438	1.717438	0.440308	0.440308	0.264042	0.223565	0.413425	0.098968	1.703743	
1290000	-307.388247	1	2	0	'0 0 0 0 1 1 0 0 	D	0.610261	0.610261	0.610261	0.610261	1.721062	1.721062	0.610261	0.610261	0.271115	0.295776	0.305742	0.127367	0.472233	
1291000	-306.084466	1	2	0	'0 0 0 0 1 1 0 0 	D	0.534943	0.534943	0.534943	0.534943	2.189285	2.189285	0.534943	0.534943	0.246226	0.230580	0.407686	0.115508	0.937024	
1292000	-309.819686	1	2	0	'0 0 0 0 0 1 0 0 	D	0.711591	0.711591	0.711591	0.711591	0.711591	2.978150	0.711591	0.711591	0.479877	0.327650	0.139467	0.053006	1.176678	
1293000	-310.248070	1	2	0	'0 0 0 0 0 1 0 0 	D	0.496177	0.496177	0.496177	0.496177	0.496177	2.547945	0.496177	0.496177	0.608375	0.226850	0.139926	0.024849	1.018697	
1294000	-309.502448	1	2	0	'0 0 0 0 0 1 0 0 	D	0.610974	0.610974	0.610974	0.610974	0.610974	3.372703	0.610974	0.610974	0.579338	0.261303	0.128078	0.031281	1.612144	
1295000	-302.651021	1	3	1	'1 1 1 1 2 0 Z 2 	D	0.453493	0.453493	0.453493	0.453493	1.341618	2.590446	0.000000	1.341618	0.470931	0.510911	0.017612	0.000546	1.921601	
1296000	-309.319133	1	2	0	'1 1 1 1 1 0 1 1 	D	0.589408	0.589408	0.589408	0.589408	0.589408	2.643912	0.589408	0.589408	0.537921	0.285559	0.138871	0.037649	1.864004	
1297000	-309.459373	1	2	0	'1 1 1 1 1 0 1 1 	D	0.570209	0.570209	0.570209	0.570209	0.570209	2.578193	0.570209	0.570209	0.546683	0.278505	0.139179	0.035633	1.420649	
1298000	-306.999250	1	2	0	'1 1 1 1 0 0 1 1 	D	0.454255	0.454255	0.454255	0.454255	2.480532	2.480532	0.454255	0.454255	0.225809	0.181310	0.493200	0.099680	1.146252	
1299000	-306.346910	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.570215	0.570215	0.570215	0.570215	2.607798	2.607798	0.000000	0.570215	0.443608	0.507039	0.049057	0.000296	1.037231	
1300000	-306.758216	1	2	0	'1 1 1 1 0 0 1 1 	D	0.553535	0.553535	0.553535	0.553535	1.701899	1.701899	0.553535	0.553535	0.272876	0.277721	0.331474	0.117929	1.611873	
1301000	-309.106344	1	2	0	'1 1 1 1 0 0 1 1 	D	0.732823	0.732823	0.732823	0.732823	2.100219	2.100219	0.732823	0.732823	0.247723	0.294378	0.306799	0.151100	0.796195	
1302000	-306.547903	1	2	0	'1 1 1 1 0 0 1 1 	D	0.405510	0.405510	0.405510	0.405510	1.853800	1.853800	0.405510	0.405510	0.248565	0.191648	0.467607	0.092181	0.939719	
1303000	-305.363642	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.572360	0.572360	0.572360	0.572360	2.111380	2.111380	0.000000	0.572360	0.445961	0.514018	0.039800	0.000221	1.542719	
1304000	-309.525169	1	2	0	'0 0 0 0 0 1 0 0 	D	0.548913	0.548913	0.548913	0.548913	0.548913	3.245379	0.548913	0.548913	0.621638	0.227167	0.127129	0.024066	1.566260	
1305000	-309.796173	1	2	0	'1 1 1 1 1 0 1 1 	D	0.705041	0.705041	0.705041	0.705041	0.705041	2.767944	0.705041	0.705041	0.467834	0.336537	0.140145	0.055484	1.533517	
1306000	-312.243374	1	2	0	'1 1 1 1 1 0 1 1 	D	0.542994	0.542994	0.542994	0.542994	0.542994	1.818409	0.542994	0.542994	0.467517	0.354314	0.130292	0.047877	1.779396	
1307000	-310.438740	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.655104	0.655104	0.655104	0.655104	0.655104	2.617425	0.000000	0.655104	0.546608	0.443148	0.010179	0.000065	1.664951	
1308000	-310.118230	1	2	0	'1 1 1 1 1 0 1 1 	D	0.589337	0.589337	0.589337	0.589337	0.589337	2.250872	0.589337	0.589337	0.493520	0.323365	0.137776	0.045339	0.649560	
1309000	-311.170091	1	2	1	'0 1 1 1 0 0 Z 1 	D	1.641587	0.421922	0.421922	0.421922	1.641587	1.641587	0.000000	0.421922	0.647208	0.245927	0.106418	0.000447	1.272520	
1310000	-305.571959	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.649200	0.649200	0.649200	0.649200	2.138434	2.138434	0.000000	0.649200	0.430218	0.533787	0.035755	0.000241	1.710330	
1311000	-305.563652	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.646404	0.646404	0.646404	0.646404	2.115554	2.115554	0.000000	0.646404	0.430852	0.533492	0.035421	0.000236	1.236475	
1312000	-306.093332	1	2	0	'0 0 0 0 1 1 0 0 	D	0.504469	0.504469	0.504469	0.504469	1.805395	1.805395	0.504469	0.504469	0.264580	0.247084	0.378306	0.110030	1.135777	
1313000	-306.457328	1	2	0	'0 0 0 0 1 1 0 0 	D	0.588522	0.588522	0.588522	0.588522	2.068834	2.068834	0.588522	0.588522	0.253256	0.257959	0.363637	0.125148	1.565417	
1314000	-307.266971	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.754619	0.754619	0.754619	0.754619	1.893335	1.893335	0.000000	0.754619	0.412237	0.559890	0.027652	0.000221	1.354858	
1315000	-305.996425	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.487836	0.487836	0.487836	0.487836	2.166703	2.166703	0.000000	0.487836	0.464401	0.484308	0.051064	0.000228	1.553210	
1316000	-308.029955	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.468813	0.468813	0.468813	0.468813	1.596254	1.596254	0.000000	0.468813	0.472880	0.491071	0.035918	0.000131	0.926661	
1317000	-307.701000	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.700001	0.700001	0.700001	0.700001	1.658780	1.658780	0.000000	0.700001	0.421981	0.554266	0.023598	0.000156	1.398130	
1318000	-305.789371	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.586101	0.586101	0.586101	0.586101	2.454126	2.454126	0.000000	0.586101	0.441203	0.513200	0.045319	0.000278	0.919367	
1319000	-307.021770	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.441267	0.441267	0.441267	0.441267	1.924030	1.924030	0.000000	0.441267	0.477125	0.468799	0.053880	0.000196	1.226783	
1320000	-312.414989	1	2	0	'0 0 0 0 1 1 0 0 	D	0.440453	0.440453	0.440453	0.440453	1.117190	1.117190	0.440453	0.440453	0.321767	0.308852	0.273398	0.095983	0.644952	
1321000	-305.571023	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.596534	0.596534	0.596534	0.596534	2.363981	2.363981	0.000000	0.596534	0.439562	0.517177	0.042995	0.000267	0.691401	
1322000	-306.539639	1	3	0	'0 2 0 0 1 1 2 0 	D	0.800715	0.488928	0.800715	0.800715	1.818463	1.818463	0.488928	0.800715	0.313111	0.418422	0.174281	0.094186	0.602768	
1323000	-306.884169	1	2	0	'0 0 0 0 1 1 0 0 	D	0.497973	0.497973	0.497973	0.497973	1.609529	1.609529	0.497973	0.497973	0.277524	0.264265	0.349694	0.108516	1.138199	
1324000	-307.143069	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.506868	0.506868	0.506868	0.506868	2.675508	2.675508	0.000000	0.506868	0.456637	0.485812	0.057258	0.000293	1.108546	
1325000	-305.772785	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.504898	0.504898	0.504898	0.504898	2.105659	2.105659	0.000000	0.504898	0.460957	0.491908	0.046918	0.000217	1.391610	
1326000	-305.961774	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.680661	0.680661	0.680661	0.680661	2.352752	2.352752	0.000000	0.680661	0.423425	0.537864	0.038421	0.000290	1.452320	
1327000	-307.214895	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.605027	0.605027	0.605027	0.605027	2.810086	2.810086	0.000000	0.605027	0.435473	0.514990	0.049204	0.000333	1.384847	
1328000	-305.358793	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.599280	0.599280	0.599280	0.599280	2.168527	2.168527	0.000000	0.599280	0.440015	0.520682	0.039067	0.000235	1.834642	
1329000	-305.353656	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.595266	0.595266	0.595266	0.595266	2.168623	2.168623	0.000000	0.595266	0.440844	0.519586	0.039336	0.000234	1.074410	
1330000	-306.273499	1	2	0	'1 1 1 1 0 0 1 1 	D	0.482551	0.482551	0.482551	0.482551	2.317542	2.317542	0.482551	0.482551	0.236221	0.201657	0.456569	0.105553	1.847711	
1331000	-306.194872	1	2	0	'1 1 1 1 0 0 1 1 	D	0.423750	0.423750	0.423750	0.423750	1.938329	1.938329	0.423750	0.423750	0.246736	0.195728	0.462161	0.095376	0.856333	
1332000	-306.719313	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.448991	0.448991	0.448991	0.448991	2.005844	2.005844	0.000000	0.448991	0.474595	0.470553	0.054645	0.000208	0.671379	
1333000	-308.880255	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.854687	0.854687	0.854687	0.854687	1.981205	1.981205	0.000000	0.854687	0.397054	0.574603	0.028062	0.000281	1.208761	
1334000	-307.222657	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.659256	0.659256	0.659256	0.659256	1.662942	1.662942	0.000000	0.659256	0.429641	0.545481	0.024727	0.000150	1.012141	
1335000	-307.255431	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.462985	0.462985	0.462985	0.462985	1.737006	1.737006	0.000000	0.462985	0.473468	0.484004	0.042369	0.000158	1.253496	
1336000	-308.082821	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.426565	0.426565	0.426565	0.426565	1.724176	1.724176	0.000000	0.426565	0.482509	0.467539	0.049789	0.000163	0.849411	
1337000	-308.699869	1	2	0	'0 0 0 0 1 1 0 0 	D	0.419163	0.419163	0.419163	0.419163	1.412185	1.412185	0.419163	0.419163	0.286802	0.247212	0.370427	0.095560	0.792109	
1338000	-306.964332	1	2	0	'0 0 0 0 1 1 0 0 	D	0.594490	0.594490	0.594490	0.594490	1.772775	1.772775	0.594490	0.594490	0.268448	0.285287	0.321162	0.125103	1.477701	
1339000	-306.531327	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.462743	0.462743	0.462743	0.462743	1.953789	1.953789	0.000000	0.462743	0.471852	0.478000	0.049951	0.000197	1.246701	
1340000	-306.235318	1	2	0	'0 0 0 0 1 1 0 0 	D	0.426657	0.426657	0.426657	0.426657	1.873974	1.873974	0.426657	0.426657	0.251250	0.202221	0.450404	0.096124	0.754747	
1341000	-307.636744	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.598231	0.598231	0.598231	0.598231	1.557743	1.557743	0.000000	0.598231	0.442268	0.533459	0.024150	0.000123	0.917357	
1342000	-306.648496	1	2	0	'0 0 0 0 1 1 0 0 	D	0.601933	0.601933	0.601933	0.601933	1.985165	1.985165	0.601933	0.601933	0.257186	0.268770	0.346722	0.127322	1.967701	
1343000	-306.627153	1	2	0	'0 0 0 0 1 1 0 0 	D	0.399565	0.399565	0.399565	0.399565	1.863972	1.863972	0.399565	0.399565	0.246639	0.187304	0.475073	0.090985	1.228069	
1344000	-307.877615	1	2	0	'1 1 1 1 0 0 1 1 	D	0.420882	0.420882	0.420882	0.420882	1.507187	1.507187	0.420882	0.420882	0.278129	0.235653	0.390335	0.095883	1.293718	
1345000	-305.948841	1	2	0	'1 1 1 1 0 0 1 1 	D	0.450284	0.450284	0.450284	0.450284	2.067305	2.067305	0.450284	0.450284	0.243776	0.200912	0.455278	0.100033	1.975123	
1346000	-306.268895	1	2	0	'1 1 1 1 0 0 1 1 	D	0.424408	0.424408	0.424408	0.424408	2.138342	2.138342	0.424408	0.424408	0.235727	0.183201	0.486215	0.094857	0.749457	
1347000	-306.126895	1	2	0	'1 1 1 1 0 0 1 1 	D	0.491080	0.491080	0.491080	0.491080	2.267677	2.267677	0.491080	0.491080	0.239298	0.208035	0.445399	0.107268	1.035125	
1348000	-306.500705	1	2	0	'1 1 1 1 0 0 1 1 	D	0.410004	0.410004	0.410004	0.410004	2.159855	2.159855	0.410004	0.410004	0.231751	0.174224	0.502097	0.091928	0.432089	
1349000	-307.808028	1	2	0	'1 1 1 1 0 0 1 1 	D	0.560465	0.560465	0.560465	0.560465	1.530711	1.530711	0.560465	0.560465	0.284557	0.300155	0.297498	0.117790	1.377300	
1350000	-306.570910	1	2	0	'1 1 1 1 0 0 1 1 	D	0.408595	0.408595	0.408595	0.408595	1.819152	1.819152	0.408595	0.408595	0.251513	0.196271	0.459312	0.092904	1.925746	
1351000	-305.881483	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.683767	0.683767	0.683767	0.683767	2.104910	2.104910	0.000000	0.683767	0.423881	0.542136	0.033739	0.000244	1.330225	
1352000	-306.304361	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.476638	0.476638	0.476638	0.476638	1.951565	1.951565	0.000000	0.476638	0.468606	0.483967	0.047232	0.000194	1.391450	
1353000	-307.851225	1	2	0	'1 1 1 1 0 0 1 1 	D	0.345236	0.345236	0.345236	0.345236	2.009476	2.009476	0.345236	0.345236	0.223064	0.143316	0.554858	0.078763	1.662955	
1354000	-305.899410	1	2	0	'1 1 1 1 0 0 1 1 	D	0.505582	0.505582	0.505582	0.505582	1.903270	1.903270	0.505582	0.505582	0.258798	0.239036	0.391880	0.110286	0.883429	
1355000	-306.344318	1	2	0	'1 1 1 1 0 0 1 1 	D	0.411435	0.411435	0.411435	0.411435	1.957036	1.957036	0.411435	0.411435	0.243258	0.187463	0.476339	0.092940	1.586747	
1356000	-306.519799	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.740001	0.740001	0.740001	0.740001	2.200194	2.200194	0.000000	0.740001	0.413760	0.552035	0.033923	0.000283	1.585282	
1357000	-306.939301	1	2	0	'1 1 1 1 0 0 1 1 	D	0.379889	0.379889	0.379889	0.379889	1.921155	1.921155	0.379889	0.379889	0.238330	0.171075	0.503825	0.086769	0.721330	
