Options:
Model:                           Discrete: Dependent
Tree File Name:                  BirdTreeCleaned.tre
Data File Name:                  DataCleaned.txt
Log File Name:                   birds_nest_coparent_depRJ.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2140403048
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      3500000
Burn in:                         500000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   birds_nest_coparent_depRJ.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Save Model:                      birds_nest_coparent_depRJ.bin
Scale Tree:                      0.010244
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,2.00) 
Tree Information
     Trees:                      1
     Taxa:                       399
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
609000	-309.367004	1	2	0	'0 0 0 0 0 1 0 0 	D	0.563661	0.563661	0.563661	0.563661	0.563661	3.180028	0.563661	0.563661	0.604719	0.238992	0.129627	0.026662	1.960750	
610000	-311.162149	1	2	0	'0 0 0 0 0 1 0 0 	D	0.441347	0.441347	0.441347	0.441347	0.441347	3.045969	0.441347	0.441347	0.698012	0.159989	0.128290	0.013709	1.604850	
611000	-311.073019	1	2	1	'1 1 1 1 1 0 Z 1 	D	0.593339	0.593339	0.593339	0.593339	0.593339	2.611468	0.000000	0.593339	0.595765	0.392553	0.011622	0.000059	1.775653	
612000	-309.330944	1	2	0	'1 1 1 1 1 0 1 1 	D	0.559968	0.559968	0.559968	0.559968	0.559968	2.745230	0.559968	0.559968	0.572067	0.258877	0.137641	0.031414	0.676828	
613000	-310.712609	1	2	0	'1 1 1 1 1 0 1 1 	D	0.577821	0.577821	0.577821	0.577821	0.577821	2.088288	0.577821	0.577821	0.480906	0.336419	0.135562	0.047113	1.463160	
614000	-309.656330	1	2	0	'1 1 1 1 1 0 1 1 	D	0.517312	0.517312	0.517312	0.517312	0.517312	2.847746	0.517312	0.517312	0.618229	0.222545	0.135215	0.024010	0.755583	
615000	-307.486166	1	3	0	'2 2 2 2 2 0 1 2 	D	0.738785	0.738785	0.738785	0.738785	0.738785	2.714948	0.188013	0.738785	0.486364	0.464561	0.040157	0.008919	0.456498	
616000	-310.949780	1	2	0	'1 1 1 1 1 0 1 1 	D	0.786074	0.786074	0.786074	0.786074	0.786074	2.759585	0.786074	0.786074	0.422371	0.365056	0.141892	0.070681	1.779848	
617000	-309.401609	1	2	0	'1 1 1 1 1 0 1 1 	D	0.587440	0.587440	0.587440	0.587440	0.587440	2.581525	0.587440	0.587440	0.533077	0.289369	0.139156	0.038398	1.000954	
618000	-301.485488	1	3	0	'2 2 2 2 1 0 2 1 	D	0.406819	0.406819	0.406819	0.406819	1.162523	2.530480	0.406819	1.162523	0.299069	0.237423	0.326030	0.137478	0.799259	
619000	-305.867005	1	2	0	'1 1 1 1 0 0 1 0 	D	0.257597	0.257597	0.257597	0.257597	1.624854	1.624854	0.257597	1.624854	0.146973	0.114735	0.377795	0.360497	1.570230	
620000	-301.214951	1	3	0	'1 1 1 1 2 0 1 2 	D	0.410651	0.410651	0.410651	0.410651	1.184269	2.768209	0.410651	1.184269	0.301318	0.232624	0.332878	0.133179	1.596159	
621000	-306.601340	1	2	0	'0 0 0 0 1 1 0 1 	D	0.243614	0.243614	0.243614	0.243614	1.947553	1.947553	0.243614	1.947553	0.113061	0.086804	0.389586	0.410548	0.887564	
622000	-309.688827	1	2	0	'1 0 0 0 1 1 0 1 	D	1.581749	0.329034	0.329034	0.329034	1.581749	1.581749	0.329034	1.581749	0.331656	0.112537	0.259690	0.296117	1.322518	
623000	-309.667116	1	2	1	'1 0 0 0 1 1 Z 1 	D	1.455965	0.464450	0.464450	0.464450	1.455965	1.455965	0.000000	1.455965	0.624263	0.338188	0.036184	0.001365	0.974327	
624000	-306.502489	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.647813	0.647813	0.647813	0.647813	2.629547	2.629547	0.000000	0.647813	0.428166	0.527265	0.044245	0.000324	0.571670	
625000	-306.097626	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.705415	0.705415	0.705415	0.705415	2.250525	2.250525	0.000000	0.705415	0.419454	0.544490	0.035776	0.000280	1.305642	
626000	-306.676498	1	2	0	'0 0 0 0 1 1 0 0 	D	0.604870	0.604870	0.604870	0.604870	2.008693	2.008693	0.604870	0.604870	0.256045	0.267844	0.348198	0.127913	0.857438	
627000	-307.197489	1	2	0	'0 0 0 0 1 1 0 0 	D	0.415776	0.415776	0.415776	0.415776	1.624034	1.624034	0.415776	0.415776	0.267337	0.219018	0.418803	0.094842	1.008721	
628000	-307.134414	1	2	0	'0 0 0 0 1 1 0 0 	D	0.502356	0.502356	0.502356	0.502356	1.570005	1.570005	0.502356	0.502356	0.280720	0.270919	0.339312	0.109050	1.884016	
629000	-307.575859	1	2	0	'0 0 0 0 1 1 0 0 	D	0.521367	0.521367	0.521367	0.521367	1.518133	1.518133	0.521367	0.521367	0.285345	0.285815	0.317149	0.111691	0.823355	
630000	-305.940568	1	2	0	'0 0 0 0 1 1 0 0 	D	0.533115	0.533115	0.533115	0.533115	2.052197	2.052197	0.533115	0.533115	0.252524	0.239045	0.393226	0.115206	1.337202	
631000	-305.947469	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.664946	0.664946	0.664946	0.664946	1.955872	1.955872	0.000000	0.664946	0.427897	0.540575	0.031319	0.000209	1.730798	
632000	-310.189307	1	2	0	'0 0 0 0 0 1 0 0 	D	0.490974	0.490974	0.490974	0.490974	0.490974	3.215493	0.490974	0.490974	0.668462	0.189309	0.124744	0.017486	1.438372	
633000	-310.195436	1	2	1	'0 0 0 0 0 1 Z 0 	D	0.742997	0.742997	0.742997	0.742997	0.742997	3.183998	0.000000	0.742997	0.531954	0.459267	0.008707	0.000072	0.797522	
634000	-310.636506	1	2	0	'0 0 0 0 0 1 0 0 	D	0.465270	0.465270	0.465270	0.465270	0.465270	3.154186	0.465270	0.465270	0.685737	0.173444	0.125538	0.015281	1.209944	
635000	-310.931340	1	2	0	'0 0 1 0 1 1 0 1 	D	0.384693	0.384693	0.979853	0.384693	0.979853	0.979853	0.384693	0.979853	0.162963	0.546046	0.138092	0.152899	0.894682	
636000	-315.753694	1	2	0	'0 0 1 0 1 1 0 1 	D	0.336007	0.336007	0.724442	0.336007	0.724442	0.724442	0.336007	0.724442	0.210577	0.549848	0.120352	0.119222	0.729861	
637000	-310.098472	1	2	0	'0 0 1 0 1 1 0 1 	D	0.311096	0.311096	1.279552	0.311096	1.279552	1.279552	0.311096	1.279552	0.096719	0.517471	0.181144	0.204666	0.465775	
638000	-311.097158	1	2	0	'0 0 1 0 1 1 0 1 	D	0.443906	0.443906	1.364518	0.443906	1.364518	1.364518	0.443906	1.364518	0.122688	0.521131	0.157285	0.198896	1.204147	
639000	-310.473151	1	2	0	'0 0 1 0 1 1 0 1 	D	0.283700	0.283700	1.040210	0.283700	1.040210	1.040210	0.283700	1.040210	0.115802	0.532762	0.173362	0.178073	0.638678	
640000	-307.764928	1	2	0	'0 0 0 0 1 1 0 0 	D	0.359222	0.359222	0.359222	0.359222	1.756443	1.756443	0.359222	0.359222	0.244085	0.169925	0.502633	0.083357	1.471986	
641000	-306.867463	1	2	0	'0 0 0 0 1 1 0 0 	D	0.440816	0.440816	0.440816	0.440816	1.638727	1.638727	0.440816	0.440816	0.270011	0.231910	0.398932	0.099146	1.657873	
642000	-305.751196	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.587880	0.587880	0.587880	0.587880	2.440689	2.440689	0.000000	0.587880	0.440912	0.513854	0.044957	0.000276	0.590378	
643000	-305.537252	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.598169	0.598169	0.598169	0.598169	1.972722	1.972722	0.000000	0.598169	0.441155	0.523792	0.034853	0.000200	1.276789	
644000	-306.507305	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.682887	0.682887	0.682887	0.682887	2.565789	2.565789	0.000000	0.682887	0.422054	0.535851	0.041767	0.000328	1.923397	
645000	-306.001697	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.499361	0.499361	0.499361	0.499361	1.951222	1.951222	0.000000	0.499361	0.463279	0.492913	0.043616	0.000192	1.514640	
646000	-306.304579	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.715470	0.715470	0.715470	0.715470	2.050717	2.050717	0.000000	0.715470	0.418426	0.549622	0.031709	0.000242	1.261805	
647000	-306.388893	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.650104	0.650104	0.650104	0.650104	2.596053	2.596053	0.000000	0.650104	0.427902	0.528140	0.043638	0.000319	1.205099	
648000	-305.787537	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.675114	0.675114	0.675114	0.675114	2.239608	2.239608	0.000000	0.675114	0.424926	0.538185	0.036622	0.000267	1.175093	
649000	-307.234515	1	2	0	'0 0 0 0 1 1 0 0 	D	0.497533	0.497533	0.497533	0.497533	1.552771	1.552771	0.497533	0.497533	0.281817	0.270763	0.339210	0.108210	1.065975	
650000	-305.674838	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.638224	0.638224	0.638224	0.638224	1.987405	1.987405	0.000000	0.638224	0.432954	0.533750	0.033087	0.000210	1.099022	
651000	-309.973292	1	2	0	'0 0 0 0 0 1 0 0 	D	0.508362	0.508362	0.508362	0.508362	0.508362	2.606976	0.508362	0.508362	0.603502	0.231628	0.139110	0.025760	1.178797	
652000	-309.183479	1	2	0	'1 1 1 1 1 0 1 1 	D	0.588645	0.588645	0.588645	0.588645	0.588645	3.024054	0.588645	0.588645	0.572425	0.261435	0.134128	0.032012	1.118015	
653000	-311.128963	1	2	1	'0 1 1 1 0 0 Z 0 	D	1.195836	0.477766	0.477766	0.477766	1.195836	1.195836	0.000000	1.195836	0.610133	0.367983	0.021439	0.000444	0.693528	
654000	-306.097015	1	2	0	'0 0 0 0 1 1 0 0 	D	0.522263	0.522263	0.522263	0.522263	1.832320	1.832320	0.522263	0.522263	0.263931	0.252343	0.370611	0.113115	0.902172	
655000	-306.432583	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.694434	0.694434	0.694434	0.694434	2.507721	2.507721	0.000000	0.694434	0.420275	0.538951	0.040451	0.000323	1.819940	
656000	-305.570837	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.547409	0.547409	0.547409	0.547409	1.982393	1.982393	0.000000	0.547409	0.452099	0.508788	0.038916	0.000197	1.234570	
657000	-306.942866	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.621254	0.621254	0.621254	0.621254	2.752477	2.752477	0.000000	0.621254	0.432604	0.519649	0.047416	0.000331	1.015882	
658000	-307.032667	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.710216	0.710216	0.710216	0.710216	1.794795	1.794795	0.000000	0.710216	0.419989	0.553366	0.026459	0.000187	1.023928	
659000	-305.609566	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.640362	0.640362	0.640362	0.640362	2.032447	2.032447	0.000000	0.640362	0.432362	0.533454	0.033965	0.000219	1.137699	
660000	-306.140760	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.489699	0.489699	0.489699	0.489699	1.940961	1.940961	0.000000	0.489699	0.465612	0.489447	0.044750	0.000191	1.594847	
661000	-305.978875	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.627847	0.627847	0.627847	0.627847	2.501524	2.501524	0.000000	0.627847	0.432616	0.523744	0.043343	0.000297	1.914586	
662000	-305.466843	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.544353	0.544353	0.544353	0.544353	2.189275	2.189275	0.000000	0.544353	0.451593	0.504141	0.044034	0.000231	1.282220	
663000	-306.080878	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.553179	0.553179	0.553179	0.553179	1.803114	1.803114	0.000000	0.553179	0.451654	0.514519	0.033661	0.000165	0.345824	
664000	-306.792555	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.472534	0.472534	0.472534	0.472534	1.805687	1.805687	0.000000	0.472534	0.470652	0.485977	0.043201	0.000169	1.435661	
665000	-307.254997	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.441107	0.441107	0.441107	0.441107	2.391893	2.391893	0.000000	0.441107	0.472885	0.460611	0.066240	0.000264	0.854531	
666000	-305.662061	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.517345	0.517345	0.517345	0.517345	2.072322	2.072322	0.000000	0.517345	0.458347	0.497016	0.044425	0.000212	1.382230	
667000	-306.375694	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.685913	0.685913	0.685913	0.685913	2.514927	2.514927	0.000000	0.685913	0.421749	0.537057	0.040873	0.000321	0.537624	
668000	-305.691879	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.574831	0.574831	0.574831	0.574831	1.902539	1.902539	0.000000	0.574831	0.446435	0.518700	0.034680	0.000185	0.351453	
669000	-306.238320	1	2	0	'0 0 0 0 1 1 0 0 	D	0.544597	0.544597	0.544597	0.544597	2.239145	2.239145	0.544597	0.544597	0.244588	0.231188	0.406967	0.117257	1.637110	
670000	-306.536680	1	2	0	'0 0 0 0 1 1 0 0 	D	0.593704	0.593704	0.593704	0.593704	1.987173	1.987173	0.593704	0.593704	0.257120	0.265921	0.351080	0.125879	1.409994	
671000	-306.598062	1	2	0	'0 0 0 0 1 1 0 0 	D	0.397681	0.397681	0.397681	0.397681	1.910721	1.910721	0.397681	0.397681	0.243209	0.182695	0.483678	0.090418	1.578746	
672000	-305.596012	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.547579	0.547579	0.547579	0.547579	1.968476	1.968476	0.000000	0.547579	0.452135	0.509122	0.038549	0.000195	1.247195	
673000	-305.875399	1	2	0	'1 1 1 1 0 0 1 1 	D	0.521067	0.521067	0.521067	0.521067	2.042799	2.042799	0.521067	0.521067	0.252314	0.234864	0.399780	0.113041	1.419151	
674000	-305.708266	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.667215	0.667215	0.667215	0.667215	2.213908	2.213908	0.000000	0.667215	0.426494	0.536793	0.036453	0.000260	1.301470	
675000	-306.107552	1	2	0	'1 1 1 1 0 0 1 1 	D	0.460094	0.460094	0.460094	0.460094	2.220078	2.220078	0.460094	0.460094	0.237619	0.196579	0.464290	0.101512	1.343135	
676000	-306.751456	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.559407	0.559407	0.559407	0.559407	2.691140	2.691140	0.000000	0.559407	0.445374	0.503077	0.051246	0.000304	1.780362	
677000	-305.204161	1	3	1	'1 2 2 2 0 0 Z 1 	D	0.808027	0.439641	0.439641	0.439641	2.918597	2.918597	0.000000	0.808027	0.558002	0.373852	0.067133	0.001013	0.906516	
678000	-305.971055	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.678636	0.678636	0.678636	0.678636	2.002876	2.002876	0.000000	0.678636	0.425182	0.542755	0.031841	0.000222	0.828031	
679000	-306.623675	1	2	0	'1 1 1 1 0 0 1 1 	D	0.480443	0.480443	0.480443	0.480443	1.656053	1.656053	0.480443	0.480443	0.272918	0.250728	0.370569	0.105785	0.901214	
680000	-307.319303	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.461667	0.461667	0.461667	0.461667	1.728884	1.728884	0.000000	0.461667	0.473851	0.483697	0.042296	0.000157	1.958851	
681000	-307.035752	1	2	0	'1 1 1 1 0 0 1 1 	D	0.445732	0.445732	0.445732	0.445732	1.601154	1.601154	0.445732	0.445732	0.273601	0.238767	0.387646	0.099985	1.144132	
682000	-310.408162	1	2	0	'1 1 1 1 0 0 1 1 	D	0.379483	0.379483	0.379483	0.379483	2.870232	2.870232	0.379483	0.379483	0.196497	0.132459	0.587827	0.083217	1.823802	
683000	-306.195486	1	2	0	'1 1 1 1 0 0 1 1 	D	0.470987	0.470987	0.470987	0.470987	2.277657	2.277657	0.470987	0.470987	0.236502	0.198551	0.461501	0.103447	1.228601	
684000	-306.644990	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.553145	0.553145	0.553145	0.553145	1.692151	1.692151	0.000000	0.553145	0.452063	0.517306	0.030486	0.000145	1.673008	
685000	-305.400616	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.555971	0.555971	0.555971	0.555971	2.135536	2.135536	0.000000	0.555971	0.449368	0.508674	0.041734	0.000224	1.393483	
686000	-306.281259	1	2	0	'1 1 1 1 0 0 1 1 	D	0.489722	0.489722	0.489722	0.489722	2.323718	2.323718	0.489722	0.489722	0.236775	0.204461	0.451865	0.106899	1.674291	
687000	-306.301075	1	2	0	'1 1 1 1 0 0 1 1 	D	0.569204	0.569204	0.569204	0.569204	2.149817	2.149817	0.569204	0.569204	0.249326	0.245708	0.383204	0.121762	1.756522	
688000	-307.290736	1	2	0	'0 0 0 0 1 1 0 0 	D	0.480114	0.480114	0.480114	0.480114	1.542013	1.542013	0.480114	0.480114	0.281633	0.263693	0.349243	0.105430	1.849101	
689000	-305.585353	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.597138	0.597138	0.597138	0.597138	1.949935	1.949935	0.000000	0.597138	0.441466	0.523958	0.034381	0.000196	1.420311	
690000	-306.126254	1	2	0	'0 0 0 0 1 1 0 0 	D	0.433690	0.433690	0.433690	0.433690	2.108272	2.108272	0.433690	0.433690	0.238958	0.189852	0.474434	0.096756	1.068307	
691000	-306.468364	1	2	0	'0 0 0 0 1 1 0 0 	D	0.571624	0.571624	0.571624	0.571624	2.240254	2.240254	0.571624	0.571624	0.245565	0.240767	0.391431	0.122237	1.577007	
692000	-306.927132	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.731476	0.731476	0.731476	0.731476	1.889829	1.889829	0.000000	0.731476	0.416109	0.555641	0.028037	0.000213	1.978009	
693000	-307.067080	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.599157	0.599157	0.599157	0.599157	2.780584	2.780584	0.000000	0.599157	0.436789	0.513666	0.049218	0.000327	1.567623	
694000	-305.548961	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.606023	0.606023	0.606023	0.606023	2.347028	2.347028	0.000000	0.606023	0.437728	0.519954	0.042052	0.000266	1.145379	
695000	-306.128725	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.571622	0.571622	0.571622	0.571622	2.551359	2.551359	0.000000	0.571622	0.443640	0.507999	0.048072	0.000289	0.808012	
696000	-306.444550	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.493023	0.493023	0.493023	0.493023	2.448851	2.448851	0.000000	0.493023	0.461179	0.482616	0.055938	0.000266	1.702806	
697000	-309.683288	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.406274	0.406274	0.406274	0.406274	2.735691	2.735691	0.000000	0.406274	0.476940	0.440127	0.082627	0.000306	1.061091	
698000	-305.669559	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.536328	0.536328	0.536328	0.536328	1.959722	1.959722	0.000000	0.536328	0.454713	0.505684	0.039410	0.000193	1.083019	
699000	-306.198356	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.712563	0.712563	0.712563	0.712563	2.109528	2.109528	0.000000	0.712563	0.418736	0.548072	0.032939	0.000254	0.776445	
700000	-306.177843	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.537857	0.537857	0.537857	0.537857	1.794661	1.794661	0.000000	0.537857	0.455190	0.509935	0.034711	0.000164	1.657583	
701000	-305.829884	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.549424	0.549424	0.549424	0.549424	2.425624	2.425624	0.000000	0.549424	0.449058	0.502585	0.048090	0.000267	0.814418	
702000	-305.360822	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.600389	0.600389	0.600389	0.600389	2.138796	2.138796	0.000000	0.600389	0.439933	0.521456	0.038381	0.000230	0.836197	
703000	-305.935992	1	2	0	'1 1 1 1 0 0 1 1 	D	0.532261	0.532261	0.532261	0.532261	2.053959	2.053959	0.532261	0.532261	0.252393	0.238580	0.393974	0.115053	1.603328	
704000	-306.512431	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.543135	0.543135	0.543135	0.543135	1.721151	1.721151	0.000000	0.543135	0.454268	0.513479	0.032103	0.000150	1.382087	
705000	-305.976070	1	2	0	'1 1 1 1 0 0 1 1 	D	0.445204	0.445204	0.445204	0.445204	1.960438	1.960438	0.445204	0.445204	0.248961	0.205650	0.446042	0.099347	0.776167	
706000	-308.483009	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.384863	0.384863	0.384863	0.384863	2.104407	2.104407	0.000000	0.384863	0.486709	0.431950	0.081095	0.000246	1.510424	
707000	-305.713846	1	3	0	'2 1 1 1 0 0 1 2 	D	1.106158	0.531873	0.531873	0.531873	2.278517	2.278517	0.531873	1.106158	0.287451	0.198782	0.312333	0.201434	0.985084	
708000	-308.122138	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.583304	0.583304	0.583304	0.583304	1.500271	1.500271	0.000000	0.583304	0.445575	0.531144	0.023169	0.000111	1.621643	
709000	-306.109289	1	2	0	'1 1 1 1 0 0 1 1 	D	0.524187	0.524187	0.524187	0.524187	2.231918	2.231918	0.524187	0.524187	0.243700	0.223790	0.419018	0.113492	1.339310	
710000	-304.502504	1	3	1	'1 1 1 1 0 2 Z 1 	D	0.563301	0.563301	0.563301	0.563301	1.990386	2.698955	0.000000	0.563301	0.463275	0.493126	0.043336	0.000263	1.844861	
711000	-307.550567	1	3	1	'1 1 1 1 0 2 Z 1 	D	0.703386	0.703386	0.703386	0.703386	2.157026	3.860486	0.000000	0.703386	0.449127	0.516992	0.033553	0.000328	1.504510	
712000	-305.910839	1	2	0	'1 1 1 1 0 0 1 1 	D	0.453598	0.453598	0.453598	0.453598	1.982392	1.982392	0.453598	0.453598	0.248910	0.208370	0.441867	0.100853	0.521588	
713000	-306.286973	1	2	0	'1 1 1 1 0 0 1 1 	D	0.462645	0.462645	0.462645	0.462645	1.746932	1.746932	0.462645	0.462645	0.264775	0.232568	0.399831	0.102826	1.046673	
714000	-306.038245	1	2	0	'1 1 1 1 0 0 1 1 	D	0.519489	0.519489	0.519489	0.519489	1.852716	1.852716	0.519489	0.519489	0.262583	0.249351	0.375397	0.112668	0.616380	
715000	-306.035258	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.681331	0.681331	0.681331	0.681331	1.984936	1.984936	0.000000	0.681331	0.424743	0.543663	0.031375	0.000219	1.408355	
716000	-306.529950	1	2	0	'1 1 1 1 0 0 1 1 	D	0.399900	0.399900	0.399900	0.399900	2.041494	2.041494	0.399900	0.399900	0.235890	0.175325	0.498453	0.090332	1.386811	
717000	-307.065300	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.586901	0.586901	0.586901	0.586901	2.776884	2.776884	0.000000	0.586901	0.439261	0.510352	0.050065	0.000322	1.613266	
718000	-306.088898	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.594679	0.594679	0.594679	0.594679	1.798357	1.798357	0.000000	0.594679	0.442544	0.526510	0.030779	0.000167	1.398273	
719000	-306.761286	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.687772	0.687772	0.687772	0.687772	2.626754	2.626754	0.000000	0.687772	0.420903	0.536270	0.042486	0.000341	0.597844	
720000	-305.556287	1	2	1	'1 1 1 1 0 0 Z 1 	D	0.573364	0.573364	0.573364	0.573364	1.956435	1.956435	0.000000	0.573364	0.446514	0.517168	0.036124	0.000194	1.300157	
721000	-305.105903	1	3	1	'1 1 1 1 0 2 Z 1 	D	0.497924	0.497924	0.497924	0.497924	1.626012	2.177635	0.000000	0.497924	0.480907	0.474515	0.044376	0.000202	1.675121	
722000	-311.823908	1	2	0	'0 0 0 0 0 1 0 0 	D	0.699318	0.699318	0.699318	0.699318	0.699318	4.148751	0.699318	0.699318	0.553900	0.291655	0.117798	0.036647	1.413870	
723000	-309.489383	1	2	0	'0 0 0 0 0 1 0 0 	D	0.553239	0.553239	0.553239	0.553239	0.553239	2.625115	0.553239	0.553239	0.565865	0.263102	0.138858	0.032176	1.439553	
724000	-306.624917	1	2	0	'0 0 0 0 1 1 0 0 	D	0.601468	0.601468	0.601468	0.601468	2.071326	2.071326	0.601468	0.601468	0.253174	0.261996	0.357358	0.127471	1.858384	
725000	-306.431151	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.686152	0.686152	0.686152	0.686152	1.867608	1.867608	0.000000	0.686152	0.424186	0.546921	0.028696	0.000196	1.363523	
726000	-305.575132	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.633399	0.633399	0.633399	0.633399	2.309305	2.309305	0.000000	0.633399	0.432496	0.527467	0.039770	0.000267	1.257386	
727000	-307.929334	1	2	0	'0 0 0 0 1 1 0 0 	D	0.536705	0.536705	0.536705	0.536705	1.485978	1.485978	0.536705	0.536705	0.288029	0.296470	0.301751	0.113750	0.451902	
728000	-307.611459	1	2	0	'0 0 0 0 1 1 0 0 	D	0.581701	0.581701	0.581701	0.581701	1.597888	1.597888	0.581701	0.581701	0.279529	0.299799	0.298945	0.121727	1.823465	
729000	-309.060763	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.833263	0.833263	0.833263	0.833263	2.714252	2.714252	0.000000	0.833263	0.397624	0.561663	0.040265	0.000449	1.341625	
730000	-305.584267	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.537165	0.537165	0.537165	0.537165	2.006115	2.006115	0.000000	0.537165	0.454265	0.505021	0.040513	0.000201	1.525704	
731000	-306.630981	1	2	0	'1 1 1 1 0 0 1 1 	D	0.589957	0.589957	0.589957	0.589957	2.219947	2.219947	0.589957	0.589957	0.246752	0.248142	0.379507	0.125598	1.214244	
732000	-305.541203	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.605470	0.605470	0.605470	0.605470	1.979558	1.979558	0.000000	0.605470	0.439606	0.525613	0.034579	0.000202	1.189227	
733000	-310.743559	1	2	0	'0 0 0 0 0 1 0 0 	D	0.586080	0.586080	0.586080	0.586080	0.586080	2.073286	0.586080	0.586080	0.473181	0.342950	0.134932	0.048938	1.283579	
734000	-305.904577	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.554911	0.554911	0.554911	0.554911	2.462312	2.462312	0.000000	0.554911	0.447668	0.503891	0.048168	0.000273	1.387207	
735000	-306.147955	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.709466	0.709466	0.709466	0.709466	2.126342	2.126342	0.000000	0.709466	0.419217	0.547178	0.033350	0.000256	0.765750	
736000	-306.013354	1	2	0	'0 0 0 0 1 1 0 0 	D	0.477203	0.477203	0.477203	0.477203	2.207637	2.207637	0.477203	0.477203	0.240424	0.205245	0.449552	0.104779	1.138519	
737000	-305.903473	1	2	1	'0 0 0 0 1 1 Z 0 	D	0.564942	0.564942	0.564942	0.564942	2.476394	2.476394	0.000000	0.564942	0.445468	0.506799	0.047457	0.000277	0.742088	
738000	-306.622131	1	2	0	'0 0 0 0 1 1 0 0 	D	0.487146	0.487146	0.487146	0.487146	1.656322	1.656322	0.487146	0.487146	0.273409	0.253947	0.365755	0.106889	0.884991	
