Default schedule
Rate	44.44
Est Data	55.56
Rate Tried	% Accepted	Est Data Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
472	0.415254	528	0.532197	9.280260	0	0.000000	0.477000	0.447373	
455	0.331868	545	0.552294	9.280260	0	0.000000	0.452000	0.447380	
444	0.457207	556	0.546763	9.280260	0	0.000000	0.507000	0.447469	
450	0.502222	550	0.529091	9.280260	0	0.000000	0.517000	0.447572	
469	0.422175	531	0.532957	9.280260	0	0.000000	0.481000	0.447622	
445	0.143820	555	0.533333	9.280260	0	0.000000	0.360000	0.447492	
447	0.422819	553	0.509946	9.280260	0	0.000000	0.471000	0.447527	
466	0.334764	534	0.511236	9.280260	0	0.000000	0.429000	0.447499	
411	0.116788	589	0.543294	9.280260	0	0.000000	0.368000	0.447382	
458	0.104803	542	0.512915	9.280260	0	0.000000	0.326000	0.447203	
441	0.326531	559	0.572451	9.280260	0	0.000000	0.464000	0.447228	
434	0.359447	566	0.542403	9.280260	0	0.000000	0.463000	0.447251	
404	0.477723	596	0.541946	9.280260	0	0.000000	0.516000	0.447352	
462	0.400433	538	0.570632	9.280260	0	0.000000	0.492000	0.447417	
408	0.401961	592	0.562500	9.280260	0	0.000000	0.497000	0.447490	
421	0.491686	579	0.550950	9.280260	0	0.000000	0.526000	0.447605	
432	0.506944	568	0.547535	9.280260	0	0.000000	0.530000	0.447725	
453	0.441501	547	0.542962	9.280260	0	0.000000	0.497000	0.447797	
455	0.406593	545	0.515596	9.280260	0	0.000000	0.466000	0.447823	
445	0.424719	555	0.509910	9.280260	0	0.000000	0.472000	0.447858	
437	0.400458	563	0.543517	9.280260	0	0.000000	0.481000	0.447906	
457	0.332604	543	0.511971	9.280260	0	0.000000	0.430000	0.447881	
468	0.420940	532	0.528195	9.280260	0	0.000000	0.478000	0.447924	
440	0.515909	560	0.512500	9.280260	0	0.000000	0.514000	0.448020	
459	0.315904	541	0.517560	9.280260	0	0.000000	0.425000	0.447986	
453	0.494481	547	0.612431	9.280260	0	0.000000	0.559000	0.448146	
407	0.321867	593	0.534570	9.280260	0	0.000000	0.448000	0.448146	
408	0.313725	592	0.535473	9.280260	0	0.000000	0.445000	0.448142	
439	0.343964	561	0.547237	9.280260	0	0.000000	0.458000	0.448156	
443	0.426637	557	0.518851	9.280260	0	0.000000	0.478000	0.448198	
449	0.423163	551	0.517241	9.280260	0	0.000000	0.475000	0.448237	
434	0.288018	566	0.531802	9.280260	0	0.000000	0.426000	0.448205	
463	0.233261	537	0.545624	9.280260	0	0.000000	0.401000	0.448138	
450	0.386667	550	0.512727	9.280260	0	0.000000	0.456000	0.448149	
437	0.356979	563	0.518650	9.280260	0	0.000000	0.448000	0.448149	
457	0.422319	543	0.535912	9.280260	0	0.000000	0.484000	0.448200	
451	0.365854	549	0.586521	9.280260	0	0.000000	0.487000	0.448255	
444	0.331081	556	0.523381	9.280260	0	0.000000	0.438000	0.448240	
437	0.242563	563	0.474245	9.280260	0	0.000000	0.373000	0.448134	
449	0.158129	551	0.544465	9.280260	0	0.000000	0.371000	0.448025	
439	0.261959	561	0.532977	9.280260	0	0.000000	0.414000	0.447977	
424	0.238208	576	0.592014	9.280260	0	0.000000	0.442000	0.447968	
445	0.393258	555	0.596396	9.280260	0	0.000000	0.506000	0.448050	
419	0.417661	581	0.500861	9.280260	0	0.000000	0.466000	0.448075	
415	0.200000	585	0.500855	9.280260	0	0.000000	0.376000	0.447974	
451	0.359202	549	0.495446	9.280260	0	0.000000	0.434000	0.447955	
438	0.374429	562	0.524911	9.280260	0	0.000000	0.459000	0.447970	
445	0.397753	555	0.524324	9.280260	0	0.000000	0.468000	0.447998	
453	0.211921	547	0.557587	9.280260	0	0.000000	0.401000	0.447932	
409	0.239609	591	0.566836	9.280260	0	0.000000	0.433000	0.447912	
456	0.442982	544	0.525735	9.280260	0	0.000000	0.488000	0.447967	
431	0.468677	569	0.551845	9.280260	0	0.000000	0.516000	0.448062	
442	0.298643	558	0.494624	9.280260	0	0.000000	0.408000	0.448006	
455	0.270330	545	0.587156	9.280260	0	0.000000	0.443000	0.447999	
439	0.150342	561	0.550802	9.280260	0	0.000000	0.375000	0.447898	
427	0.393443	573	0.549738	9.280260	0	0.000000	0.483000	0.447947	
