Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
955000	-464.047920	1	284	0.584943	0.039074	0.584943	0.584943	0.584943	0.584943	0.584943	0.000000	1	0.244797	0.250026	0.250091	0.255085	0.311033	0.759621	0.009615	0.320017	0.582635	0.761450	0.622631	0.575117	
956000	-466.113680	1	518	0.594701	0.047340	0.594701	0.594701	0.594701	0.594701	0.594701	0.000000	0	0.245820	0.250061	0.249968	0.254151	0.166530	0.268252	0.059020	0.084207	0.492496	0.896100	0.740662	0.335131	
957000	-465.145479	1	606	0.771723	0.023154	0.771723	0.771723	0.771723	0.771723	0.771723	0.023154	1	0.247337	0.249995	0.250006	0.252662	0.480447	0.982021	0.881015	0.155551	0.456771	0.629437	0.008189	0.193449	
958000	-465.697232	1	181	0.709484	0.000000	0.709484	0.709484	0.000000	0.709484	0.709484	0.027670	1	0.251207	0.254821	0.236017	0.257955	0.900118	0.226634	0.095086	0.546718	0.746909	0.132524	0.324776	0.770554	
959000	-465.564087	1	726	0.587536	0.006631	0.587536	0.587536	0.000000	0.587536	0.587536	0.006631	1	0.248021	0.260918	0.217736	0.273325	0.926423	0.080500	0.074226	0.853399	0.718018	0.534511	0.374470	0.650549	
960000	-463.875446	1	640	0.682743	0.047978	0.682743	0.682743	0.682743	0.682743	0.682743	0.000000	1	0.248095	0.249990	0.250028	0.251887	0.033232	0.610494	0.383711	0.338252	0.963494	0.905757	0.888478	0.819606	
961000	-465.902196	1	947	0.623080	0.000000	0.623080	0.623080	0.000000	0.623080	0.623080	0.019280	1	0.247944	0.258026	0.226586	0.267444	0.155398	0.968534	0.054831	0.050321	0.576121	0.081769	0.906039	0.971835	
962000	-465.233299	1	945	0.568595	0.020144	0.568595	0.568595	0.000000	0.568595	0.568595	0.020144	1	0.252756	0.265316	0.206527	0.275402	0.477141	0.241788	0.002702	0.475278	0.494878	0.741888	0.021417	0.465400	
963000	-463.840204	1	586	0.615000	0.039810	0.615000	0.615000	0.615000	0.615000	0.615000	0.000000	1	0.246187	0.249993	0.250108	0.253712	0.698714	0.742761	0.324546	0.574535	0.457978	0.087992	0.307194	0.051474	
964000	-464.942551	1	832	0.701552	0.000000	0.701552	0.701552	0.701552	0.701552	0.701552	0.037845	1	0.242062	0.250014	0.250067	0.257857	0.441320	0.777487	0.117304	0.685622	0.407047	0.347299	0.692314	0.244039	
965000	-463.812460	1	938	0.630587	0.061187	0.630587	0.630587	0.630587	0.630587	0.630587	0.000000	1	0.246751	0.250034	0.249893	0.253322	0.165636	0.293765	0.482022	0.089993	0.231656	0.139104	0.573175	0.920375	
966000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.117775	0.790219	0.359063	0.009470	0.400412	0.148000	0.016101	0.542290	
967000	-464.988660	1	110	0.694834	0.000000	0.694834	0.694834	0.694834	0.694834	0.694834	0.050366	1	0.242079	0.250051	0.250035	0.257835	0.127986	0.043887	0.548892	0.221875	0.231720	0.000703	0.156863	0.888965	
968000	-465.056191	1	46	0.524039	0.048394	0.524039	0.524039	0.524039	0.524039	0.524039	0.000000	1	0.240307	0.250434	0.249137	0.260122	0.363017	0.124326	0.157167	0.484028	0.809710	0.884081	0.485909	0.201515	
969000	-464.675114	1	931	0.627320	0.092020	0.627320	0.627320	0.627320	0.627320	0.627320	0.000000	1	0.246525	0.250054	0.249732	0.253690	0.235151	0.740218	0.348778	0.017215	0.543581	0.603274	0.543348	0.437206	
970000	-466.572366	1	830	0.548422	0.011723	0.548422	0.548422	0.000000	0.011723	0.548422	0.011723	1	0.306353	0.337016	0.000197	0.356434	0.299353	0.122074	0.321919	0.514831	0.286162	0.804131	0.406077	0.006828	
971000	-464.301757	1	35	0.560434	0.051306	0.560434	0.560434	0.560434	0.560434	0.560434	0.000000	1	0.243323	0.250190	0.249619	0.256868	0.856453	0.991866	0.205893	0.227490	0.170041	0.299359	0.945356	0.080240	
972000	-464.185710	1	211	0.701988	0.069281	0.701988	0.701988	0.701988	0.701988	0.701988	0.000000	1	0.248419	0.249999	0.249969	0.251613	0.893973	0.092418	0.942577	0.425037	0.384537	0.020783	0.653420	0.143179	
973000	-464.631950	1	238	0.678032	0.020921	0.678032	0.678032	0.678032	0.000000	0.678032	0.020921	1	0.258699	0.268249	0.197363	0.275689	0.084737	0.214293	0.254460	0.838099	0.508896	0.241012	0.417545	0.776538	
974000	-464.090584	1	990	0.636773	0.074756	0.636773	0.636773	0.636773	0.636773	0.636773	0.000000	1	0.246917	0.250038	0.249839	0.253207	0.952565	0.981525	0.448446	0.810694	0.143263	0.325785	0.623657	0.642283	
975000	-464.486478	1	23	0.692900	0.029246	0.692900	0.692900	0.692900	0.692900	0.692900	0.000000	1	0.248250	0.249953	0.250163	0.251634	0.221427	0.219861	0.765090	0.602693	0.332503	0.278109	0.469237	0.735212	
976000	-463.766790	1	897	0.645193	0.042730	0.645193	0.645193	0.645193	0.645193	0.645193	0.000000	1	0.247208	0.249989	0.250069	0.252735	0.873701	0.309975	0.080109	0.129953	0.383063	0.006462	0.313888	0.093070	
977000	-464.047920	1	284	0.584943	0.039074	0.584943	0.584943	0.584943	0.584943	0.584943	0.000000	1	0.244797	0.250026	0.250091	0.255085	0.213608	0.271137	0.815008	0.076213	0.012445	0.620744	0.970972	0.663728	
978000	-465.500687	1	681	0.596115	0.054979	0.596115	0.596115	0.596115	0.054979	0.596115	0.000000	1	0.242442	0.276529	0.171993	0.309035	0.494406	0.739426	0.738762	0.126198	0.893212	0.541371	0.851543	0.295507	
979000	-464.724935	1	142	0.680622	0.093507	0.680622	0.680622	0.680622	0.680622	0.680622	0.000000	1	0.247988	0.250008	0.249898	0.252106	0.535540	0.638052	0.585791	0.322523	0.405963	0.530448	0.193536	0.059189	
980000	-464.289663	1	223	0.705446	0.073096	0.705446	0.705446	0.705446	0.705446	0.705446	0.000000	1	0.248469	0.249999	0.249964	0.251568	0.361547	0.481513	0.800530	0.919577	0.771803	0.399696	0.101701	0.021470	
981000	-466.541395	1	421	0.586891	0.036821	0.586891	0.586891	0.586891	0.586891	0.586891	0.000000	0	0.245434	0.250003	0.250216	0.254347	0.146135	0.470401	0.474802	0.270990	0.122054	0.705660	0.503308	0.098469	
982000	-464.640605	1	118	0.725208	0.080558	0.725208	0.725208	0.725208	0.725208	0.725208	0.000000	1	0.248735	0.249997	0.249968	0.251301	0.415382	0.362414	0.525224	0.004283	0.564971	0.158210	0.395054	0.524653	
983000	-464.836140	1	985	0.585315	0.087092	0.585315	0.585315	0.585315	0.585315	0.585315	0.000000	1	0.244660	0.250156	0.249441	0.255743	0.816959	0.619407	0.493785	0.325948	0.807895	0.140599	0.428737	0.798768	
984000	-466.000241	1	683	0.811205	0.088989	0.811205	0.811205	0.811205	0.811205	0.811205	0.000000	1	0.249447	0.249995	0.249990	0.250567	0.995139	0.757963	0.061604	0.426370	0.399392	0.190735	0.133958	0.196544	
985000	-466.870006	1	808	0.620740	0.017076	0.620740	0.620740	0.620740	0.000000	0.620740	0.017076	0	0.259876	0.274919	0.177775	0.287430	0.335216	0.732722	0.010815	0.392367	0.990884	0.675152	0.010414	0.286312	
986000	-463.739915	1	975	0.636653	0.055730	0.636653	0.636653	0.636653	0.636653	0.636653	0.000000	1	0.246955	0.250021	0.249945	0.253079	0.430924	0.829941	0.781202	0.496122	0.400029	0.740382	0.101457	0.071842	
987000	-463.970889	1	668	0.603970	0.036292	0.603970	0.603970	0.603970	0.603970	0.603970	0.000000	1	0.245714	0.249979	0.250187	0.254120	0.776080	0.392131	0.618303	0.515832	0.832099	0.620557	0.678593	0.159217	
988000	-463.860841	1	411	0.638525	0.037564	0.638525	0.638525	0.638525	0.638525	0.638525	0.000000	1	0.247000	0.249972	0.250139	0.252889	0.340388	0.488679	0.776891	0.098554	0.619599	0.733665	0.036513	0.298963	
989000	-463.789866	1	905	0.608495	0.049830	0.608495	0.608495	0.608495	0.608495	0.608495	0.000000	1	0.245936	0.250041	0.249937	0.254085	0.427814	0.569947	0.921369	0.221582	0.354916	0.269765	0.603954	0.490504	
990000	-465.010355	1	426	0.690273	0.000000	0.690273	0.690273	0.690273	0.690273	0.690273	0.052867	1	0.241879	0.250059	0.250030	0.258032	0.257865	0.120146	0.231294	0.709527	0.900041	0.908992	0.885241	0.611729	
991000	-463.881240	1	518	0.594701	0.047340	0.594701	0.594701	0.594701	0.594701	0.594701	0.000000	1	0.245314	0.250057	0.249930	0.254699	0.546306	0.292384	0.105926	0.095026	0.153585	0.026057	0.941054	0.275320	
992000	-465.779358	1	390	0.615997	0.000000	0.615997	0.615997	0.034098	0.615997	0.615997	0.034098	1	0.252181	0.258648	0.225374	0.263797	0.705027	0.612165	0.539136	0.768387	0.003306	0.308173	0.822936	0.748579	
993000	-465.317199	1	123	0.555798	0.000000	0.555798	0.555798	0.555798	0.555798	0.555798	0.026161	1	0.224258	0.249769	0.250194	0.275780	0.271745	0.596999	0.747332	0.626817	0.451907	0.135866	0.178783	0.574705	
994000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.499697	0.109781	0.676789	0.454705	0.074939	0.252702	0.720125	0.688496	
995000	-465.929102	1	822	0.808972	0.010222	0.808972	0.808972	0.010222	0.808972	0.808972	0.010222	1	0.249154	0.250925	0.247279	0.252642	0.614157	0.952850	0.186171	0.550818	0.269261	0.557111	0.439919	0.851914	
996000	-464.182651	1	453	0.643366	0.014764	0.643366	0.643366	0.643366	0.643366	0.643366	0.014764	1	0.241637	0.249934	0.250113	0.258315	0.478475	0.583147	0.620231	0.551735	0.125660	0.002031	0.837056	0.676916	
997000	-463.880357	1	612	0.674718	0.060915	0.674718	0.674718	0.674718	0.674718	0.674718	0.000000	1	0.247930	0.250003	0.249969	0.252098	0.632333	0.008775	0.273434	0.678864	0.025000	0.765866	0.688319	0.634128	
998000	-463.901255	1	207	0.604646	0.059813	0.604646	0.604646	0.604646	0.604646	0.604646	0.000000	1	0.245758	0.250073	0.249808	0.254361	0.175881	0.591808	0.028120	0.471590	0.999371	0.587913	0.390790	0.132775	
999000	-465.112715	1	213	0.786767	0.053178	0.786767	0.786767	0.786767	0.786767	0.786767	0.000000	1	0.249309	0.249993	0.250007	0.250691	0.381343	0.618864	0.818622	0.693463	0.545425	0.277279	0.432528	0.210507	
1000000	-463.967125	1	292	0.592709	0.057909	0.592709	0.592709	0.592709	0.592709	0.592709	0.000000	1	0.245206	0.250097	0.249764	0.254933	0.822096	0.757381	0.413237	0.605994	0.761672	0.676998	0.944218	0.703667	
1001000	-464.631950	1	238	0.678032	0.020921	0.678032	0.678032	0.678032	0.000000	0.678032	0.020921	1	0.258699	0.268249	0.197363	0.275689	0.979819	0.076807	0.536232	0.348986	0.698145	0.139317	0.434482	0.088657	
1002000	-464.025489	1	188	0.619710	0.070185	0.619710	0.619710	0.619710	0.619710	0.619710	0.000000	1	0.246340	0.250058	0.249797	0.253805	0.466711	0.862518	0.371993	0.074052	0.369075	0.248633	0.495676	0.835736	
1003000	-464.093411	1	815	0.601734	0.016529	0.601734	0.601734	0.601734	0.601734	0.601734	0.016529	1	0.238393	0.249956	0.249986	0.261665	0.822726	0.519938	0.886093	0.484262	0.409708	0.872557	0.557867	0.056170	
1004000	-464.001598	1	877	0.582998	0.051837	0.582998	0.582998	0.582998	0.582998	0.582998	0.000000	1	0.244711	0.250105	0.249793	0.255391	0.357625	0.076732	0.320566	0.783885	0.164276	0.387186	0.275731	0.497467	
1005000	-465.289952	1	330	0.724867	0.101709	0.724867	0.724867	0.724867	0.724867	0.724867	0.000000	1	0.248700	0.249996	0.249947	0.251357	0.618272	0.790165	0.576122	0.608353	0.054690	0.417400	0.025440	0.582368	
1006000	-464.053098	1	996	0.663564	0.028012	0.663564	0.663564	0.663564	0.663564	0.663564	0.028012	1	0.243665	0.250015	0.249918	0.256401	0.628257	0.482195	0.916861	0.640991	0.814040	0.502450	0.991074	0.899307	
1007000	-464.286883	1	988	0.666875	0.016461	0.666875	0.666875	0.000000	0.666875	0.666875	0.016461	1	0.252072	0.257631	0.227918	0.262380	0.715344	0.278313	0.069900	0.253593	0.133511	0.329969	0.227293	0.246257	
1008000	-463.737309	1	625	0.649834	0.054332	0.649834	0.649834	0.649834	0.649834	0.649834	0.000000	1	0.247340	0.250009	0.249975	0.252676	0.900212	0.167329	0.100071	0.900827	0.536709	0.574612	0.344157	0.227266	
1009000	-464.446338	1	491	0.662209	0.019815	0.662209	0.662209	0.000000	0.662209	0.662209	0.019815	1	0.252810	0.258313	0.226123	0.262754	0.283551	0.154545	0.306431	0.912562	0.271999	0.470651	0.390000	0.900044	
1010000	-464.043331	1	627	0.648974	0.028874	0.648974	0.648974	0.648974	0.648974	0.648974	0.028874	1	0.242899	0.250027	0.249877	0.257197	0.992774	0.635237	0.851643	0.525851	0.174023	0.707894	0.533012	0.068110	
1011000	-464.599985	1	276	0.732798	0.026484	0.732798	0.732798	0.732798	0.732798	0.732798	0.026484	1	0.246404	0.249998	0.249991	0.253606	0.025183	0.687108	0.760247	0.125371	0.019213	0.673007	0.250526	0.666370	
1012000	-464.041918	1	616	0.588648	0.037738	0.588648	0.588648	0.588648	0.588648	0.588648	0.000000	1	0.244987	0.250009	0.250138	0.254867	0.114268	0.927108	0.139854	0.136994	0.899847	0.104063	0.177878	0.981861	
1013000	-464.215604	1	177	0.596463	0.030875	0.596463	0.596463	0.596463	0.596463	0.596463	0.000000	1	0.245329	0.249930	0.250381	0.254360	0.999748	0.225033	0.468086	0.525295	0.820931	0.530263	0.971769	0.046321	
1014000	-464.492969	1	461	0.632734	0.009790	0.632734	0.632734	0.632734	0.009790	0.632734	0.009790	1	0.259114	0.271777	0.185866	0.283243	0.100122	0.846935	0.277960	0.526809	0.112267	0.178416	0.974603	0.934529	
1015000	-463.880357	1	612	0.674718	0.060915	0.674718	0.674718	0.674718	0.674718	0.674718	0.000000	1	0.247930	0.250003	0.249969	0.252098	0.728145	0.816807	0.441936	0.539767	0.077660	0.710949	0.838273	0.600064	
1016000	-467.160614	1	293	0.606868	0.042211	0.606868	0.606868	0.606868	0.042211	0.606868	0.000000	0	0.248324	0.274833	0.177073	0.299770	0.403462	0.227813	0.132480	0.892698	0.256256	0.013364	0.876863	0.529668	
1017000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.776756	0.310693	0.602209	0.508633	0.655089	0.726545	0.045598	0.608372	
1018000	-466.308613	1	187	0.845283	0.027059	0.845283	0.845283	0.845283	0.000000	0.845283	0.000000	1	0.252876	0.255920	0.232542	0.258661	0.369823	0.028601	0.035210	0.234955	0.221779	0.494244	0.703470	0.796090	
1019000	-463.733486	1	672	0.653331	0.049548	0.653331	0.653331	0.653331	0.653331	0.653331	0.000000	1	0.247435	0.250000	0.250011	0.252555	0.519903	0.864288	0.724536	0.517404	0.824972	0.980917	0.433685	0.998402	
1020000	-464.207068	1	179	0.693773	0.026971	0.693773	0.693773	0.693773	0.693773	0.693773	0.026971	1	0.245034	0.250003	0.249966	0.254996	0.782669	0.589299	0.821924	0.448399	0.322259	0.939422	0.698615	0.857741	
1021000	-464.132452	1	373	0.704437	0.041638	0.704437	0.704437	0.704437	0.704437	0.704437	0.000000	1	0.248462	0.249983	0.250054	0.251502	0.732694	0.906234	0.747204	0.474442	0.656024	0.301247	0.982594	0.874267	
1022000	-465.381167	1	541	0.594752	0.000000	0.594752	0.594752	0.594752	0.594752	0.594752	0.019210	1	0.229955	0.249600	0.250833	0.269611	0.934454	0.065559	0.454029	0.891317	0.576515	0.664580	0.648447	0.494604	
1023000	-463.931457	1	5	0.621511	0.035451	0.621511	0.621511	0.621511	0.621511	0.621511	0.000000	1	0.246419	0.249965	0.250195	0.253421	0.261715	0.943482	0.430844	0.928673	0.753679	0.805156	0.722554	0.900880	
1024000	-464.233652	1	289	0.675216	0.031335	0.675216	0.675216	0.675216	0.675216	0.675216	0.000000	1	0.247917	0.249953	0.250173	0.251957	0.396312	0.312158	0.625704	0.667152	0.601635	0.487701	0.621053	0.475961	
1025000	-464.877504	1	904	0.591640	0.000000	0.591640	0.591640	0.591640	0.591640	0.591640	0.047598	1	0.232245	0.250150	0.249787	0.267818	0.828789	0.616256	0.266851	0.517305	0.026865	0.750786	0.073917	0.754523	
1026000	-464.085147	1	537	0.686671	0.069550	0.686671	0.686671	0.686671	0.686671	0.686671	0.000000	1	0.248156	0.250003	0.249955	0.251886	0.712879	0.877334	0.827750	0.716502	0.551872	0.560245	0.695512	0.735890	
1027000	-465.428182	1	464	0.528562	0.026833	0.528562	0.528562	0.528562	0.528562	0.528562	0.000000	1	0.240493	0.249932	0.250818	0.258757	0.624865	0.550167	0.531761	0.353965	0.123836	0.368824	0.188389	0.023601	
1028000	-463.739530	1	15	0.648912	0.045935	0.648912	0.648912	0.648912	0.648912	0.648912	0.000000	1	0.247315	0.249995	0.250037	0.252652	0.592899	0.114042	0.555732	0.155204	0.813048	0.935213	0.993881	0.352766	
1029000	-463.852911	1	199	0.642327	0.038038	0.642327	0.642327	0.642327	0.642327	0.642327	0.000000	1	0.247116	0.249974	0.250129	0.252782	0.471779	0.261711	0.662401	0.892461	0.671578	0.841577	0.209598	0.667771	
1030000	-464.550800	1	403	0.608392	0.036100	0.608392	0.608392	0.608392	0.608392	0.608392	0.036100	1	0.240630	0.250113	0.249624	0.259633	0.203997	0.507840	0.633089	0.599455	0.514808	0.072208	0.820643	0.475744	
1031000	-464.586534	1	152	0.644370	0.009563	0.644370	0.644370	0.000000	0.644370	0.644370	0.009563	1	0.250237	0.257761	0.227210	0.264792	0.293360	0.665034	0.268168	0.540834	0.832342	0.125807	0.314879	0.746228	
1032000	-466.190110	1	638	0.587056	0.046406	0.587056	0.587056	0.587056	0.587056	0.587056	0.000000	0	0.245458	0.250073	0.249959	0.254509	0.237551	0.479340	0.174961	0.965843	0.058852	0.077711	0.133424	0.034982	
1033000	-464.892195	1	146	0.696534	0.020269	0.696534	0.696534	0.696534	0.020269	0.696534	0.000000	1	0.255686	0.263900	0.208922	0.271492	0.921902	0.496717	0.290240	0.478627	0.856023	0.817764	0.573015	0.907326	
1034000	-465.690227	1	500	0.630827	0.059437	0.630827	0.630827	0.630827	0.000000	0.630827	0.000000	1	0.246282	0.280537	0.160695	0.312487	0.142734	0.432618	0.949105	0.300684	0.467775	0.005566	0.522960	0.133108	
1035000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.639947	0.239477	0.303050	0.206983	0.219819	0.368558	0.068984	0.754078	
1036000	-465.145479	1	606	0.771723	0.023154	0.771723	0.771723	0.771723	0.771723	0.771723	0.023154	1	0.247337	0.249995	0.250006	0.252662	0.671567	0.213509	0.433821	0.207591	0.937308	0.727639	0.714319	0.754964	
1037000	-464.260082	1	341	0.643528	0.014381	0.643528	0.643528	0.643528	0.000000	0.643528	0.014381	1	0.259702	0.271847	0.186263	0.282188	0.359777	0.645563	0.700026	0.847283	0.159130	0.962645	0.882872	0.057533	
1038000	-463.739530	1	15	0.648912	0.045935	0.648912	0.648912	0.648912	0.648912	0.648912	0.000000	1	0.247315	0.249995	0.250037	0.252652	0.066033	0.748334	0.645609	0.491191	0.548735	0.855761	0.685348	0.105871	
1039000	-463.902691	1	313	0.594726	0.053660	0.594726	0.594726	0.594726	0.594726	0.594726	0.000000	1	0.245313	0.250080	0.249831	0.254777	0.548970	0.798019	0.495662	0.089442	0.094876	0.269977	0.670307	0.633243	
1040000	-464.329410	1	353	0.683097	0.015543	0.683097	0.683097	0.683097	0.000000	0.683097	0.015543	1	0.258699	0.267443	0.199157	0.274702	0.385371	0.453529	0.017888	0.417752	0.507018	0.069284	0.604981	0.493094	
1041000	-464.218834	1	374	0.650497	0.014630	0.650497	0.650497	0.650497	0.650497	0.650497	0.014630	1	0.242109	0.249936	0.250115	0.257839	0.153036	0.934397	0.710739	0.877416	0.466026	0.702192	0.224394	0.011437	
1042000	-464.637760	1	34	0.551320	0.063039	0.551320	0.551320	0.551320	0.551320	0.551320	0.000000	1	0.242619	0.250293	0.249258	0.257830	0.641126	0.612306	0.745254	0.039826	0.864072	0.291929	0.395437	0.576893	
1043000	-464.411350	1	718	0.669754	0.034882	0.669754	0.669754	0.669754	0.669754	0.669754	0.034882	1	0.244304	0.250027	0.249897	0.255773	0.298818	0.997669	0.817378	0.738399	0.525542	0.455990	0.921588	0.440833	
1044000	-463.794223	1	628	0.666032	0.056053	0.666032	0.666032	0.666032	0.666032	0.666032	0.000000	1	0.247744	0.250003	0.249982	0.252272	0.892185	0.995904	0.905826	0.484514	0.322388	0.282952	0.292665	0.825254	
1045000	-465.609501	1	876	0.536147	0.083679	0.536147	0.536147	0.536147	0.536147	0.536147	0.000000	1	0.241149	0.250458	0.248627	0.259766	0.122310	0.689226	0.751620	0.040941	0.920936	0.976708	0.602802	0.853161	
1046000	-464.313442	1	432	0.568862	0.061776	0.568862	0.568862	0.568862	0.568862	0.568862	0.000000	1	0.243849	0.250191	0.249514	0.256446	0.289972	0.013372	0.364139	0.696967	0.906948	0.817057	0.031549	0.387060	
1047000	-464.581798	1	44	0.622739	0.010068	0.622739	0.622739	0.000000	0.622739	0.622739	0.010068	1	0.250274	0.259299	0.222753	0.267675	0.245748	0.625723	0.505737	0.439453	0.257971	0.043375	0.253452	0.109942	
1048000	-464.642140	1	337	0.709676	0.029593	0.712248	0.709676	0.709676	0.709676	0.709676	0.000000	1	0.248393	0.249958	0.250130	0.251520	0.720377	0.807797	0.765487	0.624397	0.621567	0.079259	0.187632	0.772632	
1049000	-467.597130	1	607	0.615926	0.019596	0.615926	0.615926	0.019596	0.615926	0.615926	0.019596	0	0.251841	0.259847	0.221866	0.266446	0.112250	0.137251	0.521967	0.400893	0.822385	0.816103	0.820636	0.340259	
1050000	-466.594906	1	412	0.736650	0.063042	0.736650	0.736650	0.736650	0.736650	0.736650	0.000000	0	0.249075	0.249996	0.250000	0.250929	0.079393	0.008937	0.882350	0.321055	0.208941	0.322286	0.548451	0.167307	
1051000	-463.848505	1	438	0.605380	0.041971	0.605380	0.605380	0.605380	0.605380	0.605380	0.000000	1	0.245796	0.250014	0.250057	0.254133	0.458557	0.588761	0.751664	0.517994	0.895054	0.357636	0.956444	0.596920	
1052000	-463.821730	1	273	0.609210	0.055749	0.609210	0.609210	0.609210	0.609210	0.609210	0.000000	1	0.245961	0.250056	0.249869	0.254114	0.076448	0.206651	0.248770	0.381846	0.664160	0.993684	0.886670	0.118552	
1053000	-463.821730	1	273	0.609210	0.055749	0.609210	0.609210	0.609210	0.609210	0.609210	0.000000	1	0.245961	0.250056	0.249869	0.254114	0.624788	0.058361	0.668780	0.452653	0.752548	0.209870	0.173234	0.699771	
1054000	-467.224560	1	260	0.609692	0.036994	0.609692	0.609692	0.609692	0.000000	0.609692	0.036994	1	0.258804	0.277768	0.172931	0.290497	0.739503	0.116676	0.401178	0.589642	0.005482	0.870602	0.346620	0.550041	
1055000	-465.005822	1	231	0.666826	0.020684	0.666826	0.666826	0.666826	0.666826	0.666826	0.000000	1	0.247667	0.249871	0.250447	0.252015	0.369292	0.705929	0.374870	0.746907	0.213610	0.925713	0.255796	0.766740	
1056000	-464.525954	1	325	0.721108	0.015239	0.721108	0.721108	0.000000	0.721108	0.721108	0.015239	1	0.251272	0.254792	0.236055	0.257881	0.853282	0.261798	0.481219	0.324946	0.726313	0.122311	0.781724	0.884030	
1057000	-463.784644	1	54	0.660756	0.057192	0.660756	0.660756	0.660756	0.660756	0.660756	0.000000	1	0.247619	0.250006	0.249971	0.252404	0.364953	0.373719	0.360071	0.892790	0.567901	0.476106	0.854495	0.884657	
1058000	-466.572366	1	830	0.548422	0.011723	0.548422	0.548422	0.000000	0.011723	0.548422	0.011723	1	0.306353	0.337016	0.000197	0.356434	0.175005	0.204628	0.093619	0.734197	0.167924	0.204097	0.428001	0.706697	
