Options:
Model:                           Discrete: Dependent
Tree File Name:                  tutorial_tree.nex
Data File Name:                  tutorial_traits_load.tsv
Log File Name:                   tutorial_bayestraits_output_log_load.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1570777294
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Load Model:                      tutorial_bayestraits_output_model.bin
Estimating values for taxa and Sites
	t100                
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - Hyper Prior exp (0.00,1.00) 
        q13 - Hyper Prior exp (0.00,1.00) 
        q21 - Hyper Prior exp (0.00,1.00) 
        q24 - Hyper Prior exp (0.00,1.00) 
        q31 - Hyper Prior exp (0.00,1.00) 
        q34 - Hyper Prior exp (0.00,1.00) 
        q42 - Hyper Prior exp (0.00,1.00) 
        q43 - Hyper Prior exp (0.00,1.00) 
Tree Information
     Trees:                      1
     Taxa:                       500
     Sites:                      1
     States:                     4
Checkpoint:                      False
Re Set Itterations:              False
Re Set Seed:                     False
Iteration	Lh	Tree No	Model No	q12	q13	q21	q24	q31	q34	q42	q43	Est t100 - 2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	q12 - Mean	q13 - Mean	q21 - Mean	q24 - Mean	q31 - Mean	q34 - Mean	q42 - Mean	q43 - Mean	
175000	-464.198205	1	159	0.571251	0.056938	0.571251	0.571251	0.571251	0.571251	0.571251	0.000000	1	0.244017	0.250166	0.249615	0.256202	0.597848	0.334393	0.920539	0.109563	0.858442	0.852513	0.608627	0.221926	
176000	-463.862138	1	237	0.669491	0.042010	0.669491	0.669491	0.669491	0.669491	0.669491	0.000000	1	0.247818	0.249982	0.250069	0.252131	0.605510	0.452134	0.034431	0.019504	0.073947	0.581054	0.451019	0.266937	
177000	-463.766790	1	897	0.645193	0.042730	0.645193	0.645193	0.645193	0.645193	0.645193	0.000000	1	0.247208	0.249989	0.250069	0.252735	0.692730	0.837316	0.405376	0.111735	0.921243	0.863657	0.515843	0.943093	
178000	-463.972328	1	267	0.693683	0.058480	0.693683	0.693683	0.693683	0.693683	0.693683	0.000000	1	0.248291	0.249997	0.249990	0.251722	0.962500	0.631726	0.146618	0.144920	0.876768	0.071167	0.707901	0.812956	
179000	-465.429615	1	916	0.551990	0.000000	0.551990	0.551990	0.551990	0.551990	0.551990	0.024941	1	0.223350	0.249710	0.250282	0.276658	0.684918	0.349718	0.661201	0.229668	0.432993	0.722071	0.552879	0.332333	
180000	-465.402398	1	315	0.682129	0.022782	0.682129	0.682129	0.022782	0.000000	0.682129	0.000000	1	0.295188	0.334967	0.000509	0.369336	0.068846	0.248830	0.911472	0.745553	0.856784	0.682097	0.079373	0.326745	
181000	-464.713537	1	912	0.611905	0.020604	0.611905	0.611905	0.000000	0.611905	0.611905	0.020604	1	0.253311	0.261804	0.216333	0.268553	0.148919	0.395553	0.803579	0.937374	0.157236	0.251196	0.331374	0.307427	
182000	-464.713153	1	318	0.551904	0.027899	0.551904	0.551904	0.551904	0.551904	0.551904	0.027899	1	0.234199	0.250273	0.249039	0.266489	0.225510	0.961722	0.361852	0.647825	0.160370	0.749957	0.722713	0.682318	
183000	-466.292117	1	934	0.565798	0.055920	0.565798	0.565798	0.565798	0.565798	0.565798	0.000000	0	0.244253	0.250194	0.249626	0.255927	0.350573	0.753605	0.366383	0.942231	0.403189	0.662419	0.216008	0.839356	
184000	-463.867726	1	665	0.681111	0.047485	0.681111	0.681111	0.681111	0.681111	0.681111	0.000000	1	0.248063	0.249990	0.250031	0.251916	0.700083	0.293964	0.083592	0.243031	0.967654	0.591380	0.330841	0.369514	
185000	-463.898747	1	556	0.613549	0.062815	0.613549	0.613549	0.613549	0.613549	0.613549	0.000000	1	0.246123	0.250061	0.249821	0.253994	0.988360	0.705467	0.310523	0.165574	0.816337	0.427134	0.385733	0.417317	
186000	-465.512432	1	981	0.687259	0.025017	0.687259	0.687259	0.025017	0.000000	0.687259	0.000000	1	0.292988	0.335047	0.000606	0.371359	0.400001	0.403610	0.418712	0.146750	0.744814	0.459186	0.466282	0.011595	
187000	-464.787811	1	516	0.762958	0.063886	0.762958	0.762958	0.762958	0.762958	0.762958	0.000000	1	0.249134	0.249994	0.249997	0.250876	0.859416	0.645425	0.951172	0.601225	0.394944	0.120060	0.848052	0.908812	
188000	-466.250428	1	144	0.707165	0.063302	0.707165	0.707165	0.707165	0.707165	0.707165	0.000000	0	0.248740	0.249999	0.249992	0.251268	0.827949	0.659529	0.801356	0.305938	0.860941	0.134142	0.753864	0.920653	
189000	-465.096866	1	666	0.646889	0.017038	0.646889	0.646889	0.646889	0.000000	0.646889	0.000000	1	0.258792	0.270800	0.188427	0.281982	0.442967	0.194381	0.688858	0.073522	0.358234	0.978449	0.528746	0.408762	
190000	-465.429615	1	916	0.551990	0.000000	0.551990	0.551990	0.551990	0.551990	0.551990	0.024941	1	0.223350	0.249710	0.250282	0.276658	0.550665	0.320707	0.559598	0.582262	0.780280	0.736756	0.374490	0.374758	
191000	-464.780774	1	810	0.642750	0.000000	0.642750	0.642750	0.642750	0.642750	0.642750	0.051415	1	0.238163	0.250093	0.249978	0.261766	0.842718	0.763026	0.032043	0.976927	0.445326	0.292277	0.502581	0.668993	
192000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.902933	0.716614	0.811008	0.974022	0.503780	0.254686	0.266432	0.011379	
193000	-465.276648	1	774	0.571357	0.027075	0.571357	0.571357	0.571357	0.000000	0.571357	0.000000	1	0.253695	0.283482	0.151028	0.311795	0.274146	0.355320	0.023227	0.604055	0.437428	0.546327	0.697016	0.739305	
194000	-464.517885	1	400	0.747145	0.052660	0.747145	0.747145	0.747145	0.747145	0.747145	0.000000	1	0.248991	0.249992	0.250011	0.251006	0.377193	0.410129	0.607050	0.114640	0.273917	0.809252	0.732011	0.359185	
195000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.189780	0.609435	0.316305	0.471015	0.332183	0.764012	0.546315	0.823667	
196000	-465.656356	1	63	0.809681	0.042370	0.809681	0.809681	0.809681	0.809681	0.809681	0.000000	1	0.249438	0.249993	0.250014	0.250555	0.822358	0.719760	0.937387	0.653183	0.582752	0.814276	0.018659	0.352837	
197000	-464.609989	1	32	0.642878	0.000000	0.642878	0.642878	0.642878	0.642878	0.642878	0.042273	1	0.237669	0.250046	0.250023	0.262261	0.206975	0.016264	0.439032	0.758637	0.229601	0.717895	0.897784	0.621488	
198000	-464.578128	1	485	0.672972	0.037264	0.672972	0.672972	0.672972	0.672972	0.672972	0.037264	1	0.244558	0.250029	0.249895	0.255518	0.213755	0.126457	0.668600	0.274708	0.534198	0.017663	0.134203	0.327241	
199000	-463.923032	1	457	0.618171	0.019463	0.618171	0.618171	0.618171	0.618171	0.618171	0.019463	1	0.240111	0.249991	0.249925	0.259973	0.165755	0.907196	0.901970	0.414960	0.208501	0.516896	0.499140	0.204174	
200000	-464.031117	1	514	0.669957	0.070827	0.669957	0.669957	0.669957	0.669957	0.669957	0.000000	1	0.247813	0.250010	0.249931	0.252246	0.403753	0.789573	0.358162	0.480261	0.113164	0.658387	0.194938	0.659364	
201000	-463.768365	1	495	0.664063	0.049653	0.664063	0.664063	0.664063	0.664063	0.664063	0.000000	1	0.247700	0.249996	0.250015	0.252288	0.848671	0.048142	0.813882	0.393447	0.834960	0.074116	0.000465	0.948513	
202000	-464.878295	1	293	0.606868	0.042211	0.606868	0.606868	0.606868	0.042211	0.606868	0.000000	1	0.248026	0.275000	0.176524	0.300450	0.286747	0.099040	0.027760	0.331941	0.499882	0.336592	0.977771	0.807347	
203000	-464.100216	1	480	0.668793	0.028706	0.668793	0.668793	0.668793	0.668793	0.668793	0.028706	1	0.243969	0.250015	0.249924	0.256093	0.575269	0.439603	0.773758	0.036092	0.363406	0.992606	0.263327	0.327147	
204000	-465.743147	1	716	0.765865	0.027802	0.765865	0.765865	0.000000	0.765865	0.765865	0.027802	1	0.252215	0.254169	0.238107	0.255508	0.283253	0.113092	0.848638	0.463242	0.994115	0.260134	0.695584	0.834235	
205000	-463.950454	1	638	0.587056	0.046406	0.587056	0.587056	0.587056	0.587056	0.587056	0.000000	1	0.244928	0.250069	0.249917	0.255085	0.720629	0.515646	0.345671	0.930987	0.585332	0.271594	0.159179	0.584779	
206000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.582098	0.169249	0.116807	0.786484	0.880525	0.970333	0.315598	0.413629	
207000	-464.700674	1	720	0.640630	0.093861	0.640630	0.640630	0.640630	0.640630	0.640630	0.000000	1	0.246964	0.250037	0.249785	0.253214	0.735041	0.761462	0.122389	0.833309	0.415670	0.157241	0.863852	0.234601	
208000	-464.085147	1	537	0.686671	0.069550	0.686671	0.686671	0.686671	0.686671	0.686671	0.000000	1	0.248156	0.250003	0.249955	0.251886	0.388883	0.399148	0.579973	0.281064	0.418310	0.935199	0.317945	0.314049	
209000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.398145	0.355494	0.192285	0.506865	0.160824	0.337381	0.316801	0.846912	
210000	-464.520266	1	829	0.715884	0.015486	0.715884	0.715884	0.715884	0.000000	0.715884	0.015486	1	0.257665	0.264259	0.208381	0.269695	0.513687	0.011593	0.219067	0.269671	0.528824	0.876805	0.809490	0.039845	
211000	-463.789812	1	127	0.661760	0.057410	0.661760	0.661760	0.661760	0.661760	0.661760	0.000000	1	0.247643	0.250006	0.249971	0.252380	0.381992	0.053235	0.090291	0.063786	0.291481	0.675746	0.697503	0.020918	
212000	-463.830987	1	215	0.601533	0.049463	0.601533	0.601533	0.601533	0.601533	0.601533	0.000000	1	0.245634	0.250052	0.249920	0.254394	0.509961	0.976821	0.506872	0.999475	0.835066	0.091389	0.580260	0.103502	
213000	-465.932303	1	6	0.688955	0.000000	0.688955	0.688955	0.688955	0.688955	0.688955	0.077434	1	0.242660	0.250108	0.250013	0.257220	0.566420	0.293774	0.796407	0.101654	0.364375	0.954127	0.187000	0.492698	
214000	-464.557392	1	630	0.640247	0.030964	0.640247	0.640247	0.640247	0.000000	0.640247	0.000000	1	0.255256	0.274278	0.178575	0.291891	0.085212	0.738822	0.167303	0.359229	0.972173	0.258560	0.804336	0.186562	
215000	-464.789629	1	163	0.719007	0.020421	0.719007	0.719007	0.719007	0.000000	0.719007	0.020421	1	0.257501	0.264198	0.208923	0.269379	0.209899	0.231449	0.817980	0.296496	0.337837	0.092743	0.490270	0.905439	
216000	-464.990540	1	444	0.647318	0.025395	0.647318	0.647318	0.000000	0.647318	0.647318	0.025395	1	0.254079	0.259856	0.222069	0.263996	0.302428	0.986140	0.244611	0.933284	0.116692	0.861828	0.145188	0.038844	
217000	-465.177698	1	294	0.586439	0.009107	0.586439	0.586439	0.586439	0.586439	0.586439	0.009107	1	0.235810	0.249612	0.250915	0.263663	0.835158	0.358092	0.125520	0.770058	0.951190	0.246894	0.522004	0.891761	
218000	-464.982566	1	433	0.689463	0.049048	0.689463	0.689463	0.689463	0.000000	0.689463	0.000000	1	0.252227	0.271030	0.188631	0.288112	0.721381	0.605687	0.650271	0.275274	0.127646	0.035145	0.354399	0.226730	
219000	-466.269777	1	586	0.615000	0.039810	0.615000	0.615000	0.615000	0.615000	0.615000	0.000000	0	0.246647	0.249995	0.250141	0.253218	0.722903	0.823910	0.082776	0.496947	0.651934	0.569370	0.382925	0.748397	
220000	-464.484917	1	727	0.716855	0.077418	0.716855	0.716855	0.716855	0.716855	0.716855	0.000000	1	0.248629	0.249998	0.249966	0.251408	0.290757	0.625543	0.241750	0.446375	0.792549	0.930224	0.285387	0.770468	
221000	-465.833858	1	859	0.593514	0.006853	0.593514	0.593514	0.000000	0.000000	0.593514	0.006853	1	0.314547	0.335322	0.000000	0.350131	0.976937	0.742387	0.610055	0.977515	0.570417	0.343304	0.359386	0.252578	
222000	-464.584515	1	641	0.643140	0.035107	0.643140	0.643140	0.643140	0.000000	0.643140	0.000000	1	0.254195	0.274635	0.177637	0.293532	0.667046	0.238648	0.010179	0.459249	0.448380	0.142344	0.096583	0.801649	
223000	-465.905523	1	971	0.560502	0.017215	0.560502	0.560502	0.560502	0.017215	0.560502	0.000000	1	0.256500	0.280425	0.159850	0.303224	0.800073	0.991199	0.131329	0.423218	0.837120	0.882687	0.969378	0.585974	
224000	-465.289952	1	330	0.724867	0.101709	0.724867	0.724867	0.724867	0.724867	0.724867	0.000000	1	0.248700	0.249996	0.249947	0.251357	0.796908	0.048417	0.820893	0.816152	0.782236	0.047615	0.421630	0.812273	
225000	-464.452983	1	434	0.566122	0.032451	0.566122	0.566122	0.566122	0.566122	0.566122	0.000000	1	0.243627	0.249984	0.250337	0.256052	0.432847	0.961287	0.782173	0.513004	0.460448	0.993997	0.112369	0.056957	
226000	-467.007222	1	70	0.534752	0.043641	0.534752	0.534752	0.534752	0.534752	0.534752	0.000000	0	0.242008	0.250291	0.249625	0.258077	0.109679	0.125177	0.250311	0.417163	0.397679	0.485901	0.135451	0.387488	
227000	-464.886117	1	738	0.591672	0.000000	0.591672	0.591672	0.591672	0.591672	0.591672	0.047951	1	0.232279	0.250153	0.249784	0.267784	0.768655	0.169852	0.486887	0.347493	0.606605	0.812151	0.801121	0.185922	
228000	-463.875446	1	640	0.682743	0.047978	0.682743	0.682743	0.682743	0.682743	0.682743	0.000000	1	0.248095	0.249990	0.250028	0.251887	0.538888	0.558884	0.966866	0.193117	0.233368	0.793863	0.255003	0.540248	
229000	-464.729382	1	151	0.592035	0.000000	0.592035	0.592035	0.592035	0.592035	0.592035	0.035128	1	0.231209	0.250002	0.249978	0.268811	0.893647	0.468492	0.570172	0.079839	0.701042	0.790632	0.698260	0.998733	
230000	-464.284643	1	488	0.631923	0.081091	0.631923	0.631923	0.631923	0.631923	0.631923	0.000000	1	0.246735	0.250046	0.249794	0.253424	0.471078	0.078632	0.702856	0.081047	0.222511	0.565013	0.252136	0.322666	
231000	-463.981428	1	233	0.600021	0.022801	0.600021	0.600021	0.600021	0.600021	0.600021	0.022801	1	0.238838	0.250045	0.249752	0.261365	0.118533	0.411266	0.459458	0.036826	0.840782	0.282700	0.079940	0.625020	
232000	-464.481177	1	674	0.653018	0.020060	0.653018	0.653018	0.653018	0.020060	0.653018	0.020060	1	0.257605	0.269063	0.194994	0.278337	0.109333	0.370605	0.320691	0.057051	0.896279	0.117855	0.717019	0.102323	
233000	-463.849512	1	64	0.670342	0.060021	0.670342	0.670342	0.670342	0.670342	0.670342	0.000000	1	0.247837	0.250004	0.249968	0.252190	0.808570	0.421387	0.579369	0.464887	0.304518	0.885139	0.036556	0.743997	
234000	-465.054912	1	13	0.585245	0.020646	0.585245	0.585245	0.585245	0.000000	0.585245	0.020646	1	0.259338	0.280258	0.163145	0.297258	0.663430	0.549137	0.418894	0.036844	0.621859	0.701350	0.808513	0.830457	
235000	-464.386066	1	489	0.702740	0.030198	0.702740	0.702740	0.702740	0.702740	0.702740	0.030198	1	0.245510	0.250006	0.249962	0.254521	0.305234	0.402670	0.698014	0.316780	0.112979	0.886780	0.578406	0.498122	
236000	-466.294878	1	951	0.593668	0.041357	0.593668	0.593668	0.593668	0.593668	0.593668	0.000000	0	0.245772	0.250029	0.250092	0.254107	0.027815	0.578309	0.609130	0.854634	0.925575	0.031517	0.503588	0.241412	
237000	-464.565885	1	929	0.680157	0.009695	0.680157	0.680157	0.680157	0.000000	0.680157	0.009695	1	0.258864	0.267353	0.198848	0.274935	0.262738	0.425438	0.274766	0.675515	0.533935	0.808010	0.171579	0.138012	
238000	-464.095539	1	795	0.623821	0.073610	0.623821	0.623821	0.623821	0.623821	0.623821	0.000000	1	0.246481	0.250054	0.249795	0.253670	0.448886	0.008416	0.998286	0.797621	0.073367	0.503694	0.789506	0.995236	
239000	-463.980395	1	24	0.635700	0.017529	0.635700	0.635700	0.635700	0.635700	0.635700	0.017529	1	0.241301	0.249966	0.250017	0.258715	0.731393	0.210718	0.948653	0.569255	0.454915	0.894355	0.222209	0.423412	
240000	-464.025489	1	188	0.619710	0.070185	0.619710	0.619710	0.619710	0.619710	0.619710	0.000000	1	0.246340	0.250058	0.249797	0.253805	0.594640	0.225064	0.611048	0.761741	0.560850	0.018535	0.736984	0.125371	
241000	-466.806187	1	595	0.646477	0.000000	0.646477	0.646477	0.000000	0.000000	0.646477	0.019931	1	0.348593	0.335855	0.000000	0.315552	0.504518	0.032240	0.080652	0.620015	0.085649	0.024322	0.390841	0.509639	
242000	-463.846557	1	288	0.620631	0.061583	0.620631	0.620631	0.620631	0.620631	0.620631	0.000000	1	0.246400	0.250048	0.249859	0.253694	0.257072	0.255292	0.045590	0.000891	0.201659	0.218101	0.827916	0.608985	
243000	-466.090049	1	707	0.512666	0.023434	0.512666	0.512666	0.512666	0.512666	0.512666	0.000000	1	0.238671	0.249801	0.251435	0.260093	0.646067	0.838895	0.880354	0.593528	0.511861	0.044747	0.398410	0.182409	
244000	-464.975366	1	482	0.724124	0.009059	0.724124	0.724124	0.724124	0.000000	0.724124	0.009059	1	0.257312	0.263083	0.211359	0.268247	0.622954	0.456104	0.437183	0.126259	0.522470	0.269909	0.380763	0.405569	
245000	-464.522022	1	688	0.675919	0.029302	0.675919	0.675919	0.675919	0.000000	0.675919	0.000000	1	0.255865	0.269573	0.192418	0.282144	0.236108	0.895811	0.360534	0.669946	0.870913	0.912202	0.015735	0.801355	
246000	-464.516118	1	498	0.644685	0.037564	0.644685	0.644685	0.644685	0.037564	0.644685	0.000000	1	0.251478	0.270204	0.190706	0.287612	0.762417	0.272543	0.014274	0.581619	0.552875	0.935512	0.446202	0.241797	
247000	-463.955206	1	744	0.621669	0.018163	0.621669	0.621669	0.621669	0.621669	0.621669	0.018163	1	0.240285	0.249975	0.249974	0.259766	0.496073	0.073328	0.563861	0.707045	0.287445	0.181819	0.752423	0.556818	
248000	-464.343763	1	569	0.560616	0.039503	0.560616	0.560616	0.560616	0.560616	0.560616	0.000000	1	0.243315	0.250096	0.249982	0.256607	0.400995	0.794677	0.728104	0.885953	0.241794	0.571618	0.698154	0.158255	
249000	-463.824182	1	71	0.665945	0.043342	0.665945	0.665945	0.665945	0.665945	0.665945	0.000000	1	0.247740	0.249985	0.250060	0.252215	0.852207	0.016534	0.621651	0.909969	0.216781	0.394193	0.141494	0.244101	
250000	-464.319549	1	239	0.577015	0.032428	0.577015	0.577015	0.577015	0.577015	0.577015	0.000000	1	0.244305	0.249965	0.250340	0.255390	0.224894	0.291310	0.765210	0.581469	0.221300	0.316740	0.021930	0.055626	
251000	-464.795814	1	112	0.534556	0.044081	0.534556	0.534556	0.534556	0.534556	0.534556	0.000000	1	0.241288	0.250293	0.249519	0.258900	0.324894	0.598485	0.744385	0.791253	0.570730	0.866986	0.142819	0.050155	
252000	-467.152570	1	368	0.705814	0.039649	0.705814	0.705814	0.705814	0.000000	0.705814	0.000000	0	0.254156	0.267667	0.198297	0.279880	0.317313	0.069492	0.054291	0.518051	0.706752	0.186795	0.845449	0.553520	
253000	-465.573121	1	605	0.718305	0.018495	0.718305	0.718305	0.000000	0.000000	0.718305	0.000000	1	0.304696	0.334968	0.000000	0.360336	0.607382	0.354076	0.142781	0.757813	0.471545	0.529709	0.936600	0.817157	
254000	-465.259605	1	263	0.563781	0.000000	0.563781	0.563781	0.563781	0.563781	0.563781	0.049386	1	0.228388	0.250259	0.249487	0.271867	0.698676	0.612898	0.727817	0.828120	0.263961	0.792248	0.668512	0.011880	
255000	-464.787811	1	516	0.762958	0.063886	0.762958	0.762958	0.762958	0.762958	0.762958	0.000000	1	0.249134	0.249994	0.249997	0.250876	0.223476	0.247691	0.507713	0.581740	0.717510	0.717756	0.753578	0.217317	
256000	-464.601727	1	224	0.693750	0.035851	0.693750	0.693750	0.693750	0.693750	0.693750	0.035851	1	0.245372	0.250016	0.249936	0.254676	0.139820	0.176394	0.720047	0.273826	0.750325	0.710113	0.097656	0.759607	
257000	-464.410061	1	754	0.705353	0.017596	0.705353	0.705353	0.705353	0.705353	0.705353	0.017596	1	0.245135	0.249978	0.250037	0.254851	0.396497	0.369502	0.013397	0.917189	0.129051	0.059611	0.401496	0.010830	
258000	-465.597077	1	632	0.534059	0.011824	0.534059	0.534059	0.534059	0.000000	0.534059	0.011824	1	0.257572	0.287484	0.140224	0.314719	0.585558	0.049090	0.534451	0.126064	0.094754	0.300209	0.055090	0.183781	
259000	-463.738807	1	408	0.630767	0.044752	0.630767	0.630767	0.630767	0.630767	0.630767	0.000000	1	0.246766	0.250002	0.250040	0.253192	0.583108	0.752506	0.986583	0.683442	0.977222	0.654660	0.275049	0.125879	
260000	-464.110076	1	943	0.573256	0.050518	0.573256	0.573256	0.573256	0.573256	0.573256	0.000000	1	0.244152	0.250131	0.249751	0.255966	0.635543	0.350614	0.339925	0.530806	0.339304	0.811900	0.480940	0.992826	
261000	-467.292936	1	329	0.658059	0.026666	0.658059	0.658059	0.658059	0.026666	0.658059	0.000000	0	0.254863	0.268053	0.196841	0.280243	0.549619	0.139361	0.336380	0.413849	0.123895	0.892366	0.215357	0.973231	
262000	-463.730018	1	321	0.627733	0.046562	0.627733	0.627733	0.627733	0.627733	0.627733	0.000000	1	0.246666	0.250009	0.250016	0.253309	0.732125	0.512123	0.896419	0.984508	0.041641	0.431594	0.561023	0.760255	
263000	-463.984714	1	828	0.659701	0.035270	0.659701	0.659701	0.659701	0.659701	0.659701	0.000000	1	0.247577	0.249963	0.250147	0.252313	0.556601	0.420518	0.368740	0.369582	0.806296	0.684688	0.735710	0.715053	
264000	-465.997301	1	66	0.520559	0.015375	0.520559	0.520559	0.520559	0.000000	0.520559	0.015375	1	0.255860	0.290215	0.133341	0.320585	0.356634	0.527867	0.560094	0.523374	0.686832	0.305941	0.810727	0.632738	
265000	-464.179177	1	317	0.718123	0.056834	0.718123	0.718123	0.718123	0.718123	0.718123	0.000000	1	0.248660	0.249993	0.250002	0.251345	0.739600	0.076976	0.964507	0.273638	0.321035	0.884714	0.933522	0.382562	
266000	-464.081708	1	192	0.636467	0.029938	0.636467	0.636467	0.636467	0.636467	0.636467	0.029938	1	0.242191	0.250042	0.249827	0.257939	0.496576	0.675561	0.776172	0.063997	0.700318	0.314224	0.160921	0.270128	
267000	-464.148444	1	653	0.682773	0.027791	0.682773	0.682773	0.682773	0.682773	0.682773	0.027791	1	0.244592	0.250007	0.249950	0.255450	0.408892	0.276529	0.295359	0.170543	0.252150	0.435179	0.803649	0.168714	
268000	-466.444624	1	532	0.514491	0.000000	0.514491	0.514491	0.514491	0.514491	0.514491	0.021286	1	0.214367	0.249366	0.250507	0.285761	0.560146	0.607316	0.973652	0.281391	0.538165	0.179210	0.829523	0.477724	
269000	-464.252607	1	398	0.563392	0.050949	0.563392	0.563392	0.563392	0.563392	0.563392	0.000000	1	0.243524	0.250174	0.249657	0.256645	0.971387	0.707955	0.413148	0.222233	0.212926	0.781541	0.121850	0.977589	
270000	-463.857282	1	875	0.638407	0.064506	0.638407	0.638407	0.638407	0.638407	0.638407	0.000000	1	0.246996	0.250029	0.249893	0.253082	0.047310	0.874669	0.315658	0.246359	0.951428	0.322567	0.802667	0.014080	
271000	-465.202166	1	866	0.560924	0.000000	0.560924	0.560924	0.560924	0.560924	0.560924	0.045669	1	0.227530	0.250219	0.249500	0.272751	0.954022	0.800376	0.433173	0.234826	0.743550	0.114331	0.305249	0.852635	
272000	-465.558444	1	296	0.707887	0.006452	0.707887	0.707887	0.006452	0.707887	0.707887	0.006452	1	0.248261	0.252779	0.241770	0.257190	0.697884	0.280189	0.038741	0.397139	0.915317	0.817515	0.692589	0.010759	
273000	-464.631766	1	801	0.541939	0.044627	0.541939	0.541939	0.541939	0.541939	0.541939	0.000000	1	0.241923	0.250246	0.249603	0.258228	0.825030	0.205425	0.204763	0.333099	0.560554	0.442063	0.458466	0.199244	
274000	-464.754339	1	529	0.641063	0.022016	0.641063	0.641063	0.641063	0.641063	0.641063	0.000000	1	0.246977	0.249846	0.250555	0.252622	0.868236	0.318756	0.979280	0.019641	0.354069	0.648016	0.455137	0.415825	
275000	-466.358797	1	257	0.683936	0.013130	0.683936	0.683936	0.683936	0.683936	0.683936	0.000000	1	0.247943	0.249774	0.250733	0.251550	0.882271	0.952232	0.396469	0.719790	0.518769	0.107874	0.269395	0.059098	
276000	-465.419958	1	0	0.613814	0.020386	0.613814	0.613814	0.020386	0.000000	0.613814	0.000000	1	0.287119	0.334698	0.000390	0.377793	0.045805	0.185889	0.032443	0.534527	0.594878	0.430407	0.684746	0.051610	
277000	-464.492969	1	461	0.632734	0.009790	0.632734	0.632734	0.632734	0.009790	0.632734	0.009790	1	0.259114	0.271777	0.185866	0.283243	0.253230	0.415683	0.136265	0.844969	0.171943	0.874037	0.749189	0.319311	
278000	-464.497944	1	202	0.692336	0.034245	0.692336	0.692336	0.692336	0.692336	0.692336	0.034245	1	0.245257	0.250015	0.249938	0.254790	0.879520	0.470886	0.932638	0.373066	0.731131	0.949814	0.415359	0.253285	
279000	-465.303711	1	658	0.587702	0.018455	0.587702	0.587702	0.587702	0.587702	0.587702	0.000000	1	0.244618	0.249593	0.251481	0.254308	0.324024	0.787951	0.222169	0.258003	0.105930	0.512065	0.254755	0.003721	
280000	-463.721134	1	654	0.643469	0.047700	0.643469	0.643469	0.643469	0.643469	0.643469	0.000000	1	0.247163	0.250002	0.250019	0.252817	0.618250	0.861203	0.779699	0.643424	0.679160	0.790999	0.534290	0.029709	
281000	-466.072062	1	574	0.733862	0.033799	0.733862	0.733862	0.033799	0.733862	0.733862	0.033799	1	0.251907	0.254232	0.238112	0.255749	0.978607	0.085935	0.909068	0.930196	0.854728	0.753996	0.088189	0.884520	
282000	-464.060677	1	33	0.703167	0.059878	0.703167	0.703167	0.703167	0.703167	0.703167	0.000000	1	0.248445	0.249996	0.249990	0.251569	0.352665	0.178430	0.999645	0.256678	0.478470	0.226843	0.593283	0.385220	
283000	-463.935503	1	781	0.609455	0.023144	0.609455	0.609455	0.609455	0.609455	0.609455	0.023144	1	0.239696	0.250035	0.249798	0.260470	0.395623	0.233766	0.200684	0.106142	0.342258	0.447216	0.601692	0.464278	
284000	-464.110076	1	943	0.573256	0.050518	0.573256	0.573256	0.573256	0.573256	0.573256	0.000000	1	0.244152	0.250131	0.249751	0.255966	0.684421	0.865738	0.261507	0.317660	0.154933	0.841863	0.897038	0.727739	
285000	-464.772933	1	948	0.597285	0.088973	0.597285	0.597285	0.597285	0.597285	0.597285	0.000000	1	0.245272	0.250118	0.249545	0.255065	0.730596	0.113814	0.018030	0.086131	0.769560	0.681708	0.653881	0.325421	
286000	-463.880357	1	612	0.674718	0.060915	0.674718	0.674718	0.674718	0.674718	0.674718	0.000000	1	0.247930	0.250003	0.249969	0.252098	0.036826	0.037881	0.968030	0.394563	0.239238	0.976715	0.966572	0.213573	
287000	-464.213912	1	155	0.602407	0.030176	0.602407	0.602407	0.602407	0.602407	0.602407	0.000000	1	0.245601	0.249920	0.250394	0.254084	0.773580	0.441387	0.207672	0.783237	0.078081	0.256473	0.733376	0.525178	
